health_facility:type,healthcare:speciality,building:part,social_facility,payment:cash,housenumer,addr:housenumber,description,fenced,addr:state,ele,source,covered,image,fax,emergency,jastrzebiegis:opis,contact:facebook,leisure,historic,addr:street,fixme,name:en,contact:fax,name,designation,website:operator,addr:postcode,ref:nid,name:etymology:wikidata,internet_access,int_name,fence,ewmapa:warstwa,parking,loc_name,name:ru,building:fireproof,phone_1,note:official_name,wikipedia,access,mapillary,operator:centre,boundary,addr:street:sym_ul,ref,email,fixme2,barrier,contact:email,addr:province,jastrzebiegis:id,phone1,addr:city:simc,source:geometry,addr:city,building:use:pl,toilets:wheelchair,source_ref,building:type:pl,lon,contact:website,roof:colour,layer,height,email_1,alt_name,construction_date,operator,name:pl,name:de,boat,fee,protect_class,heritage:since,opening_hours,contact:phone,addr:housename,contact:mobile,heritage,start_date,website,addr:province:en,phone,old_name,smoking,aeroway,dispensing,note:name,landuse,roof:levels,amenity,operator:type,reg_name,addr:suburb,official_name,wikidata,waterway,short_name,building:levels,note,building:usage:pl,data_zmiany,source:addr,building:material,addr:full,fence_type,lat,medical_system:western,building,building:colour,url,wheelchair,addr:place,healthcare,addr:country,heritage:operator
,,,,,,12,,,,,,,,,,,,,,Kaszubska,,,,Filia Wielkopolskiego Centrum Onkologii,,,62-800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kalisz,,,,,18.1018641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,2,,,,,,,,51.7692528,,healthcare,,,,,,,
,,,,,,132,,,,,,,,17 875 12 52,,,,,,Lwowska,,,,Fundacja Hospicjum dla Dzieci,,,,,,,,,,,,,,,,,,,,,,,fundacja@hospicjum-podkarpackie.pl,,,,,,,,,Rzeszów,,,,,22.0633016,,,,,,,,,,,,,,,,,,,,,https://www.hospicjum-podkarpackie.pl/,,17 853 48 18,,,,,,,,hospital,,,,,,,,,,,,UM Rzeszów,,,,50.0377121,,,,,,,,,
,,,,,,34/36,,,,,,,,,,,,,,Rudzka,,,,GAMETA,,,95-030,,,,,,,,,,,,,,,,,,19082,,,,,,,,,0415787,,Rzgów,,,,,19.4785580,,,,,,,,Gameta-szpital sp. z o.o.,,,,,,,,,,,,,https://gameta.pl/gameta-lodz/kontakt/,,+48 42 645 77 77,,,,,,,,hospital,,,,,,,,,,,,emuia.gugik.gov.pl,,,,51.6737683,,yes,,,,,,,
,,,,,,6,,,,,,,,,,,,,,Jerzego,,,,Galen Ortopedia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0904836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,50.0925548,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Galena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0559899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,49.8103258,,,,,,,,,
,,,,,,41,,,,,,,,,,,,,,Wita Stwosza,,,,Geo Medical,,,40-519,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,Katowice,,,,,19.0133727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,50.2457373,,,,,,,hospital,,
,,,,,,33,,,,,,,,+48 61 841 92 25,,,,,,Polna,,,,Ginekologiczno-Położniczy Szpital Kliniczny,,,60-535,,,,,,,,Szpital na Polnej,,,,,,,,,,,,,,,,,,,,,Poznań,,,,,16.8963007,,,,,,,,Uniwersytet Medyczny im. Karola Marcinkowskiego w Poznaniu,,,,,,,,,,,,,http://www.gpsk.am.poznan.pl/,,+48 61 841 92 24,Ginekologiczno-Położniczy Szpital Kliniczny nr 3,,,,,,,hospital,,,,,,,,,,,,,,,,52.4100910,,,,,,,,,
,,,,,,29,,,,,Bing,,,,,,,,,Tadeusza Kościuszki,,,,Gliwickie Centrum Medyczne Sp. z o.o.,,,,,,,,,,,,,,,,,,,,,,,sekretariat@gcm.gliwice.pl,,,,,,,,,Gliwice,,,,,18.6529806,,,,,,,,,,,,,,,,,,,,,http://gcm.gliwice.pl,,324613201,,,,,,,,hospital,,,,,,,GCM Szpital,,,,,,,,,50.2944524,,hospital,,,,,,,
,,,,,,38,,,,,,,,,,,,,,Bydgoska,,,,Gminna Przychodnia SZOZ,,,86-070,,,,,,,,,,,,,,,,,,02498,,,,,,,,,0084132,,Dąbrowa Chełmińska,,,,,18.2998435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,dabrowachelminska.e-mapa.net,,,,53.1772024,,yes,,,,,hospital,,
,,,,,,7,,,,,,,,,,,,,,Powstańców Śląskich,,,,Gminny Ośrodek Zdrowia,,,42-141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Przystajń,,,,,18.6872297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,EMUiA (emuia.gugik.gov.pl),,,,50.8831648,,yes,,,,,,,
,,,,,,,,,,,,,,,,,,,,Jana,,,,Gminny Zakład Opieki Zdrowotnej,,,43-220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bojszowy,,,,,19.0965943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,50.0574498,,yes,,,,,,,
,,,,,,16,,,,,,,,+48 32 2071546,,,,,,Medyków,,,,Górnośląskie Centrum Zdrowia Dziecka im. Jana Pawła II,,,40-752,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,Katowice,,,,,18.9495520,,,,,,,,,,,,,,,24/7,,,,,,http://www.gczd.katowice.pl,,+48 32 2071800,,,,,,,,hospital,,,,,,,,,,,,,,,,50.2238509,,,,,,,,,
,,,,,,15,,,,,,,,,,,,,,Tadeusza Kościuszki,,,,Głogowski Szpital Powiatowy,,,67-200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Głogów,,,,,16.0749640,,,,,,,,Głogowski Szpital Powiatowy Sp. z o.o.,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,51.6548096,,,,,,,hospital,,
,,,,,,1C,,,,,,,,,,,,,,Szpitalna,,,,Hospicjum,,,32-200,,,,,,,,,,,,,,,,,,22073,,,,,,,,,0947225,,Miechów,,,,,20.0355248,,,,,,,,Caritas Diecezji Kieleckiej,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,emuia.gugik.gov.pl,,,,50.3552426,,,,,,,,,
,,,,,,48,,,,,UM Katowice,,,,,,,,,Oswobodzenia,,,,Hospicjum Cordis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Katowice,,,,,19.0883464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,2,,,,,,,,50.2472868,,yes,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Hospicjum Elbląskie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4276207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,54.1716241,,,,,,,hospital,,
,,,hospice,,,55,,,,,,,,,,,,,,Osiedle Rusa,,,,Hospicjum Palium,,,,,,,,,,,,,,,,,,,,,,,,,fence,,,,,,,Poznań,,,,,16.9871195,,,,,,,,Szpital Kliniczny nr 1 im. Przemienienia Pańskiego,,,,,,,,,,,,,,,,,,,,,,,social_facility,,,,,,,,,,,,,,,,52.3913603,,,,,,,,,
,,,,,,37,,,,,,,,,,,,,,,,,,Hospicjum Stacjonarne VITA-SPES,,,39-340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.5389441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,50.3990414,,yes,,,,Babule,,PL,
,,,,,,3,,,,,,,,,no,,,,,Południowa,,,,Hospicjum im. Jana Pawła II,,,62-510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konin,,,,,18.2823730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,52.2271422,,yes,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Hospicjum w Tczewie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.7969011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,54.0906833,,,,,,,hospital,,
,,,,,,,,,,,,,,,,,,,,,,,,Hospicjum Świętego Łazarza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0323564,,,,,,,,"Towarzystwo Przyjaciół Chorych ""Hospicjum im. św. Łazarza""",,,,,,,,,,,,,http://www.hospicjum.krakow.pl/,,+48 12 641 4655,,,,,,hospital,,hospital,,,,,,,,,,,,,,,,50.0847743,,,,,,,,,
,psychiatry,,,,,1,,,,,Bing,,,,,,,,,Głuska,,,,"I Klinika Psychiatrii, Psychoterapii i Wczesnej Interwencji SPSK 1",,,20-439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lublin,,,,,22.5883899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,EMUiA (emuia.geoportal.gov.pl),,,,51.2071833,,yes,,,,,hospital,,
,,,,,,30,,,,,,,,+48 42 6793067,,,,,,Pieniny,,,,I Szpital Miejski im. dr. Emanuela Sonnenberga,,,92-003,,,,,,,,,,,,,,,,,,,,szpital@sonnenberg.lodz.pl,,,,,,,,,Łódź,,,,,19.5245703,,,,,,,,,,,,,,,,,,,,,http://sonnenberg.lodz.pl,,+48 42 6793067,,,,,,,,hospital,,,,,,,,4,,,,,,,,51.7821154,,yes,,,,,,,
,,,,,,23,,,,,MPZP,,,,,,,,,Aleje Racławickie,,,,I Szpital Wojskowy,,,20-049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lublin,,,,,22.5338662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,51.2509090,,hospital,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,II Szpital Miejski im. dr Ludwika Rydygiera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4677025,,,,,,,,,,,,,,,,+48 42 6323465,,,,,http://www.szpitalrydygiera.pl,,,,,,,,,,hospital,,,,,,,,,,,,,,,,51.7770744,,,,,,,,,
,,,,,,14,,,,,,,,,,,,,,Milionowa,,,,III Szpital Miejski im. dr. Karola Jonschera,,,93-113,,,,,,,,,,,,,,,,,,,,jonscher@jonscher.pl,,fence,,,,,,,Łódź,,,,,19.4849983,,,,,,,,,,,,,,,,,,,,,http://www.jonscher.pl,,+48 42 6761774,,,,,,,,hospital,,,,,,,,,,,,,,,,51.7524264,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,IV Wojskowy Szpital Kliniczny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0237598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,51.0753867,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Instytut Centrum Zdrowia Matki Polki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4813950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,51.7078777,,,,,,,,,
,,,,,,,,,,,,,,+48 42 6466653,,,,,,,,,,Instytut Centrum Zdrowia Matki Polki,,,,,,,,,,,,,,,,pl:Instytut Centrum Zdrowia Matki Polki w Łodzi,,,,,,,,,,,,,,,,,,,,,19.4766984,,,,,,,,,,,,,,,,,,,,,http://www.iczmp.edu.pl/,,+48 42 2711000,,,,,,,,hospital,,,,,Q11712972,,ICZMP,,,,,,,,,51.7075013,,,,,,,hospital,,
,,,,,,281/289,,,,,,,,,,,,,,Rzgowska,,,,Instytut Centrum Zdrowia Matki Polki,,,93-338,,,,,,,,,,,,,,,,,,,Budynek A,,,,,,,,,,Łódź,,,,,19.4797244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,EMUiA (emuia.geoportal.gov.pl),,,,51.7061807,,hospital,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Instytut Gruźlicy i Chorób Płuc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9670485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,52.2353167,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Instytut Gruźlicy i Chorób Płuc - Oddział Terenowy im. Jana i Ireny Rudników,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9669328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,49.6068517,,,,,,,hospital,,
,,,,,,,,,,,,,,,,,,,,,,,,Instytut Kardiologii,,,,,,,,,,,,,,,,,,,,,,,,,fence,,,,,,,,,,,,21.1758441,,,,,,,,,,,,,,,,,,,,,http://www.ikard.pl,,,,,,,,,,hospital,,,,,,,,,,,,,,,,52.2188420,,,,,,,,,
,,,,,,17A,,,,,,,,,,,,,,Marcina Kasprzaka,,Institute of Mother and Child,,Instytut Matki i Dziecka,,,01-211,,,,,,,,,,,,,pl:Instytut Matki i Dziecka,,,,,,,instytut@imid.med.pl,,,,,,,,,,,,,,20.9689427,,,,,,,,,,,,,,,,,,,,,http://www.imid.med.pl/,,+48 22 327 73 05,,,,,,,,hospital,,,,,Q11713115,,,,,,,,,,,52.2273459,,,,,,,,,
,,,,,,8,,,,,,,,+48 42 656 83 31,,,,,,Świętej Teresy od Dzieciątka Jezus,,,,Instytut Medycyny Pracy im. prof. dr. med. Jerzego Nofera,,,91-348,,,,,,,,,,,,,pl:Instytut Medycyny Pracy imienia prof. dra med. Jerzego Nofera w Łodzi,,,,,,,impx@imp.lodz.pl,,,,,,,,,Łódź,,,,,19.4362140,,,,,,,,,,,,,,,,,,,,,http://www.imp.lodz.pl/,,+48 42 631 45 02,,,,,,,,hospital,,,,,Q28674739,,,3,,,,,,,,51.8017870,,yes,,,,,,,
,,,,,,15,,,,,,,,,,,,,,Wawelska,,,,Instytut Onkologii,,,02-034,,,,,,,,,,,,,,,,,,23749,,,,,,,,,0918123,,Warszawa,,,,,20.9833461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,mapa.um.warszawa.pl,,,,52.2159434,,yes,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Instytut Psychiatrii i Neurologii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0654691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,52.1721674,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Instytut Reumatologii i Kardiologii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9952750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,52.1920274,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Jaworskie Centrum Medyczne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.1988781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,51.0474669,,,,,,,hospital,,
,,,,,,,,,,,,,,,,,,,,Popielówek 1,,,,Jolly Med,,,59-623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LUBOMIERZ,,,,,15.5236438,,,,,,,,,,,,,,,,,,,,,http://www.rehabilitacja-popielowek.pl/,,75 789 13 30,,,,,,,,hospital,,,,,,,,,,,,,,,,50.9749107,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Katedra i Klinika Psychiatrii Pomorskiego Uniwersytetu Medycznego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5323967,,,,,,,,Samodzielny Publiczny Szpital Kliniczny nr 1 Pomorskiego Uniwersytetu Medycznego,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,53.4544829,,,,,,,,,
,,,,,,26,,,,,,,,,,,,,,Raciborska,,,,Katowickie Centrum Onkologii (dawn. Szpital im. Stanisława Leszczyńskiego),,,40-074,,,,,,,,,,,,,,,,,,,,szpital@szpital.net.pl,,,,,,,,,Katowice,,,,,19.0049573,,,,,,,,,,,,,,,,,,,,,http://www.szpital.net.pl,,32 251-52-53,,,,,,,,hospital,,,,,,,,,,,,,,,,50.2547333,,,,,,,hospital,,
,geriatrics;dermatovenereology;surgery;diagnostic_radiology;physiotherapy,,,,,,,,,,,,,,no,,,,,,,,,Katowickie Centrum Onkologii Zespół nr 2,,,,,,,,,,,,,,,,pl:Katowickie_Centrum_Onkologii,,,,,,,,,,,,,,,,,,,,,19.0119179,,,,,,Szpital Geriatryczno-Onkologiczny,,,,,,,,,,+48 32 420 0 420,,,,,,,,Szpital im. Stanisława Leszczyńskiego,,,,,,,hospital,,,,,Q9352157,,,,,,,,,,,50.2865682,,,,,,,hospital,,
,,,,,,,,,,,,,,,,,,,,,,,,Klinika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.6275143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,53.7266247,,,,,,,,,
,,,,,,7,,,,,Bing,,,,,,,,,Radiowa,,Department of Infectious Diseases by the Provincional General Hospital in Kielce,,Klinika Chorób Zakaźnych Wojewódzkiego Szpitala Zespolonego,,,25-317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kielce,,,,,20.6377718,,,,,,,,,,,,,,,,,,,,,http://wszzkielce.pl/oddzial.php?id=27,,+48 41 363 71 37,,,,,,,,hospital,,,,,,,,3,,,,UM Kielce,,,,50.8752139,,hospital,,,,,hospital,,
,,,,,,1,,,,,,,,,,,,,,Plac generała Józefa Hallera,,,,Klinika Dermatologii i Wenerologii Uniwersytetu Medycznego w Łodzi,,,90-647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Łódź,,,,,19.4333373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,51.7683776,,yes,,,,,,,
,,,,,,13,,,,,,,,,,,,,,Radziwiłłowska,,,,"Klinika Dermatologii, Wenerologii i Dermatologii Dziecięcej",,,20-080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lublin,,,,,22.5583960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,51.2497035,,hospital,,,,,,,
,,,,,,7,,,,,,,,,,,,,,Brzozowa,,,,Klinika Ort-Medica Centeum Medyczne,,,63-400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ostrów Wielkopolski,,,,,17.8049814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,51.6274169,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Klinika Pro Bono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geopoz: Ewidencja gruntow i budynkow,,,,,,16.8805224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,52.3772308,,yes,,,,,,,
,,,,,,94b,,,,,,,,,no,,,,,Bystrzańska,,,,Klinika św. Łukasza,,,43-300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielsko-Biała,,,,,19.0667834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,49.7825107,,yes,,,,,,,
,,,,,,17,,,,,,,,,,,,,,Zdrojowa,,,,Kolejowy Szpital Uzdrowiskowy,,,87-720,,,,,,,,,,,,,,,,,,,,,,,,,,,,mapa.aleksandrow.pl: Mapa Ewidencyjna,Ciechocinek,,,,,18.7895421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,mapa.aleksandrow.pl: Mapa Ewidencyjna,,,,52.8772621,,yes,,,,,,,
,,,,,,12,,,,,,,,,no,,,,,Gabriela Narutowicza,,,,Kolejowy Szpital Uzdrowiskowy,,,87-700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aleksandrów Kujawski,,,,,18.6898415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,3,,,,,,,,52.8802360,,hospital,,,,,,,
,,,,,,,,,,,,,,,,,,,,Wielicka,,,,Krakowska Poradnia Opieki Paliatywnej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kraków,,,,,20.0059805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,hospital,,,,,,,,,,,,,,,,50.0101323,,,,,,,,,
,,,,,,33,,,,,,,,,,,,,,Aleja Marszałka Ferdynanda Focha,,,,Krakowski Szpital Reumatologii i Rehabilitacji,,,30-119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kraków,,,,,19.9134477,,,,,,,,,,,,,,,,,,,,,http://www.dietl.krakow.pl/,,,,,,,,,0,hospital,,,,,,,,3,,,,,,,,50.0575056,,hospital,,,,,hospital,PL,
,,,,,,,,,,,,,,,,,,,,,,,,Krakowskie Centrum Rehabilitacji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.8658621,,,,,,,,,,,,,,,,,,,,,https://www.kcr.pl/,,,,,,,,,,hospital,,,,,,,,,,,,,,,,50.0635596,,,,,,,,,
,,,,,,74a,,,,,,,,,,,,,,Siewierska,,,,Krom-Med,,,42-400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zawiercie,,,,,19.4908009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,50.4892528,,yes,,,,,,,
,,,,,,1,,,,,,,,,no,,,,,Seminaryjna,,,,Kujawsko-Pomorskie Centrum Pulmonologii w Bydgoszczy,,,85-326,,,,,,,,,,,,,,,,,,,,,,fence,,,,,,,Bydgoszcz,,,,,17.9838251,,,,,,,,,,,,,,,,,,,,1885,http://www.szpital-pluc.bydgoszcz.pl,,,,,,,,,,hospital,,,,,,,,,,,,,,,,53.1220007,,,,,,,hospital,,
,,,,,,455,,,,,,,,,,,,,,Puławska,,,,LUX MED,,,02-801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Warszawa,,,,,21.0185935,,,,,,,,,,,,,,,,,,,,,https://www.luxmed.pl/szpital,,+48 22 4312059,,,,,,,,hospital,,,,,,,,,,,,,,,,52.1384034,,yes,,,,,hospital,,
,,,,,,,,,,,,,,,,,,,,,,,,Latawiec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.4655143,,,,,,,,,,,,,,,,,,,,,http://www.szpital.swidnica.pl,,,,,,,,,,hospital,,,,,,,,,,,,,,,,50.8328388,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Słowiańska,,,,Leszczyńskie Centrum Medyczne Ventriculus,,,64-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leszno,,,,,16.5691177,,,,,,,,Leszczyńskie Centrum Medyczne Ventriculus,,,,,,,,,,,,,http://www.ventriculus.pl/,,65 520 65 80,,,,,,,,hospital,,,,,,,,,,,,,,,,51.8424941,,,,,yes,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Leśny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8922688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,51.3074876,,,,,,,,,
,,,,yes,,14,,,,,survey,,,,,,,,,Cegielniana,,,,Liftmed,,,44-200,,,,,,,,,,,,,,,,,,,,rejestracja@liftmed.pl,,,,,,,,geoportal.gov.pl:ortofoto,Rybnik,,,,,18.5430245,,,,,,,,,,,,,,,Mo-Fr 08:00-21:00,,,,,,http://liftmed.pl/,,+48324408899,,,,,,,,hospital,,,,Liftmed — Centrum medyczne,,,,,,,,,,,,50.0999340,,yes,blue,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Lotnicze Pogotowie Ratunkowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.2034415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,49.5750066,,,,,,,,,
,,,,,,1a,,,,,,,,,,,,,,Michałków,,,,Lotnicze Pogotowie Ratunkowe Ostrów Wielkopolski,,,63-410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ostrów Wielkopolski,,,,,17.8398252,,,,,,,,Lotnicze Pogotowie Ratunkowe,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,51.7019968,,,,,,,hospital,,
,,,,,,3,,,,,,,,,,,,,,Władysława Szernera,,,,Lux Med,,,03-305,,,,,,,,,,,,,,,,,,21923,,,,,,,,,0918123,,Warszawa,,,,,21.0117169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,mapa.um.warszawa.pl,,,,52.2807225,,yes,,,,,,,
,,,,,,,,,,107,LPR(http://www.lpr.com.pl),,,,landing_site,,,,,Jana Skrowaczewskiego,,,,Lądowisko Żyrardów,,,96-300,,,,,,,,,,,,,,,,,,,H554; WZY 01,,,,,,,,,,Żyrardów,,,,,20.4297681,,,,,,,,Szpital w Żyrardowie,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,52.0693953,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Mazowiecki Oddział Wojewódzki NFZ - Delegatura w Radomiu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.1640157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,51.4321972,,,,,,,,,
,,,,,,8,,,,,,,,22 326 5899,yes,,,,,Ludwika Kondratowicza,,,,Mazowiecki Szpital Bródnowski,,,03-285,,,,,,,,,,,,,,,,,,,,sekretariat@brodnowski.pl,,,,,,,,,Warszawa,,,,,21.0469851,,,,,,Mazowiecki Szpital Wojewódzki w Warszawie,,,,,,,,,,,,,,,http://www.szpital-brodnowski.waw.pl/,,22 326 55 00,,,,,,,,hospital,,,,,,,,,,,,,,,,52.2914836,,,,,,,,,
,,,,,,61,,,,,,,,,,,,,,Kościelna,,,,Mazowiecki Szpital Onkologiczny,,,05-135,,,,,,,,,,,,,,,,,,,,,,fence,,,,,,,Wieliszew,,,,,20.9623141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,UG Wieliszew,,,,52.4400895,,,,,,,,,
,,,,,,5,,,,,,,,,,,,,,Juliana Aleksandrowicza,,,,Mazowiecki Szpital Specjalistyczny,,,26-617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Radom,,,,,21.1576187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,51.4393477,,,,,,,,PL,
,,,,,,,,,,,,,,,,,,,,,,,,Mazowiecki Szpital Wojewódzki Drewnica,,,,,,,,,,,,,,,,,,,,,,,,,,sekretariat@drewnica.pl,,,,,,,,,,,21.1144242,http://drewnica.pl,,,,,,,,,,,,,,,+48 227816844,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,52.2972730,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Mazowiecki Szpital Wojewódzki w Siedlcach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.2917481,,,,,,,,,,,,,,,,,,,,,http://szpital.siedlce.pl/,,,,,,,,,,hospital,,,,,,,,,,,,,,,,52.1746086,,,,,limited,,,,
