shop,health_facility:type,office,healthcare:speciality,indoor,payment:cash,source:addr:housenumber:ref,ref:FR:FINESS,roof:orientation:compass,addr:housenumber,name:de,source,location,building:roof:colour,fax,roof:colour,contact:postcode,emergency,ref:FR:SIREN,ref:FR:SIRET,historic,FID,addr:street,bmo:type,source:name,fixme,name:en,contact:fax,addr:city,wheelchair:description,payment:debit_cards,type:FR:FINESS,addr:postcode,roof:material,level,payment:credit_cards,roof:orientation,source:geometry:date,payment:mastercard,amenity_1,amenity_2,payment:american_express,wheelchair:step_height,source:addr,payment:maestro,operational_status,access,payment:cheque,ref,email,barrier,contact:email,name:br,roof:shape,building:use,wall,source:geometry,source:building,health_person:type,health_specialty:radiology,toilets:wheelchair,massage,source:ref:FR:FINESS,lon,contact:website,survey:date,layer,height,alt_name,building:roof:shape,contact:country,operator,railway:historic,contact:city,short_name,area,opening_hours,contact:phone,addr:housename,name,whc:inscription_date,heritage,type,start_date,website,noname,contact:housenumber,source:date,phone,health_specialty:allergology,official_name,old_name,smoking,opening_hours:signed,room,source:version,disused:name,buildingpart,dispensing,ref:FR:NAF,wheelchair,amenity,operator:type,addr:unit,ref:whc,payment:notes,source:addr:version,medical_system:western,doctor,building:levels,note,name:fr,contact:street,description,building:material,note:fr,addr:full,payment:visa,lat,reservation,building,building:colour,payment:coins,roof:levels,addr:place,healthcare,disused:railway,addr:country,heritage:operator,ref:FR:LaPoste
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1840640,,,,,,,,,,,,,,,,Cabinet Médical,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,46.4206531,,yes,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7167674,,,,,,,,,,,,,,,,Cabinet Médical,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,45.1816809,,yes,,,,,,,,,
,,,,,,,,,70,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,Rue du Commerce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2192233,,,,,,,,,,,,,,,,Cabinet Médical,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,46.1417165,,yes,,,,,,,,,
,,,general,,,,,,17,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,Rue d'Aquitaine,,,,,,La Guyonnière,,,,85600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.2571248,,,,,,,,Dr VINCENT Françoise .Dr VALAIS JOYEAU Emmanuelle .Dr BARSI Pierre,,,,,,,,Cabinet Médical,,,,,,,,,+33 2 51 41 79 61;+33 2 51 41 75 50;+33 2 51 41 75 50,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,46.9632674,,yes,,,,,doctor,,,,
,,,,,,,,,,,Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0952114,,,,,,,,,,,,,,,,Cabinet Médical,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,47.9721907,,yes,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8122965,,,,,,,,,,,,,,,,Cabinet Médical,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,44.1369376,,commercial,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8052581,,,,,,,,,,,,,,,,Cabinet Médical,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,44.1347958,,commercial,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8262818,,,,,,,,,,,,,,,,Cabinet Médical,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,46.8910052,,yes,,,,,,,,,
,,,,,,,,,,,extraction vectorielle v1 cadastre-dgi-fr source : Direction Générale des Impôts - Cadas. Mise à jour : 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1460323,,,,,,,,,,,,,,,,Cabinet Médical,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,46.1378756,,yes,,,,,,,,,
,,,,,,,,,"6,6a,6b,6c",,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,Rue du Béarn,,,,,,Sauvagnon,,,,64230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3878091,,,,,,,,,,,,,,,,Cabinet Médical,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,43.4038812,,yes,,,,,,,,,
,,,general,,,,,,50,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011,,,,,,,,,,,Avenue Gabriel Péri,,,,,,Sainte-Geneviève-des-Bois,,,,91700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3174692,,,,,,,,,,,,,,,,Cabinet Médical,,,,,,,,,+33 1 60 16 78 64,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,48.6504873,,yes,,,,,doctor,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9661070,,,,,,,,,,,,,,,,Cabinet Médical,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,48.6953600,,yes,,,,,,,,,
,,,,,,,,,38,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3230640,,,,,,,,,,,,,,,,Cabinet Médical,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,"38, Les Cirollières - 91 Saint-Vrain",,48.5402360,,yes,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7531320,,,,,,,,,,,,,,,,Cabinet Médical,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,49.6149250,,yes,,,,,,,,,
,,,,,,,,,20,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011,,,,,,,,,,,Rue de Saint-Omer,,,,,,Wizernes,,,,62570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2300410,,,,,,,,,,,,,,,,Cabinet Médical,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,50.7103830,,yes,,,,,,,FR,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6406747,,,,,,,,,,,,,,,,Cabinet Médical,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,45.8371581,,yes,,,,,doctor,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1643039,,,,,,,,,,,,,,,,Cabinet Médical,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,47.1726099,,yes,,,,,doctor,,,,
,,,general,,,,,,1,,,,,,,,,,,,,Rue Madeleine Lagadec,,,,,,Briec,,,,29510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.0033737,,,,,,,,,,,,,,,,Cabinet Médical,,,,,,,,,,,,,,,,,,,,,yes,doctors,,,,,,,,,,,,,,,,,48.1017699,,,,,,,doctor,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,-0.9301040,,,,,,,,,,,,,,,,Cabinet Médical,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,46.0556640,,yes,,,,,doctor,,,,
,,,,,,,,,10,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,Rue de la Mairie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.1509120,,,,,,,,,,,,,,,,Cabinet Médical,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,2,,,,,,,,,48.6037420,,yes,,,,,centre,,,,
,,,general,,,,,,2 bis,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011,,,,,,,,,,,Rue de la Colonne,,,,,,Les Brouzils,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3188660,,,,,,,,Préault/Aubron,,,,,,,,Cabinet Médical,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,46.8857770,,yes,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : PaysDeBrest - 20100331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.2272662,,,,,,,,,,,,,,,,Cabinet Médical,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,48.4000981,,yes,,,,,,,,,
,,,,,,,,,32,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2019,,,,,,,,,,,Avenue de la Grande Forêt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2383003,,,,,,,,,,,,,,,,Cabinet Médical,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,43.9548870,,yes,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2347735,,,,,,,,,,,,,,,,Cabinet Médical,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,43.9592988,,yes,,,,,,,,,
,,,,,,,,,16B,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4180400,,,,,,,,,,,,,,,,Cabinet Médical,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,49.3781820,,yes,,,,,,,,,
,,,,,,,,,33,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2015,,,,,,,,,,,Rue Henri Merle,,,,,,Salindres,,,,30340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1565790,,,,,,,,,,,,,,,,Cabinet Médical,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,44.1710830,,yes,,,,,,,,,
,,,,,,,,,,,survey 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1971036,,,,,,,,,,,,yes,,,,Cabinet Médical,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,48.8889830,,,,,,,,,,,
,,,,,,,,,170,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2012,,,,,,,,,,,Rue du Verger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1739840,,,,,,,,,,,,,,,,Cabinet Médical - Médecins Généralistes,,,,,,,,,+33 2 40 83 14 58,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,47.3743780,,yes,,,,,doctor,,,,
,,,,,,,,,42,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2449460,,,,,,,,,,,,,,,,Cabinet Médical Anatole France,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,46.6440345,,yes,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0937740,,,,,,,,,,,,,,,,Cabinet Médical Baraut Doreau Roche Sautereau,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,46.9816050,,yes,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3616813,,,,,,,,,,,,,,,,Cabinet Médical Capillon et Hui Bon Hoa,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,46.3163299,,yes,,,,,,,,,
,,,,,,,,,8,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2013,,,,,,,,,,,Chemin de Nozea,,,,,,Nort-sur-Erdre,,,,44390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5022008,,,,,,,,,,,,,,,,Cabinet Médical Cassiopée,,,,,,,,,+33 2 40722927,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,47.4442228,,yes,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0995793,,,,,,,,,,,,,,,,Cabinet Médical Chanzy,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,2,,,,,,,,,50.6247273,,yes,,,1,,doctor,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9861680,,,,,,,,,,,,,,,,Cabinet Médical Docteur Alain Pouy,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,43.6799150,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1562688,,,,,,,,,,,,,,,,Cabinet Médical Docteur Bouin,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,46.7949135,,yes,,,,,,,,,
,,,,,,,,,37,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1195680,,,,,,,,,,,,,,,,Cabinet Médical Docteur Chamayou,,,,,,,,,+33 5 63 75 40 01,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,43.5554810,,yes,,,,,doctor,,,,
,,,,,,,,,36,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,no,,,,,Rue des Écoles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9045378,,,,,,,,,,,,,,,,Cabinet Médical Docteurs Lavit et Ponrouch,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,43.8607697,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,affiner le type de magasin si possible,,,,,,,,,,,,2010,,,,,,,,operational,,,,,,,,,,,Aerial photogrammetry,,,,,,,-149.9142793,,,,,,,,,,,,,,,,Cabinet Médical Dr Barraillé,,,,,,,,2012/07/30,,,,,,,,,,,,,,doctors,private,,,,,,,,,,,,hard,,,,-17.4997096,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,13693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.3265621,,,,,,,,,,,,,,,,Cabinet Médical Du Gueslin,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,48.5725615,,yes,,,,,,,,,
,,,general,,,,,,16,,,,,,,,,,,,,Avenue du Maréchal Foch,,,,,,Landivisiau,,,,29400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.0676360,,,,,,,,Dr Dosser Dr Gestin Dr Le Goff Dr Mazeas Dr PMoinard Dr Vicariot,,,,,,,,Cabinet Médical Foch,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,48.5110080,,yes,,,,,doctor,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3653163,,,,,,,,,,,,,,+33549756482,,Cabinet Médical J. Onnée,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,46.3125879,,yes,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8992390,,,,,,,,,,,,,,,,Cabinet Médical Leyme,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,44.7856510,,yes,,,,,doctor,,,,
,,,cardiology;gastroenterology,,,,,,3,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2424990,,,,,,,,,,,,,,,,Cabinet Médical Médipeyrot,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,44.5479550,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,13121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.3209364,,,,,,,,,,,,,,,,Cabinet Médical St Luc,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,48.5725577,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4968051,,,,,,,,,,,,,,,,Cabinet Médical de La Voie Verte,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,46.8309139,,office,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2580220,,,,,,,,,,,,,Mo-Fr 08:00-19:00; Sa 08:00-12:00,,,Cabinet Médical de l'Océan,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,47.6998670,,yes,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3541334,,,,,,,,,,,,,,,,Cabinet Médical de la Grand'Maison,,,,,,,,,+33549013270,,,,,,,,,,,,yes,doctors,,,,,,,,,"Docteur Stéphane COLIN -médecine Générale, Gériatrie, Nutrition- et Docteur Alain SHEIKHALISHAHI -médecine Générale",,,,,,,,46.5668402,,yes,,,,,doctor,,,,
,,,,,,,,,,,extraction vectorielle v1 cadastre-dgi-fr source : Direction Générale des Impôts - Cadas. Mise à jour : 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1015291,,,,,,,,,,,,,,,,Cabinet Médical des Acacias,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,50.6419083,,yes,,,,,doctor,,,,
,,,,,,,,,,,extraction vectorielle v1 cadastre-dgi-fr source : Direction Générale des Impôts - Cadas. Mise à jour : 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1013625,,,,,,,,,,,,,,,,Cabinet Médical des Acacias,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,50.6419049,,yes,,,,,doctor,,,,
,,,,,,,,,1,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,rue Georges Sand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2070172,,,,,,,,,,,,,,,,Cabinet Médical des Docteur Marais et Mazoyer,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,46.4169279,,yes,,,,,,,,,
,,,,,,,,,43,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2013,,,,,,,,,,,Rue Mary Lafon,,,,,,Lafrançaise,,,,82130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2413740,,,,,,,,,,,,,,,,Cabinet Médical des Docteurs Anne Blandino-Paulin et Michel Carlin,,,,,,,,,,,,,,,,,,,,,yes,doctors,,,,,,,,,,,,,,,,,44.1292220,,yes,,,,,,,FR,,
,,,,,,,,,21,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011,,,,,,,,,,,Rue des Abrincates,,,,,,La Haye-Pesnel,,,,50320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3951820,,,,,,,,,,,,,,,,Cabinet Médical des Docteurs Blondel Sylvie et Bosquet Mickaël,,,,,,,,,+33233518265,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,48.7940870,,yes,,,,,,,,,
,,,,,,,,,15,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,Rue d'Horsham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2064968,,,,,,,,,,,,,,,,"Cabinet Médical des Docteurs Palluel, Normans, Dematteo",,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,46.4204353,,yes,,,,,doctor,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7241786,,,,,,,,,,,,,,,,Cabinet Médical des Grands Champs,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,47.3551490,,yes,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,Place du Champ de Foire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5155341,,,,,,,,,,,,,Mo-Fr 08:00-19:00; Sa 08:00-12:30,,,Cabinet Médical du Minage,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,45.9434678,,yes,,,,,doctor,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7211948,,,,,,,,,,,,,,,,Cabinet Médical du Peloux,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,45.9724579,,yes,,,,,,,,,
,,,,,,,,,13 bis,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011,,,,,,,,,,,Route de l'Arize,,,,,,Carbonne,,,,31390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2182513,,,,,,,,,,,,,,,,Cabinet Médical du Tilleul,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,43.2969127,,yes,,,,,,,,,
,,,,,,,,,,,Cadastre. Mise à jour : 2014;survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1277599,,,,,,,,,,,,,,,,Cabinet Médical du Val d'Ourcq,,,,,,,,,,,,,,,,,,,,,yes,doctors,,,,,,,,,,,,,,,,,49.1779994,,yes,,,,,,,,,
,,,,,,,,,36,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2467576,,,,,,,,,,,,,,,,Cabinet Médical la Meilleraye,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,46.6501971,,yes,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2061470,,,,,,,,,,,,,,,,Cabinet Médical rue Edmond Mailloux,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,49.2593290,,yes,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9488010,,,,,,,,,,,,,,,,"Cabinet Médical-Dr.Rigaud,Dr.Catrysse,Dr.Lesur,Dr.Philippe",,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,50.3105250,,yes,,,,,,,,,
,,,general,,,,,,2,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,Rue Gambetta,,,,,,Loos-en-Gohelle,,,,62750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7927622,,,,,,,,,,,,,,,,"Cabinet Médicale des Drs MACKOWIAK, DUBOIS et LIONE",,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,50.4586230,,yes,,,,,doctor,,,,
,,,ophthalmology,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5649116,,,,,,,,,,,,,,,,Cabinet Ophtalmologique Lefeuvrier,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,48.7464521,,yes,,,,,doctor,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operational,,,,,,,,,,,Theodolite,,,,,,,-149.4944409,,,,,,,,,,,,,,,,Cabinet Orthophonie et Kinésithérapie,,,,,,,,2016/11/02,,,,,,,,,,,,,,doctors,private,,,,,,,,,,,,hard,,,,-17.5068000,,yes,,,,,,,,,
