shop,name:cy,healthcare:speciality,building:part,wikipedia:en,postal_code,source:outline,fhrs:structural,ref:seedcode,is_in,addr:housenumber,note,old:fhrs:id,man_made,electricity,created_by,pharmacy,source,is_in:town,capacity:disabled,health_specialty:physiotherapy,multipolygon,fhrs:local_authority_id,health_specialty:geriatrics,fax,survey:date,short_name,check_date,leisure,note:outline,historic,facebook,name:uk,motor_vehicle,source:area,smoothness,wikimedia_commons,addr:street,name:em,source:name,fixme,name:en,contact:fax,name,designation,addr:postcode,roof:material,addr:state,name:etymology:wikidata,fhrs:rating,disused,opening_hours:minor_injuries,health_specialty:renal_dialysis,amenity_1,Source,loc_name,description,healthcare:speciality:mental_health,not:addr:postcode,operational_status,wikipedia,minor_injuries_unit,access,fhrs:authority,alt_website,fhrs:confidence_management,email,highway,barrier,contact:email,addr:province,fhrs:id,roof:shape,specialism,insurance:health,source:geometry,addr:city,source:building,military,toilets:wheelchair,internet_access,drive_through,fhrs:businesstype,lon,contact:website,roof:colour,layer,private,height,lat,alt_name,fhrs:hygiene,operator,previous_name,fee,ref:university_of_cambridge,area,opening_hours,hospital,contact:phone,addr:housename,healthcare:speciality:rehabilitation,type,start_date,website,brand,telephone,phone,health_specialty:dentistry,old_name,smoking,disused:fhrs:id,addr:village,abandoned,note:wikidata,source:id,historic:operator,architect,wheelchair:description,dispensing,landuse,source:amenity,hospital:for,amenity,operator:type,reg_name,addr:suburb,surface,building:min_level,wikidata,source:postcode,addr:town,emergency,addr:district,building:levels,lit,FIXME,source:addr,ref:edubase,addr:full,fence_type,last_check,addr:county,source:addr:postcode,ref:charity,building,building:colour,fhrs:inspectiondate,name:gd,url,wheelchair,addr:place,outpatients,beds,healthcare,position,addr:country,operator:wikidata
,,,,,,,,,,,,,,,,,OS OpenMap Local,,,,,,,,,,,,,,,,,,,,St Marys Square,,,,,,BMI St Edmunds Hospital,,IP33 2AA,,,,,,,,,,,,,,,,,,,,,,,,,,1114424,,,,,,,,,,,,0.7183194,,,,,,52.2405731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,FSA Food Hygiene Ratings Database,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,OS_OpenData_StreetView,,,,,,,,,,,,,,,,,,,,Cavell Drive,,,,,,BMI The Cavell Hospital,,EN2 7PR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,London,,,,,,,-0.1029026,,,,,,51.6587375,,,,,,,,,,,,,,,https://www.bmihealthcare.co.uk/hospitals/bmi-the-cavell-hospital,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,no,Enfield,,,,,,,,,,,,yes,,,,,,,,,,,GB,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BMI Thornbury Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5186378,,,,,,53.3736168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bing imagery doesn't reflect 2014 update to BRI frontage,,,,,,,,,,,,,,BRI Queen's Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5969547,,,1,,,51.4580724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BUPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5090765,,,,,,52.4122287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,estimation;OS_OpenData_StreetView,,,,,,,,,,,,,,,,,,,,Derby Road,,survey,,,,Babington Hospital,,DE56 1WH,,,,,,,,,,,,,,,,,,,,,,,,,,1082,,,,,Belper,,,,,,,-1.4850055,,,,,,53.0179759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,hospital,,,,,,Q30292853,,,no,,,,,,,,,,,,,,,,,,,,,,hospital,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Badsley Moor Lane NHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3337051,,,,,,53.4294333,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baldock Medical Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1866355,,,,,,51.9860883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,no,,,,,,,,,,,,,yes,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New Scapa Road,,,,,,Balfour Hospital,,KW15 1BH,,,,,,,,,,,,,,,en:Balfour Hospital,,,,,,,,,,,,,,,,Kirkwall,,,,,,,-2.9642087,,,,,,58.9764352,,,,,,,,,,,,,,,https://www.ohb.scot.nhs.uk/article.asp?page=3&parent=3,,,+44 1856 888000,,,,,,,,,,,,,,,,hospital,,,,,,Q4850756,,,yes,,,,,,,,,,,,,yes,,,,,yes,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Castle Street,,,,,,Bangor Community Hospital,,BT20 4TA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bangor,,,,,,,-5.6625415,,,,,,54.6579199,,,,,,,,,,,Bangor Community Hospital,,,,http://www.setrust.hscni.net/2101.htm,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,
,,,,,,,,,,2,,,,,,,OS OpenData StreetView,,,,,,,,,,,,,,,,,,,,Lindrick Way,,FHRS Open Data,,,,Barlborough NHS Treatment Centre,,S43 4XE,,,,,,,,,,,,,,,,,,,,,,,,,,197608,,,,Bing,,,,,,,,-1.2834502,,,,,,53.2817625,,,,,,,,,,,,,,,http://www.barlboroughtreatmentcentre.nhs.uk/,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barnes Hospital,,,,,,,,,,,,,,,,,"en:Barnes Hospital, London",,,,,,,,,,,,,,,,,,,,,,,-0.2576097,,,,,,51.4675896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q16983704,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,OS OpenData StreetView,,,,,,,,,,,,,,,,,,,,,,,,,,Barnsley Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5029604,,,,,,53.5589776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q30280608,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,OS OpenMap Local,,,,,,,,,,,,,,,,,,,,Nether Mayne,,,,,,Basildon University Hospital,,SS16 5NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Basildon,,,,,,,0.4474004,,,,,,51.5580635,,,NHS England,,,,,,,,,,,,http://www.basildonandthurrock.nhs.uk/,,,+44 1268 524900,,,,,,,,,,,,,,,,hospital,government,,,,,Q30292885,,,yes,,,,,,,,,,,,,,,,,,yes,,,,hospital,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Basingstoke and North Hampshire Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1098639,,,,,,51.2778619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Basingstoke and North Hampshire Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1107708,,,,,,51.2801535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baslow Road Surgery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5313026,,,,,,53.3163671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blyth Road,,,,,,Bassetlaw Hospital,,S81 0BD,,,,,,,,,,,,,,,en:Bassetlaw District General Hospital,,,,,,,,,,,,,,,,Worksop,,,,,,,-1.1117200,,,,,,53.3145579,,,Doncaster and Bassetlaw Hospitals NHS Trust,,,,,,,,,,,,http://www.dbh.nhs.uk/about_us/hospitals/bassetlaw_hospital/,,,+44 1909 500990,,,,,,,,,,,,,,,,hospital,,,,,,Q4868091,,,yes,,,,,,,,,,,,,,,,,,,,,,hospital,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beccles and District War Memorial Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5625457,,,,,,52.4524081,,,NHS,,,,,,,,,,,,http://www.heron.nhs.uk/heron/organisationdetails.aspx?id=20424,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Caird Street,,,,,,Beckford Lodge,,ML3 0AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hamilton,,,,,,,-4.0517509,,,,,,55.7828189,,,NHS Lanarkshire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,hospital,,,
,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,Kimbolton Road,,,,,,Bedford Health Village,,MK40 2NT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bedford,,,,,,,-0.4568204,,,,,,52.1416190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,no,,,,,,,,,,,,,,,,,,yes,,,,,,GB,
,,,,,,,,,,,,,,,,,bing,,,,,27657,,,,,,,,,,,,,,,Kempston Road,,,,,,Bedford Hospital South Wing,,MK42 9DJ,,,,,,,,,,,,,,,,,,Bedford,,,,,,,,94474,,,,,Bedford,,,,,,,-0.4750650,,,,,,52.1283178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,GB,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bedford Hospital South Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4696257,,,,,,52.1291930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,OS OpenMap Local,,,,,,,,,,,,,,,,,,,,,,,,,,Beechwood and Hunter's Way Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.9240299,,,,,,53.3582778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beighton Community Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3491573,,,,,,53.3461285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belfast City Hospital,,BT9 7AB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belfast,,,,,,,-5.9391059,,,,,,54.5880997,,,Belfast Health and Social Care Trust (BHSCT) - NHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q4882257,,,yes,,,,,,,,,,,,,,,,,,,,,,hospital,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belhaven Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5382611,,,,,,55.9958859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q48814832,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,psychiatry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bellsdyke Road,,,,,,Bellsdyke Hospital,,FK5 4WS,,,,,,,,,,,"Trystview is a 20 bedded mental health ward for patients aged 18-65 who require intermediate care or more intensive rehabilitation. Trystpark is a 18 bedded rehabilitation mental health ward for men with complex mental health needs who require care, treat",,,,,,,,,,,,,,,,,,,,Larbert,,,,,,,-3.8194223,,,,,,56.0341274,,,NHS,,,,,,,,Bellsdyke Hospital,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q54869681,,,no,,,,,,,,,,,,,,,,,,,,,,hospital,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saltwell Road,,,,,,Bensham Hospital,,NE8 4YL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gateshead,,,,,,,-1.6153528,,,,,,54.9459266,,,,,,,yes,,,,,,,,https://www.nhs.uk/Services/hospitals/Overview/DefaultView.aspx?id=2250,,,+44 191 482 0000,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Berkshire Independent Hospital,,Berkshire Independent Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9899374,,,,,,51.4442226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q30292927,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bernard Reiss Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1535417,,,,,,52.1978656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,survey;estimation;OS_OpenData_StreetView,,,,,,,,,,,,,,,,,,,,,,,,,,Berwick Infirmary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0054244,,,,,,55.7729148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q60764347,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,BR3 3BX,,,,,,,,,,,,,,,,,,,,,,,,,,,Бедлам,,,,,,,,,,,Bethlem Royal Hospital,,,,,,,,,,,,,,,,,en:Bethlem Royal Hospital,,,,,,,,,,,,,,,,,,,,,,,-0.0348406,,,,,,51.3801127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q831377,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"File:Bexhill Hospital - geograph.org.uk - 1463359.jpg;File:Specialist Unit at Bexhill Hospital, Bexhill-on-Sea - geograph.org.uk - 692738.jpg",Holliers Hill,,,,,,Bexhill Hospital,,TN40 2DZ,,,,,,,,,,,,,,,,,,,,,,,,enquiries@esht.nhs.uk,,761444,,,,,Bexhill-on-Sea,,,,,,,0.4759292,http://www.esht.nhs.uk/hospitals/bexhill/,,,,,50.8513454,,,NHS,,,,,,,+44 1424 755255,,,,1933,,,,,,,,,,,,,,"Adams, Holden & Pearson",,,,,,hospital,,,,,,Q30292928,,,no,,,,,FHRS Open Data,,,,,,,1169175,,,,,,yes,,,,,,,
,,,,,,,,,,,,,,,,,local_knowledge; website,,,,,,,,,,,,,,,,,,,,King's End,,,,,,Bicester Community Hospital,,OX26 6DU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,-1.1582788,,,,,,51.8958490,,,,,,,,,,,,,,,https://www.oxfordhealth.nhs.uk/?directory=community-hospital-bicester-2,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bideford Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.2120332,http://www.northdevonhealth.nhs.uk/,,,,,51.0176705,,,,,,,,,,+44 1271 322 577,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biggart Hospital,,,,,,,,,,,,,,,,,en:Biggart Hospital,,,,,,,,,,,,,,,,,,,,,,,-4.6064365,,,,,,55.4932669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q42887894,,,no,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biggin Hill Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0345938,,,,,,51.3129631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biggleswade Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2455745,,,,,,52.0991142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,151,,,,,,,cities_revealed_aerial_imagery,,,,,,,,,,,,,,,,,,,,Great Charles Street Queensway,,,,,,Birmingham Chest Clinic,,B3 3HX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Birmingham,,,,,,,-1.9050169,,,,,,52.4816101,,,,,,,,,,,,,,1930,,,,,,,,,,,,,,Jon P Osborne & Son,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,visual survey & estimate,,,,,,,,,,,,,,,,,,,,,,,,,,Birmingham Children's Hospital,,,,,,,,,,,,,,,,,en:Birmingham Children's Hospital,,,,,,,,,,,,,,,,,,,yes,,,,-1.8924713,,,,,,52.4852838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q4916640,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,,,,,,,,,,,,,,,,,visual survey;cities_revealed_aerial_imagery,,,,,,,,,,,,,,,,,,,,,,,,,,Birmingham Children's Hospital A&E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,-1.8928737,,,,,,52.4855027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,yes,,,,,yes,,,,,,,
,,,,,,,,,,,,,,,,,estimate,,,,,,,,,,,,,,,,,,,,,,,,,,Birmingham Dental Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.9137903,,,,,,52.4508566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q30280075,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Birmingham Heartlands Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8300142,,,,,,52.4800005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,visualsurvey;estimate,,,,,,,,,,,,,,,,,,,,,,,,,,Birmingham Women's Hospital,,B15 2TG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.9423228,,,,,,52.4528683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q4916848,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cockton Hill Road,,,,,,Bishop Auckland General Hospital,,DL14 6AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bishop Auckland,,,,,,,-1.6776227,,,,,,54.6561701,,,,,,,,,,,,,,,https://www.nhs.uk/Services/hospitals/Overview/DefaultView.aspx?id=1817,,,+44 1388 455000,,,,,,,,,,,,,,,,hospital,,,,,,Q4917490,,,no,,,,,,,,,,,,,hospital,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blackberry Hill Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5354161,,,,,,51.4844457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q4922561,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blackberry Hill Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5405357,,,,,,51.4854625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q4922561,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blackheath Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0059751,,,,,,51.4636314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blackpool Victoria Hospital,,FY3 8NR,,,,,,,,,,,,,,,,,,,,,,,,,,140415,,,,,,,,,,,,-3.0133145,,,,,,53.8212575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q4923282,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blaenau Ffestiniog Health Surgery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.9354276,,,,,,52.9918315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blairgowrie Community Hospital,,PH10 6EE,,,,,,,,,,,,,,,,,,,,,,,,,,938169,,,,,Blairgowrie,,,,,,,-3.3468048,,,,,,56.5857685,,,,,,,,,,,,,,,https://www.nhstayside.scot.nhs.uk/GoingToHospital/OurPremisesA-Z/BlairgowrieCommunityHospital/index.htm,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milldown Road,,,,,,Blandford Community Hospital,,DT11 7DD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blandford Forum,,,,,,,-2.1664689,,,,,,50.8626114,,,,,,,,,,+44 1258 456541,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,no,,,,,,,,,,,,,yes,,,,,,,,,hospital,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bloxwich Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0049123,,,,,,52.6132094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,100,position/shape/size is indcative,,,,,,,,,,,,,,,,,,,,,,,,,,Mansbrook Boulevard,,,,,,Bluebird Lodge,,IP3 9GJ,,,,,,,,,,,,,,,,,,,,,,,,,,179762,,,,,Ipswich,,,,,,,1.1996169,,,,,,52.0261887,,,,,,,,,,,,,,,https://www.nhs.uk/Services/hospitals/Overview/DefaultView.aspx?id=98538,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Richmond Terrace,,,,,,Bo'ness Hospital,,EH51 0DQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bo'ness,,,,,,,-3.6122516,,,,,,56.0110226,,,NHS Scotland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q85011470,,,no,,,,,,,,,,,,,,,,,,,,,,,,GB,
,,,,,,,,,,,,,,,,,OS_OpenData_Streatview,,,,,,,,,,,,,,,,,,,,,,,,,,Bodmin Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.7414876,,,,,,50.4666436,,,,,,,,,,,,,,,https://www.nhs.uk/Services/hospitals/Overview/DefaultView.aspx?id=5QP11,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q4936671,,,yes,,,,,,,,,,,,,hospital,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shripney Road,,,,,,Bognor Regis War Memorial Hospital,,PO22 9PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bognor Regis,,,,,,,-0.6767508,,,,,,50.7928119,,,,,,,,,,,,,,,,,,+44 1243 865418,,,,,,,,,,,,,,,,hospital,,,,,,Q30293026,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bolsover Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.2791632,,,,,,53.2329222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bomarsund Proton Therapy Cancer Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5747937,,,,,,55.1551682,,,Proton Partners International Limited,,,,,,,,,,,,http://www.proton-int.com/article/work_begins_at_one_of_englands_first_proton_beam_therapy_centres,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
