health_facility:type,shop,office,healthcare:speciality,OGD-Stmk:ARZTNR,description:de,health_specialty:ophthalmology,insurance:OEDA,addr:housenumber,description,addr:state,name:de,source,addr:village,addr:conscriptionnumber,healthcare:speciality:de,insurance:BVA,fax,at_bev:addr_date,emergency,contracts,historic,addr:street,fixme,contact:fax,addr:city,designation,addr:postcode,roof:material,insurance:SVA,health_specialty:surgery,insurance:VA,int_name,owner,full_name,insurance,phone_1,insurance:KFAW,wikipedia,insurance:KFAG,ref,email,source:housenumber,contact:email,contact:phone1,roof:shape,doctors,health_specialty:internal_medicine,general_medicine,health_specialty:general,health_person:type,health_specialty:radiology,toilets:wheelchair,source_ref,origin,lon,contact:website,roof:colour,lat,alt_name,building:roof:shape,source_1,operator,insurance:GKK,short_name,opening_hours,contact:phone,addr:housename,name,contact:mobile,OGD-Stmk:OBJECTID,start_date,website,phone,old_name,smoking,url,dispensing,landuse,amenity,addr:suburb,wikidata,medical_system:western,addr:district,building:levels,image,note,source:addr,building:material,addr:full,health_specialty:massage_therapy,min_height,health_specialty:orthopaedics,date,building,building:colour,health_specialty:optometry,wheelchair,addr:place,healthcare,addr:country
,,,,,,,,3,,,,bing,,,,,,,,,,Im Himmelreich,,,Münzkirchen,,4792,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5692971,,,48.4849600,,,,,,,"Mo,Tu,Th,Fr 08:00-12:00, Mo,Th 17:00-18:00, Tu 16:00-18:00",+43 7716 7209-0,,Dr.Grünberger,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,,,,,,192,,,,,,,,,,2017-10-01,,,,Hauptstraße,,,Maria-Anzbach,,3034,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9288326,,,48.1905455,,,,,,,"Mo 08:00-11:00, 17:30-19:00; Tu, We, Fr 08:00-11:00",,,Dr.Tenora,,,,,,,,,,,doctors,,,,,,,,,,,,,,,house,,,,,,AT
,,,,,,,,67,,,,,,,,,,,,,,Warth,,,Warth,,6767,,,,,,,,,,,,,,,,office@bergdoktr.com,,,,,,,,,,,,10.1794690,http://www.wuestner.at,,47.2590659,,,,,,,,,,Dr.Wüstner,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,,,,,,34,,,,,,,,,,,,,,Rifer Hauptstraße,,,Hallein,,5400,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0647807,,,47.7241315,,,,,,,,,,Dr.med Christoph Dachs & Dr.med Doris Diess,,,,,+43 6245 76220,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,,,,,,2,Internist,,,,,,,,,,,,,Dorf,,,Aldrans,,6071,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4462629,,,47.2521713,,,,,,,,,,Dr.med. Roland Fuschelberger,,,,http://www.infumed.at/,+43 512 394042,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,doctor,AT
,,,,,,,,4,,,,,,,,,,,,,,An den langen Lüssen,,,Wien,,1190,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.3414286,,,48.2530095,,,,,,,,,,Eduard Auff,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,,,,,,4,,,,,,,,,,,,,,Birkenfeld,,,Sankt Oswald bei Freistadt,,4271,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5790117,,,48.5023018,,,,,,,,,,Etzelsdorfer Roland,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,doctor,AT
,,,physiatry,,,,,41,,,,,,,,,,,,,,Quadenstraße,,,Wien,,1220,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.4790657,,,48.2378611,,,,Dr. Ruth Windschnurer,,,Mo-Fr 07:00-19:00,,,Facharzt Ordination Physikalische Medizin u. allg. Rehab,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,doctor,AT
,,,gynaecology,,,,,173,Frauenarzt,,,survey,,,,,,,,,,Wagramer Straße,,,Wien,,1220,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.4486226,,,48.2576700,,,,,,,,,,Frauenarzt Stefanovic,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,doctor,AT
,,,,,,,,52,,,,geoimage.at,,,,,,,,,,Kaiser-Josef-Platz,,,Wels,,4600,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0241133,,,48.1606990,,,,,,,,,,Frauengesundheitszentrum Wels,,,,,,,,,,,doctors,,,,,3,,,,,,,,,,yes,#7eb187,,,,,AT
,,,gynaecology,,,,,2a,,,,basemap.at,,,,,,2018-10-01,,,,Gaadner Straße,,,Hinterbrühl,,2371,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2566992,http://www.frauenaerztin-geiss.at,,48.0847717,,,,,,,,,,Geiss,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,general,,,,,5,,,,,,,,,,,,,,Gafringstraße,,,Euratsfeld,,3324,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.9334551,,,48.0816663,,,,,,,,,,Gemeindearzt Dr. Gabler,,,,https://www.drgabler.eu/cms/,+43 7474 280,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,general,,,,,5,,,,,,,,,,,,,,Wolfsbrunn,,,Sommerein,,2453,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6660265,,,47.9951331,,,,Dr. Elisabeth Kreimel,,,"Mo 08:30-12:30,16:00-18:00; Tu-We 08:30-12:30; Fr 08:30-12:30,16:00-18:00",,,Gemeindeärztin,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,doctor,
,,,,,,,,1,,,,,,,,,,,,,,Semmelweisstraße,,,Sammersdorf,,4055,,,,,,,,,,,,,,,,h.unterholzer@utanet.at,,,,,,,,,,,,14.1824280,,,48.1872767,,,,,,,,+43 664 3266566,,Gertraud Unterholzer,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,general,,,,,24,,,,,,,,,,,,,,Untere Hauptstraße,,,Böheimkirchen,,3071,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.7668522,,,48.1975407,,,,,,,"Mo-Fr 07:00-12:00,15:00-18:00; PH off",,,Gesundheitshaus Dr. Christoph Jecel,,,,http://www.gesundheitshaus-jecel.at/,02743/2400,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,centre,AT
,,,physiatry;chiropractic;osteopathy;traditional_chinese_medicine;acupuncture;general,,,,,3b,,,,,,,,,,,,,,Jägerweg,,,Villach,,9500,,,,,,,,,,,,,,ordination@gesundheits-schmiede.at,,,,,,,,,,,,,,13.8601553,,,46.6235979,,,,Dr. Stephan Weber & Partner,,Gesundheitsschmiede,,,,Gesundheitsschmiede Dr. Stephan Weber,,,7.1.2020,https://www.gesundheits-schmiede.at/home,+43 4242 28548,,no,,,,doctors,,,,,2,,,,,,,,,,retail,,,yes,,doctor,
,,,,,,,,31,,,,,,,,,,2018-04-02,,,,Hauptstraße,,,Bisamberg,,2102,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.3595244,,,48.3297112,,,,,,,,,,Gesundheitszentrum,,,,,,,,,,,doctors,,,,,,,,,,,,,,,apartments,,,,,yes,AT
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.4215267,,,48.0382303,,,,,,,,,,Gesundheitszentrum,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,
,,,,,,,,2,,,,,,,,,,,,,,Robert Graf Platz,,,Eisenstadt,,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5264064,,,47.8439627,,,,,,,,,,Gesundheitszentrum,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,,,,,,54,,,,,,,,,,,,,,Herrenstraße,,,Linz,,4020,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2874934,,,48.2986106,,,,,,,,,,Gesundheitszentrum Herrenstraße,,,,,,,,,,construction,doctors,,,,,,,,,,,,,,,,,,,,,AT
,,,,,,,,200,,,,,,,,,,2019-10-01,,,,,,,Vorau,,8250,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8928090,,,47.4112472,,,,,,,,,,Gesundheitszentrum Joglland,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,Riegersbach,doctor,AT
,,,,,,,,5,,,,,,,,,,,,,,Penngasse,,,Reichenau im Mühlkreis,,4204,,,,,,,,,,,,,,,,,,hipped,,,,,,,,,,14.3521003,,,48.4554409,,,,,,,,,,Gruppenpraxis Dr. Arthur Penn und Dr. Christoph Aumayr,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,general,,,,,292/1,Ärzte für Allgemeinmedizin,,,,,,,,,,,,,Hauptstraße,,,Strasshof an der Nordbahn,,2231,,,,,,Dr. med. Ute Kren & Dr. med. Brigitte Lunzer,,,,,,,,,,,+43 676 34 11 815,,,,,,,,,,,16.6404556,,,48.3171196,,,,,,,"Mo-Fr 07:30-11:00; Mo,Th 17:00-19:00; Tu,Fr 16:00-18:00; We,Su,PH off",,,Gruppenpraxis Strasshof,,,,http://www.gruppenpraxisstrasshof.at/,+43 2287 4444,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,,,,,,1,,,,,,,,,,,,,,Poybachsiedlung,,,Großkrut,,2143,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7153524,,,48.6451576,,,,,,,,,,Hausapotheke Dr Ulrich Busch,,,,http://www.busch-doktor.at,,,,,,,doctors,,,,,,,,,,,,,,,,,,yes,,,AT
,,,,,,,,40,weitere Öffnungszeiten nach telefonischer Vereinbarung,,,,,,,,,,,,,St.-Ulrich-Straße,,,Götzis,,6840,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6390441,,,47.3362346,,,,,,,"Tu,Fr 08:00-12:00,14:00-18:00",,,Herzpraxis Wolber,,,,https://www.herzpraxis.at/,+43 5523 51183,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,,,,,,1,,,,,,,,,,,,,,Stadlweg,,,Oed,,3312,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.7415419,,,48.1226741,,,,,,,"Mo 15:30-18:00, Di, Do & Fr 7:30-11:30",,,Heschl - Landarztteam f. Allgemeinmedizin,,,,http://www.landarztteam.at/,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,doctor,
,,,,,,,,1,,,,,,,,,,,,,,Pichler Straße,,,Gunskirchen,,4623,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.9404953,,,48.1333652,,,,,,,,,,Kerschbaumer,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,,,,,,15,,,,,,,,,,2017-04-07,,,,Matzingthalstraße,,,Laakirchen,,4663,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.8246722,,,47.9849921,,,,,,,,,,Kovacic,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,doctor,AT
,,,,,,,,5,,,,,,,,,,,,,,Waltherstraße,,,Linz,,4021,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2843503,,,48.3023540,,pitched,,,,,Mo-Th 07:00-16:00; Fr 07:00-15:00,+43 732 778688,,Labor Dr. Leisch,,,,,,,,,,,doctors,,,,,5,,,,,,,,,,yes,,,,,,AT
,,,,,,,,14,,,,,,,,,,,,,,Völser Straße,,,Innsbruck,,6020,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3628426,,,47.2502221,,,,,,,,,,Labor Dr. Philadelphy,,,,,,,,,,,doctors,Wilten,,,,,,,,,,,,,,yes,,,,,doctor,AT
,,,biochemistry,,,,,7b,,,,basemap.at MaxRes 2016,,,,,,,,,,Franz-Fischer-Straße,,,Innsbruck,,6020,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3950091,,,47.2580673,,,,"Priv.-Doz. Dr. Igor Theurl, PhD",,,Mo-Fr 7:00-17:00,,,Labor Dr. Theurl,,,,,,,,,,,doctors,Wilten,,,,,,,,,,,,,,yes,,,yes,,doctor,AT
,,,,,,,,7,,,,,,,,,,,,,,Flecknertorgasse,,,,,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.1679064,,,48.0067837,,,,,,,,+43 7482 445 54,,Lungenfacharzt Dr. Hofinger,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,doctor,
health_centre,,,,,,,,62,,,,,,,,,,,,,,Stadlauer Straße,,,Wien,,1220,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,16.4579284,http://www.med22.at,,48.2311746,,,,,,,,+43 1 2803442,,MED22 Gesundheitszentrum,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,yes,,centre,AT
,,,,,,,,16,,,,,,,,,,,,,,Ingenieur-Eugen-Essenther-Straße,,,Berndorf,,2560,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.1081635,,,47.9418781,,,,,,,"Mo 15:00-19:00; Tu,Fr 08:00-11:00; We 13:00-17:00",+43 2672 82666,,MR Dr. Helmut Niederecker,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,doctor,AT
,,,general,3157.0,,,,1,,,,Land Steiermark - data.steiermark.gv.at; local knowledge,,,Arzt für Allgemeinmedizin,yes,,,,,,Sonnenweg,,,Teufenbach-Katsch,,8833,,yes,,yes,,,,"BVA, GKK, SVA, VA",,,,,,,,,,,,,,,,,,,,14.3580664,,,47.1269668,,,,,yes,,07:00-11:00,+43 3582 8175,,"MR Dr. Horst Geigl, MSc",,2275,,,,,no,,,,doctors,,,,,1,,,,,,,,,,yes,,,,,doctor,AT
,,,,,,,,30,,,,geoimage.at maxres,,,,,,,,,,Hernsteiner Straße,,,Berndorf,,2560,,,,,,,,,,,,,,,,praxis@kathrin-walch.at,,,,,,,,,,,,16.1045421,https://kathrin-walch.at/,,47.9399014,,,,,,,,+43 2672 81279,,Mag.(Fh) Mag. Kathrin Walch,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,,,,,,13,,,,,,,,,,,,,,Fischeraustraße,,,Graz,,8051,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.4093944,,,47.0946603,,,,,,,Mo-Fr 07:00-20:00,,,Medcenter Nord,,,,,,,,http://www.medcenter-nord.at/,,,doctors,,,,,1,,,,,,,,,,yes,,,,,,AT
,,,,,,,,143,,,,,,,,,,,,,,Innrain,,,Innsbruck,,6020,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3771995,,,47.2559912,,,,,,,,,,Medicent,,,,https://www.medicentinnsbruck.com/,,,,,,,doctors,Wilten,,,,,,,,,,,,,,yes,,,,,doctor,AT
,,,,,,,,15,,,,survey,,,,,,,,,,Grundauerweg,,,Baden,,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2560719,,,47.9973832,,,,,,,,,,Medicent Baden,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,centre,AT
,,,general,,,,,79a,,,,,,,,,,,,,,Hauptstraße,,,Gemeinde Dürnkrut,,2263,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8565967,,,48.4700145,,,,,,,,,,Mr. Dr. Walter Lux - Praktischer Arzt,,,,,02538 80290,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,
,,,,,,,,9a,,,,,,,,,,,yes,,,Traunuferstraße,,,Ansfelden,,4052,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.3053796,,,48.2287797,,,,,,,,,Notarztdienst Linz-Land,Notarztdienst Linz-Land,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,
,,,,,,,,12,,,,,,,,,,,,,,Escherstraße,,,Berndorf,,2560,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0990365,,,47.9433604,,,,,,,,+43 2672 85262,,OMR Dr. Heinz Philipp,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,doctor,AT
,,physician,general,,,,,,,,,,,,,,,,,,,Hauptstraße,,,Leopoldsdorf,,2333,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.3981953,,,48.1079263,,,,,,,Mo 14:00-18:00; Tu 08:00-11:00; Th 14:00-17:00; Fr 08:00-11:00,,,OMed.R. Dr. Baschar Abou-Harb,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,
,,,,,,,,5,,,,,,,,,,,,,,Hauptstraße,,,Ehrwald,,6632,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9180291,,,47.4000951,,,,,,,,,,Ord. Dr. Georg Prantl,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,yes,,,AT
,,physician,,,,,,2,,,,,,,,,,,,,,Bahnhofstraße,,,Wattens,,6112,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5907702,,,47.2919256,,,,,,,,,,Ord. Dr. Thomas Fluckinger,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,doctor,AT
,,,general,,,,,20,,,,,,,,,,,,,,Prof.-August-Schreilechner-Weg,,,Mariapfarr,,5571,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7423649,,,47.1498238,,,,,,,,,,Ordination Dr. Fazelnia,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,doctor,
,,,,,,,,43,,,,,,,,,,,,,,Kirchenfeld,,,Kefermarkt,,4292,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5399750,,,48.4436183,,,,,,,,,,Ordination Dr. Fischbacher,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,physician,,,,,,58a,,,,,,,,,,,,,,Pettneu am Arlberg,,,Pettneu am Arlberg,,6574,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3454432,,,47.1487462,,,,,,,,,,Ordination Dr. Klimmer Christian,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,,,,,,33,,,,bing,,,,,,,,,,Pfarrgasse,,,Imst,,6460,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7402631,,,47.2451537,,,,,,,,,Dr. Reisinger,Ordination Dr. Reisinger,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,,,,,,400,,AT,,,,,,,,,,,,Pfarrstraße,,,Mariapfarr,,5571,,,,,,,,,,,,,5571,,,,,,,,,,,,,,,13.7477912,,,47.1499844,,,,,,,,,,Ordination Dr. Sax,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,
,,,,,,,,1,,,,geoimage.at,,,,,,,,,,Taxlbergstraße,,,Steinhaus,,4641,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0268354,,,48.1061644,,,,,,,,,,Ordination Dr. Schatzberger,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,
,,,,,,,,8,,,,,,,,,+434855 81814,,,,,,,,Assling,,9911,,,,,,,,,,,,,,office@doktorbachlechner.at,,,,,,,,,,,,,,12.6610893,,,46.7834124,,,,Dr. Wolfgang Bachlechner,,,"Mo 08:00-12:00 + 16:00-18:00, Tu 08:00-12:00, We 10:00-12:00 + 16:00-18:00, Th 08:00-12:00, Fr 08:00-12:00",,,Ordination Dr. Wolfgang Bachlechner,,,,https://doktorbachlechner.at,+434855 8181 / +43664 4361365,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,Thal-Aue,,AT
,,physician,,,,,,2,,,,,,,,,,2017-10-01,,,,Stefan-Zweig-Straße,,,Zell am See,,5700,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.7978213,,,47.2999343,,,,,,,,,,Ordination Prof. Dr. Rudolf Pointner,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,orthopaedics,,,,,,,,,,,,,,,,,,,Hardlgasse,,,Wiener Neustadt,,2700,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2344666,,,47.7996284,,,,,,,,,,Orthopädie Gruppenpraxis OG,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,centre,
,,,,,,,,4,,,,geoimage.at,,,,,,,,,,Hans-Sachs-Straße,,,Wels,,4600,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0310365,,,48.1619266,,,,OÖ Gebietskrankenkasse,,,,,,OÖ Gebietskrankenkasse Wels,,,,,,,,,,,doctors,,,,,3,,,,,,,,,,yes,,,,,,AT
,,,,,,,,10B,,,,,,,,,,,,,,Höglwörthweg,,,Salzburg,,5020,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0402050,,,47.7747349,,,,,,,,,,Pabinger Michaela,,,,www.logoprax.icloud,0664 1141889,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,
,,physician,physiotherapy,,,,,58a,,,,,,,,,,2018-04-02,,,,Hauptstraße,,,Gaißau,,6974,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6019220,,,47.4666031,,,,Veronika Gridling,,,,,,Physio Gaissau,,,,http://www.physiogaissau.at/,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,psychotherapist,AT
,,,,,,,,,,,,Mapbox Satellite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.9135830,,,46.6958355,,,,,,,,,,Pistenambulanz,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,
,,,general,,,,,14,,,,,,,,,,,,,,Hagerstraße,,,Sankt Veit im Mühlkreis,,4173,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.1619841,,,48.4699435,,,,,,,,,,Prakt. Arzt Dr. Prammer,,,,,,,,,,,doctors,,,,,,,,,,,,,,,house,,,,,,AT
,,,general,,,,,2,,,,,,,,,,,,,,Kirchengasse,,,Allentsteig,,3804,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.3275912,,,48.6964577,,,,Dr. Karl Danzinger,,,,,,"Prakt. Arzt, Stadtarzt",,,,,,,,,,,doctors,,,,,,,,,,,,,,,house,,,,,doctor,
,,,general,,,,,38,,,,basemap.at,,,,,,,,,,Josef Ferschner-Straße,,,Traiskirchen,,2514,,,,,Medical Doctor,,,,,,,,,,,,,,,,,,,,,,,16.2924632,,,48.0168420,,,,,,,Mo 15:30-18:30; Tu 08:00-11:00; Th 15:00-18:00; Fr 08:30-11:30,,,Praktischer Arzt / Dr. Hans Schimbach,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,general,,,,,22,,,,,,,,,,,,,,Bahnhofstraße,,,Wilhelmsburg,,3150,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.6072149,,,48.1099702,,,,,,,,,,Praktischer Arzt Dr. Franz Holzhauser,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,doctor,
,,,general,,,,,11,,,,geoimage.at,,,,,,,,,,Landstraße,,,,,5301,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1196341,,,47.8711802,,,,,,,,,,Praxis Dr. Stadler,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,
,,,general,,,,,27,,,,,,,,,,,,,,Höchster Straße,,,Dornbirn,,6850,,,,,,,,,,,,,,info@praxis-dreibholz.at,,,,,,,,,,,,,,9.7287688,,,47.4106068,,,,Dr. med. univ. Johanna Dreibholz,,,,,,Praxis Dreibholz,,,,http://praxis-dreibholz.at/,+43 (0)5572 / 20 50 70,,,,,,doctors,,,,,,,,,,,,,,,yes,,,yes,,,AT
,,physician,general,,,,,13,,,,,,,,,,,,,,Hochwiesenstraße,,,Köstendorf,,5203,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2013213,,,47.9610712,,,,,,,,,,Praxis für Allgemeinmedizin Dr.Connert,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,
,,,general;acupuncture,,,,,22,,,,,,,,,,,,,,Hauptstraße,,,Markt Sankt Martin,,7341,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.4291344,,,47.5626589,,,,Dr Elisabeth Kroner,,,,,,Praxis für Ganzheitsmedizin,,,,https://health4u.at/,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,doctor,
,,,general,,,,,48a,,,,Orthophoto: www.geoimage.at (c),,,,,,,,,,Rosenegg,,,Fieberbrunn,,6391,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5289360,,,47.4874803,,,,,,,,,Birkenstock-Geschäftshaus,Praxisgemeinschaft Dr. Ernst & Dr. Lahnsteiner - Ärzte für Allgemeinmedizin,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,yes,,doctor,AT
,,,,,,,,965,,,,,,,,,,2016-10-02,,,,Eggmoarweg,,,Gröbming,,8962,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.9036869,,,47.4514627,,,,Bernhard Regl,,,,,,Praxisgemeinschaft dynamis,,,,https://dynamis-power.at/,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,,,,,,12,,,,,,,,,,,,,,Schlossstraße,,,Reichenthal,,4193,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.3854799,,,48.5412817,,,,,,,,,,Prim. Dr. Holzmann Karl,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,,,,,,68,,,,,,,,,,2018-10-01,,,,Goritschacher Straße,,,Wernberg,,9241,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.9552893,,,46.6050533,,,,,,,,,,Privatarzt Dr. Gosch,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,otolaryngology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2828511,,,48.1649739,,,,,,,,,,Prof. Matthäus Grasl,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,
,,,radiology,,,,,69,,,,basemap.at,,,,,,,,,,Friedrich Schillerstraße,,,Mödling,,2340,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2963962,,,48.0828066,,,,,,,"Mo,Tu,Th 8:30-17:00;We 08:30-15:30;Fr 08:30-13:00",,,Radiologie Roedler,,,,http://www.radiologieroedler.at,+43 2236 48390,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,
,,,radiology,,,,,14,,,,,,,,,,,,,,Augartengasse,layout,,Oberpullendorf,,7350,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5082741,,,47.5025524,,,,Dr. Schamp-Hertling,,,,,,Radiologiepraxis Dr. Schamp-Hertling,,,,https://www.radiologiepraxis.at/,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,doctor,
,,,,,,,,10,,,,,,,,,,,,,,Hauptplatz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2794679,,,47.3236749,,,,,,,,,,Refugium,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,
center,,,physiotherapy,,,,,5,,,,,,,,,,,,,,Köflacher Gasse,,,Graz,,8020,,,,,,,,,,,,,,,,,,flat,,,,,therapist,,,,,15.4159600,,,47.0702748,,,,Pensionsversicherungsanstalt,,,,,,Rehabilitationsanstalt,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,grey,,,,physiotherapist,AT
,,,,,,,,,,,,bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5788904,,,48.2660115,,,,,,,,,,Reifeltshammer,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,
