health_facility:type,maxspeed,source:name:oc,healthcare:speciality,contact:postcode,social_facility,name:co,payment:cash,postal_code,CLC:code,ref:FR:FINESS,capacity:parent,children,is_in,addr:housenumber,lit,alt_name_1,electricity,tourism,name:de,source,location,capacity:disabled,image,fax,payment:discover_card,junction,short_name,source:name,ref:FR:SIREN,name:als,leisure,ref:FR:SIRET,historic,facebook,motor_vehicle,foot,internet_access:ssid,source:FINESS,smoothness,wikimedia_commons,addr:street,bmo:type,architect:wikipedia,fixme,name:en,contact:fax,name,official_name,level,type:FR:FINESS,addr:postcode,name:etymology:wikidata,shortest_name,source:geometry:date,ref:mhs,contact:email,maternity,operator_type,CLC:id,disused,type:FR:PLU,source:addr:housenumber:ref,payment:mastercard,bicycle,twitter,parking,loc_name,payment:credit_cards,AUCAME:ID_Unique,source:addr,capacity,network,internet_access:fee,political_division,wikipedia,access,url:merime,source:heritage,boundary,ref,email,highway,barrier,healthcare,name:br,roof:shape,alt_name:br,ref:structurae,contact:twitter,ref:FR:FANTOIR,wall,operator:short_name,inscription:fr,health_facility_type,tracktype,source:geometry,addr:city,source:building,CLC:year,military,toilets:wheelchair,internet_access,old_short_name,health_amenity:type,addr:territoire,maxstay,name:oc,lon,contact:website,survey:date,layer,addr:streetnumber,height,name:source,alt_name,type,operator,name:pl,contact:city,source:alt_name:br,area,opening_hours,contact:phone,addr:housename,description1,whc:inscription_date,source:name:br,heritage,park_ride,start_date,website,contact:housenumber,nohousenumber,capacity:women,source:date,phone,construction,old_name:en,old_name,mhs:inscription_date,ref:FR:NAP,aeroway,architect,dispensing,ref:FR:NAF,url:drac,landuse,source:amenity,roof:levels,source:ref:FR:FINESS,addr:street_1,amenity,operator:type,entrance:width,source:addr:version,updated,surface,building:level,wikidata,hospital:for,payment:notes,social_facility:for,operational_status,emergency,addr:district,building:levels,provided_for,cycleway,note,operator:wikipedia,name:fr,contact:street,AUCAME:ID_Source,description,building:material,note:fr,addr:full,fence_type,emergency_phone,payment:visa,old_name:wikipedia,roof:colour,lat,medical_system:western,building,building:colour,natural,payment:coins,url,wheelchair,addr:place,dog,beds,entrance:step_count,ref:whc,oneway,entrance:step:height,addr:country,heritage:operator,operator:wikidata
,,,,,,,,,,510002454,,,,48,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011,,,,,,,,,265100057,,,26510005700040,,,,,,,,,Rue de Sébastopol,,,,,,CHU Reims - Hôpital Sébastopol,,,101,51100,,,,,,,,,,UEa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reims,,,,,,,,,,,4.0468967,,,,,,,,,CHU Reims,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,hospital,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.2654169,,,,,,,,,,,,,,,,,
,,,,,,,,,,490000049,,,,,,,,,,,,,,+33 2 41 35 55 06,,,,,,,,,,,,,,,,,Rue Larrey,,,,,,CHU d'Angers,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,-0.5595356,,,,,,,,,,,,,,,,,,,,,,,https://www.chu-angers.fr/,,,,,+33 2 41 35 36 37,,,,,,,,,,,,,,,,hospital,public,,,,,,Q2945753,,,,,yes,,,,,,,,,,,,,4 rue Larrey 49000 Angers,,,,,,47.4806504,,,,,,,,,,,,,,,,,
,,,,,,,,,,970100442,,,,,,,,,,,,,,+33 5 90 89 10 29,,,,,,,,,,,,,,,,,,,,,,,CHU de Guadeloupe,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,-61.5283281,,,,,,,,,,,,,,,,,,,,,,,https://www.chu-guadeloupe.fr/,,,,,+33 5 90 89 10 10,,,,,,,,,,,healthcare,,,,,hospital,public,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,16.2384565,,,,,,,,,,,,,,,,,
,,,intensive,,,,,,,970211215,,,,,,,,,,,,,,0596 75 84 00,,,,,,,,,,,,,,,,,,,,,,,CHU de Martinique,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,-61.0371342,,,,,,,,,CHU de Martinique,,,,,,,,,,,,,,http://www.chu-martinique.fr,,,,,0596 55 20 00,,,,,,,,,,,healthcare,,,,,hospital,public,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,14.6351662,,,,,,,,,,,,,,,,,
,,,,,,,,,,340782036,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre;mise à jour : 2007,,,,,,,,,,,,,,,,,,,,,,,,,,,CHU de Montpellier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8663104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6268456,,,,,,,limited,,,,,,,,,,
,,,,,,,,,,340796663,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre;mise à jour : 2007,,,,,,,,,,,,,,,,,,,,,,,,,,,CHU de Montpellier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,3.8550780,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,+33 4 67 33 67 33,,,,,,,,,,,hospital,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6303490,,,,,,,,,,,,,,,,,
,,,,,,,,,,300002805,,,,,,,,,,,,,,+33 4 66 68 31 00,,,,,,,,26300003600032,,,,,,,,,,,,,,,CHU de Nîmes,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,4.3253869,,,,,,,Hôpital Carémeau,,,,,,,,,,,,,,,,http://www.chu-nimes.fr/,,,,,+33 4 66 68 68 68,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,43.8242207,,,,,,,,,,,,,,,,,
,,,intensive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHU de Reims,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0151871,,,,,,,,,,,,,,,,,,,,,,,https://www.chu-reims.fr,,,,,+33 3 26 78 78 78,,,,,,,,,,,hospital,,,,,hospital,public,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,49.2299514,,,,,,,,,,,,,,,,,
,,,chiropractic;paediatrics;ophthalmology;orthopaedics;radiology;emergency;maternity;cardiology;intensive,,,,,,,970400057,,,,,,,,,,cadastre-dgi-fr source : Cadastre 2011,,,,0262 35 90 04,,,,,,,,,,,,,,,,,Avenue Président Mitterrand,,,,,,CHU de Saint-Pierre,,,101,97410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,direction.ghsr@chu-reunion.fr,,,,,,,,,,,,,,,,Saint-Pierre,,,,,,,,,,,55.4962936,,,-4,,,,CHU Sud,,CHU de la Réunion,,,,,,,,,,,,,,http://www.chu-reunion.fr,,,,,0262 35 90 00,,,,,,,,,,,,,,,,hospital,public,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,-21.3436878,,,,,,,,,,,,,,,,,
,,,general;paediatrics;gynaecology,,,,,,,970400099,,,,,,,,,,,,,,+262 2 62 31 80 37,,,,,,,,,,,,,,,,,Rue des Fleurs Jaunes,,,,,,CHU de la Réunion - Site Sud Cilaos,,,101,97413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,Cilaos,,,,,,,,,,,55.4798797,,,,,,,,,CHU de la Réunion,,,,,,,,,,,,,,,,,,,+262 2 62 31 70 50,,,,,,,,,,,,,,,,hospital,public,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,-21.1326604,,,,,,,,,,,,,,,,,
,,,,,,,,,,510024250,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011,,,,,,,,,,,,,,,,,,,,,,,,,,,CMP - CATTP Maupassant,,,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0366355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.2529907,,,,,,,,,,,,,,,,,
,,,psychiatry,,,,,,,020002481,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Allée de l'Espoir,,,,,,CMPP,,,189,02430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,Gauchy,,,,,,,,,,,3.2803136,,,,,,,Centre Medico-Psycho-Pédiatrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,49.8288530,,yes,,,,,,,,,,,,,,,
,,,,,,,,,,130784549,,,,,,,,,,,,,,,,,,,,,,05580667300012,,,,,,http://finess.sante.gouv.fr/,,,Route de la Treille,,,,,,CPC La Bastide,,,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5077258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.3055403,,,,,,,,Camoins-Les-Bains,,,,,,,,,
,,,physiatry,,,,,,,130787369,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,CRF le Grand Large,,,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,5.3618312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.2392724,,yes,,,,,,,,,,,,,,,
,,,physiatry,,,,,,,230782617,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,CRRF André Lalande,,,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,1.5613694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,46.2360120,,yes,,,,,,,,,,,,,,,
,,,physiatry,,,,,,,330780750,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011,,,,,,,,,,,,,,,,,,,,,,,,,,,CSSR Les Lauriers,,,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,-0.5196200,,,,,,,,,,,,,,,,,,,,,,,,,,,,+33 5 56 77 37 37,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.8823570,,yes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,survey 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,"Centre Alain ""Les Iris""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0606762,,,,,,,,,ADAPEI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,healthcare,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,fr:ADAPEI FAM (Foyer d'accueil médicalisé),,,,,,,,,44.0832671,,,,,,,,,,,,,,,,,
,,,psychiatry,,,,,,,,,,,8,,,,,,,,,,+33 4 56 58 87 90,,,CASM,,,,,,,,,,,,,,Place du Conseil National de la Résistance,,,,,,Centre Ambulatoire en Santé Mentale,,,,38400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,Saint-Martin-d'Hères,,,,,,,,,,,5.7535880,,,,,,,,,,,,,,,,,,,,,,,,,,,,+33 4 56 58 82 70,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,Centre ambulatoire de santé mentale,,,,,,,,,45.1849220,,hospital,,,,,,,,,,,,,,,
,,,,,,,,,,060024551,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre Antoine Lacassagne,,,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2117650,,,,,,,Cyclotron Biomedical,,,,,,,,,,,,,,,,https://www.protontherapie.fr/,,,,,,,,,,,,,,,,healthcare,,,,,hospital,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,43.6865092,,,,,,,,,,,,,,,,,
,,,,,,,,,,340782481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre Bellevue - centre de soins pour personnes agées,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8586386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6400913,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,,,,,,,,,,Rue de Bois Gibert,,,,,,Centre Bois-Gibert,,,,37510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,Ballan-Miré,,,,,,,,,,,0.6166177,,,,,,,,,,,,,,,,,,,,,,,,,,,,+33 2 47 48 74 00,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.3270120,,yes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre Bouffard Vercelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1599891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.4581828,,yes,,,,,,,,,,,,,,,
,,,,,,,,,,340019090,,,,150,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2013,,,,,,,,,,,,,,,,,,,,,Avenue Clément Ader,,,,,,Centre Bourgès,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9114140,,,,,,,,,Oc santé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6251860,,hospital,,,,,,,,,,,,,,,
,,,,,,,,,,130789159,,,,100,,,,,,,,,,+33 4 91 17 18 20,,,,,,,,,,,,,,,,,,,,,,,Centre Cardio-Vasculaire de Valmante,,,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,5.4118821,,,,,,,,,Clinéa,,,,,,,,,,,,,,https://www.clinea.fr/centre-cardio-vasculaire-de-valmante-marseille-13,,,,,+33 8 26 96 18 19,,,,,,,,,,,healthcare,,,,,hospital,private,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,43.2471410,,,,,,,,,,,,,,,,,
,,,cardiology;intensive,,,,,,,930300645,,,,,,,,,,,,,,,,,CNN,,,,,,,,,,,,,,,,,,,,Centre Cardiologique du Nord,,,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,2.3470053,,,,,,,,,,,,,,,,,,,,,,,https://ccn.fr/,,,,,+33 1 49 33 41 41,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.9418241,,,,,,,,,,,,,,,,,
,,,intensive,,,,,,,920000684,,,,133,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,,,,,,,,,,Avenue de la Résistance,,,,,,Centre Chirurgical Marie Lannelongue,,,365,92350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Le Plessis-Robinson,,,,yes,,,,,,,2.2726200,,,,,,,Hôpital Marie Lannelongue,,,,,,,,+33 1 40 94 28 00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.7856738,,,,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre Chirurgical des Princes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2477665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.8402586,,,,,,,,,,,,,,,,,
,,,,,,,,,,540000163,,,,,,,,,,GrandNancy Orthophotographie 2012,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre Chirurgical Émile Gallé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1704392,,,,,,,,,,,,,,,,,,,,,,,http://www.centre-chirurgical-emile-galle.fr/,,,,,+33 3 83 85 75 00,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.6987856,,,,,,,yes,,,,,,,,,,
,,,surgery,,,,,,,160013207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre Clinical,,,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,0.2032554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.6380093,,,,,,,,,,,,,,,,,
,,,psychiatry,,,,,,,,,,,,,,,,,GEOPORTAIL,,,,,,,,,,,,,,,,,,,,,,,,,,,"Centre De Soins ""La Fabrique Du Pré""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,4.9612534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.6344225,,,,,,,,,,,,,,,,,
,,,,,,,,,,140024266,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2012,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre Esquirol,,,444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,-0.3512650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,49.2065750,,yes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,,,,,,Ville de Joinville,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre Gabriel Pertat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1369620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.4440746,,,,,,,,,,,,,,,,,
,,,oncology,,,,,,,210987731,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2012,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre Georges-François Leclerc,,,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,5.0697299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,Q30281556,,,,,,,,,,,,,,,,,,,,,,,,47.3188935,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,179,,,,,,,,,,,,,,,,,,,,,,,,,,,Avenue de Montolivet,,,,,,Centre Gérontologique Départemental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4087411,,,,,,,,,Conseil Général Bouches-du-Rhône,,,,,,,,,,,,,,http://www.cgd13.fr/,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.3097584,,,,,,,,,,,,,,,,,
,,,,,,,,,,970200036,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre ; mise à jour : 2008,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre Hopitalier du Marin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-60.8701902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.4707976,,,,,,,,,,,,,,,,,
,,,,,,,,,,800015588,,,,,,,,,,Le ministère des solidarités et de la santé - 03/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre Hospitalier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0844264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.7416271,,,,,,,,,,,,,,,,,
,,,,,,,,,,350000212,,,,,,,,,,Le ministère des solidarités et de la santé - 03/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre Hospitalier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,-1.2455983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.9453717,,,,,,,,,,,,,,,,,
,,,,,,,,,,640015921,,,,,,,,,,Le ministère des solidarités et de la santé - 08/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre Hospitalier - Site de Saint-Pée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6321287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.1869404,,,,,,,,,,,,,,,,,
,,,,,,,,,,010000115,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre Hospitalier Ain Val de Saône,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,4.8897020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,46.2634915,,,,,,,,,,,,,,,,,
,,,,,,,,,,010000131,,,,,,,,,,Le ministère des solidarités et de la santé - 08/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre Hospitalier Ain Val de Saône,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8052750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.1722910,,,,,,,,,,,,,,,,,
,,,ophthalmology;gynaecology;emergency;surgery;oncology;cardiology;maternity;intensive,,,,,,,740781141,,,,558,,,,,,Bing,,,,,,,CHAL,,,,,,,,,,,,,,Route de Findrol,,,,,+33 4 50 82 22 25,Centre Hospitalier Alpes Léman,,,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,6.3205583,http://ch-alpes-leman.fr/,,,,,,,,,,,,,,+33 4 50 82 20 00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,public,,,,,,Q22247938,,,,,yes,,,,,,,,,,,,,,,,,,,46.1433228,,,,,,,,,,,,,,,,,
,,,,,,,,,,380000133,,,,3,,,,,,,,,,,,,CHAI,,,,,,,,,,,,,,Rue de la gare,,,,,,Centre Hospitalier Alpes-Isère,,,292,38120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint-Égrève,,,,,,,,,,,5.6751422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.2342944,,,,,,,,,,,,,,,,,
,,,,,,,,,,070000609,,,,,,,,,,,,,,+33 4 75 35 61 40,,,,,,,,,,,,,,,,,,,,,,,Centre Hospitalier Ardèche Méridionale,,,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3964802,,,,,,,,,,,,,,,,,,,,,,,https://www.ch-ardeche-meridionale.fr/,,,,,+33 4 75 35 60 60,,,,,,,,,,,,,,,,hospital,public,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,44.6128718,,,,,,,,,,,,,,,,,
,,,,,,,,,,140000076,,,,,,,,,,,,,,+33 2 31 71 76 02,,,,,,,,,,,,,,,,,Rue de l'Hôpital,,,,,,Centre Hospitalier Aunay-Bayeux,,,355,,,,,,,,,,,,,,,,,,,03010102 0013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6323132,,,,,,,,,,,,,,,,,,,,,,,http://www.ch-bayeux.fr/,,,,,+33 2 31 71 76 76,,,,,,,,,,,,,,,,hospital,yes,,,,,,,,,,,,,,,,,,,,140017997,,,,,,,,,,49.0190366,,,,,,,,,,,,,,,,,
,,,intensive,,,,,,,140024886,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011,,,,+33 2 31 51 54 26,,,,,,,,,,,,,,,,,,,,,,,Centre Hospitalier Aunay-Bayeux,,,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,-0.7014590,,,,,,,,,,,,,,,,,,,,,,,http://www.ch-bayeux.fr/,,,,,+33 2 31 51 51 51,,,,,,,,,,,,,,,,hospital,public,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,49.2750130,,hospital,,,,,,,,,,,,,,,
