shop,cameras,name:cy,building:part,indoor,addr:parentstreet,survey_date,payment:cash,postal_code,smoking,is_in,addr:housenumber,source:addr:housenumber,old:fhrs:id,ref:store,payment:debit_cards,office,addr:town,addr:state,pharmacy,source,ref:NPLG:UPRN:1,source:number,opening_hours:url,covered,addr:village,fhrs:local_authority_id,fax,survey:date,emergency,food,material,contact:facebook,disused:shop,building:roof:orientation,sponser,addr:hamlet,source:area,addr:terrace,wikimedia_commons,addr:street,source:postal_code,source:name,fixme,name:en,contact:fax,name,wheelchair:description,level,addr:postcode,roof:material,stroller,parking:disabled,payment:credit_cards,payment:contactless,HE_ref,roof:orientation,floors,money_transfer,disused,internet_access,payment:mastercard,opening_hours:pharmacy,opening_hours:post_office,amenity_1,twitter,designation,roof:height,lawyer,medical_supply,payment:american_express,description,alcohol,not:addr:postcode,contact:email,wikipedia,addr:province,fhrs:rating,fhrs:authority,brand:wikidata,ref:cadw,check_date,leasing_number,ref,email,takeaway,phone2,recycling:batteries,fhrs:id,roof:shape,contact:twitter,old_amenity,addr:source,atm,source:geometry,addr:city,source:building,roof:direction,fhrs:name,source:listed_status,toilets:wheelchair,retail,opticians,comment,drive_through,source:location,ref:pol_id,lon,contact:website,roof:colour,layer,height,dispensing_hours,int_name,alt_name,building:roof:shape,operator,brand:wikipedia,previous_name,fixme:addr2,fixme:addr4,currency:GBP,area,opening_hours,contact:phone,addr:housename,old_fhrs:id,heritage,architect,dogs,website,addr:unit,source:height,listed_status,brand,addr:suburb,phone,old_name,source:outline,indoor:level,disused:fhrs:id,room,note:fsha,atm:fee,start_date,deaf:description:en,dispensing,landuse,source:amenity,roof:levels,amenity,addr:street:en,source:shape,parking,telephone,addr:floor,admin_name,wikidata,source:postcode,alt_shop,cuisine,verified,ref:gphc,fhrs:inspectiondate,building:levels,image,note,nhs,addr:locality,branch,FIXME,source:addr,building:material,addr:full,payment:visa,fhrs:localauthoritybusinessID,levels,building:architecture,addr:county,source:addr:postcode,lat,old_shop,building,building:colour,addr:district,store_ref,url,wheelchair,addr:place,branch:ref,historic,parking:access,healthcare,colour,addr:country,heritage:operator,operator:wikidata
chemist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B. Payne & Son Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5735634,,,,,,,,,,,,,,,,Mo-Sa 09:00-17:30; PH off,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0822094,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BJ Chemists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4921453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4068845,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tulse Hill,,,,,,Baba Chemist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1134957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.4550041,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Badham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.1707486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.8837727,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Badham Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.2682593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.8206259,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swindon Road,,,,,,Badham Pharmacy,,,GL50 4BJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cheltenham,,,,,,,,,,,,-2.0822733,,,,,,,,,,,,,,,,Mo-Sa 07:00-22:00; Su 09:00-19:00,,,,,,,,,,,,,+441242 898030,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.9060128,,yes,,,,,,,,,,pharmacy,,,,
,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prestbury Road,,,,,,Badham Pharmacy,,,GL52 2PW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0685451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.9044568,,retail,,,,,,,,,,,,,,
chemist,,,,,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint Georges Place,,,,,,Badham Pharmacy,,,GL50 3QD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cheltenham,,,,,,,,,,,,-2.0801322,,,,,,,,,,,,,,,,"Mo-Fr 08:30-18:30; Sa,Su,PH off",,,,,,,,,,,,,+441242 522412,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.8996351,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,302-308,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,Clifton Road,,,,,,Bairds Pharmacy,,,AB24 4HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622173,,,,,,,,,,,,,,,,,,,-2.1256192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,bing,,,,,,,,,,,,,,"fhrs gives housenumber to be 302-304, survey says 302-308",,,,,fhrs; survey,,,,EHDC9594,,,,,57.1682933,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bannerbrook Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5977793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4115344,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Princes Crescent,,,,,,Bare Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Morecambe,,,,,,,,,,,,-2.8389685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0780446,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,775,,,,,,,,,bing,,,,,,,,,,,,,,,,,,,,Stratford Road,,,,,,Barkat Pharmacy,,,B11 4DG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Birmingham,,,,,,,,,,,,-1.8597919,,,,,,,,,,,,,,,,,,,,6,,,,,,local_grade_C,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4448937,,retail,,,,,,,,,,,,,Birmingham City Council,
,,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,Barkerend Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.7273051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.7984809,,,,,,,,,,,,,,,,
,,,,,,,,,,,105,,,,,,,,,survey,,,,,,,,2018-10-04,,,,,,,,,,,,Church Street,,,,,,Barkers Pharmacy,,,CR0 1RN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Croydon,,,,,,,,,,,,-0.1050251,,,,,,,,,Medipharmacy Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.3738297,,retail,,,,,,,,,,,,,,
,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barnes High Street,,,,,,Barnes Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2483270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,51.4734228,,retail,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Bing;photographic_survey,,,,,,,,,,,,,,,,,,,,,,,,,,Barons Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2135974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.4901030,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,5; 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St Basils Stores,,,,,,Bassaleg Pharmacy,,,NP10 8NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Newport,,,,,,,,,,,,-3.0477305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5785262,,retail,,,,,,,,,,,,,,
yes,,,,,,,,,,,19-19A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Burgess Road,,,,,,Bassett Pharmacy,,,SO16 7AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Southampton,,,,,,,,,,,,-1.4184092,,,,,,,,,,,,,,,,,,Bassett Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9340672,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Holcombe Lane,,,,,,Bathampton Pharmacy,,,BA2 6UL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204526,,,,,,,,,,,,,,,,,,,-2.3211274,,,,,,,,,,,,,,,,,,,,,,,https://www.nhs.uk/Services/pharmacies/Overview/DefaultView.aspx?id=13913,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.3932873,,retail,,,,,,,,,,,,,,
,,,,,,,,,,,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canterbury Road,,,,,,Baxters Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3553959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.3800654,,house,,,,,,,,,,,,,,
,,,,,,,,,,,4-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cannon Street,,,,,,Bedminster Pharmacy,,,BS3 1BN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386080,,,,,,,Bristol,,,,,,,,,,,,-2.6005834,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bedminster,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,FHRS Open Data,,,,,,,,,51.4411095,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beeston Road,,,,,,Beeston Hill Pharmacy,,,LS11 8BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leeds,,,,,,,,,,,,-1.5549320,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beeston,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.7779455,,commercial,,,,,,,,,,pharmacy,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bell Pharmacy (Bow),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0310569,,dark_grey,,,,,,,,,,,,,,,,,,,,,,,,,,,+44 20 89808853,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,3,,,,,,,,brick,,,,,,,,51.5325697,,retail,brown,,,,,,,,,pharmacy,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belle Isle Pharmacy,,,WF1 5PN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wakefield,,,,,,,,,,,,-1.4891534,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belle Isle,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.6702732,,yes,,,,,,Belle Isle Health Park,,,,pharmacy,,,,
,,,,,,,,,,,2-3,,,,,,,,,,,,,,,PI/000008290,,,,,,,,,,,,,,Berrymoor Court,,,,,,Berrymoor Dispensing Chemist,,,NN8 2DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,Exempt,Wellingborough,,,,,1035515,,,,,165633,,,,,,,Wellingborough,,,,,,,,,,,,-0.7051510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.2899961,,,,,,,,,,,,,,GB,,
,,,,,,,,,,,79-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint Mark's Road,,,,,,Bhoghal Dispensing Chemist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bristol,,,,,,,,,,,,-2.5646767,,,,,,,,,,,,,,,,,,,,,,,,,,,,Easton,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.4679380,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Edgware Road,,,,,,Bin-Seena Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1640304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+44 20 77067006,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5156267,,,,,,,,,,,,pharmacy,,,,
,,,,,,,,,,,,,,,,,,Hampshire,,,,,,,,,,,,,,,,,,,,,,The Square,,,,,,Birchall & Haydock Pharmacy,,,PO17 5JQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Portsmouth,,,,,,,,,,,,-1.1877822,,,,,,,,,PillBox Chemists,,,,,,,Mo-Fr 09:00-18:00; Sa 09:00-15:00,,,,,,,,,,,,,+441329832115,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.8993276,,,,,,,,Wickham,,,,,,GB,,
,,,,,,,,,,,20,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,Knypersley Road,,,,,,Birchill & Watson Ltd,,,ST6 8HX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110991,,,,,,,Stoke-on-Trent,,,,,,,,,,,,-2.1609981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+44 1782 534678,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0630211,,retail,,,,,,,,,,pharmacy,,GB,,
,,,,,,,,,,,35-37,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,Bath Street,,,,,,Birk & Nagra Dispensing Chemist,,,CV31 3AG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leamington Spa,,,,,,,,,,,,-1.5324129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+44 1926 424505,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.2847468,,yes,,,,,,,,,,,,GB,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Birtall pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6604088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.7317786,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bishops Lydeard Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,-3.1879905,,,,,,,,,Lydeard Care Ltd.,,,,,,,Mo-Fr 9:00-13:00; 14:00-18:00,,,,,,,,,,,,,+44 1823 432361,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,51.0576356,,yes,,,,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blackburn Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.2857119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.2031191,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,50-56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Willesden Lane,,,,,,Bliss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2005628,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,51.5411087,,yes,white,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bloomsbury Pharmacy (NHS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8761351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4926417,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,visual survey;bing,,,,,,,,,,,,,,,,,,,,,,,,,,Blue Cross Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.9352321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5033420,,retail,,,,,,,,,,,,,,
,,,,,,,,,,,90,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,Forest Road,,,,,,Bluedew Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,London,,,,,,,,,,,,-0.0361693,,,,,,,,,,,,,,,,,,,,,,,,,,,,Walthamstow,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5875040,,retail,,,,,,,,,,,,GB,,
,,,,,,,,,,,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rotherhithe New Road,,,,,,Bonamy Pharmacy,,,SE16 3HF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,London,,,,,,,,,,,,-0.0625114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.4865042,,retail,,,,,,,,,,pharmacy,,,,
,,,,,,,,,,,86,,,,,,,,,OS VectorMap District,,,,,,,,,,,,,,,,,,,,Hamilton Road,,,,,,Boots,,,IP11 7AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q6123139,,,,,,,,,659852,,,,,,,Felixstowe,,,,,,,,,,,,1.3517848,,,,,,,,,,en:Boots UK,,,,,,,,,,,,,,,,,Boots,,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,FHRS Open Data,,,,,,,,,51.9634553,,retail,,,,,,,,,,pharmacy,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.1556866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.9956074,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q6123139,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.9136825,,,,,,,,,,en:Boots UK,,,,,,,,,,,,,,,,,Boots,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.6743130,,yes,,,,,,,,,,pharmacy,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5601199,,,,,,,,,,,,,,,,Mo-Sa 09:00-21:00; Su 11:00-21:00,,,,,,,,,,,,,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.3150086,,apartments,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.9851236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.4058452,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,image;bing,,,,,,,,,,,,,,,,,,,,,,,,,,Boots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.1753250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.4391525,,retail,,,,,,,,,,,,,,
chemist,,,,,,,,,,,8-10,,,,,,,,,,,,,,,57568,,,,,,,,,,,,,,Camden High Street,,,,,,Boots,,,NW1 0JH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5062,,,,,425548,,,,,,,London,,,,,,,,,,,,-0.1387129,http://www.boots.com/stores/5062-london-camden-high-street-nw1-0jh,,,,,,,,Boots UK Limited,,,,,,,,+44 20 73872791,,,,,,,,,,,,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,1,,,,,London 8-10 Camden High Street,,FHRS Open Data,,,,,,,,,51.5349714,,yes,,,,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Upper Holway Road,,,,,,Boots,,,TA1 2QA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q6123139,,,,,,,,,,,,,,,,Taunton,,,,,,,,,,,,-3.0787419,,,,,,,,,,en:Boots UK,,,,,,,,,,,,,,,,,Boots,,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0075305,,yes,,,,,,,,,,pharmacy,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2842420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4400981,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q6123139,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.4314178,,,,,,,,,,en:Boots UK,,,,,,,,,,,,,,,,,Boots,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5725882,,yes,,,,,,,,,,pharmacy,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4089632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.9977786,,retail,,,,,,,,,,,,,,
chemist,,,,,,,,,,,197-199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High Street,,,,,,Boots,,,GL50 1DB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0744630,,,,,,,,,,,,,,,,Mo-Sa 08:00-18:00; Su 10:30-16:30,,,,,,,https://www.boots.com/en/Store-Locator/Boots-Cheltenham-High-Street/,,,,,,+441242527084,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.9011792,,retail,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,Boots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q6123139,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.1624700,,,,,,,,,,en:Boots UK,,,,,,Mo-Fr 09:00-20:00; Sa 09:00-19:00; Su 10:00-18:00,,,,,,,,,,,Boots,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.8866224,,retail,,,,,,,,,,pharmacy,,,,
