healthcare_1,healthcare:speciality,building:part,social_facility,postal_code,contact:yelp,is_in,addr:housenumber,contact:alt_mobile,religion,electricity,created_by,name:de,source,covered,it:fvg:ctrn:code,Longitude,image,ISTAT,fax,short_name,material,contact:facebook,leisure,foot,addr:street,fixme,name:en,contact:fax,name,wheelchair:description,level,addr:postcode,addr:state,internet_access:fee,disused,internet_access,email:pec,name:it,parking,loc_name,cafeteria,emergency:conditional,operational_status,wikipedia,contact:alt_phone,access,addr:province,ref,email,highway,addr:full,barrier,contact:email,importance,roof:shape,key,contact:twitter,FEATURE_ID,health_specialty:paediatrics,insurance:health,refugees,source:geometry,addr:city,roof,toilets:wheelchair,health_amenity:type,lon,contact:website,layer,height,email_1,alt_name,operator,ele,ref:vatin,fee,service,area,opening_hours,contact:phone,addr:housename,rer_edi_id:ref,elevator,contact:mobile,park_ride,start_date,website,addr:unit,phone,surface,old_name,smoking,name:zh,type,it:fvg:ctrn:revision,aeroway,landuse,wheelchair,amenity,operator:type,addr:place,addr:hamlet,reg_name,telephone,official_name,Latitude,wikidata,social_facility:for,water_source,information,emergency,building:levels,contact:instagram,note,operator:wikipedia,name:fr,ref:corine_land_cover,name:nl,description,healthcare,fence_type,linkpdf,first_aid,levels,trees,what3words,lat,building,url,roof:levels,wifi,name:fur,beds,oneway,addr:country,operator:wikidata
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Azienda Ospedaliera Universitaria Policlinico ""Paolo Giaccone""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3626637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,38.1049977,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Azienda Ospedaliera Universitaria di Careggi,,,,,,,,,,,,,,,it:Azienda ospedaliero-universitaria Careggi,,,,,,,,,,,,,,,,,,,,,,,11.2483455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,yes,,,,,,,,,hospital,,,,,,,43.8121396,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Via Quintiliano Di Vona,,,,Azienda Ospedaliera Zappatoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cassano d'Adda,,,,9.5158962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,no,,,,,,,,,,,,,,,,45.5233874,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Azienda Ospedaliera di Caserta Sant'Anna e San Sebastiano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.3313619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,41.0861206,,,,,,,,,
,,,,,,,2,,,,,,,,,,,,,,,,,,Via Nicolò Giustiniani,,,,Azienda Ospedaliera di Padova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Padova,,,,11.8890089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,yes,,,area ovest,,,,,,hospital,,,,,,,45.4019136,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Azienda Ospedialiera San Carlo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.3945379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.8348974,yes,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Azienda Sanitaria Locale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.1014221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.6678912,yes,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Azienda Sanitaria Locale Gavardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4374088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.5822151,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Azienda Sanitaria Provinciale Caltanissetta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0438534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.4920024,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Azienda Sanitaria Provinciale Caltanissetta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0604564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.4832816,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Azienda Sanitaria Provinciale Catanzaro Polo Sanitario,,,88064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chiaravalle Centrale,,,,16.4205712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,38.6815743,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Azienda Sanitaria Provinciale di Palermo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2567593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7046563,,,,,,,,,
,general,,,,,,,,,,,,Regione Emilia Romagna,,,,,,,,,,,,,,,,Azienda USL - Casa della Salute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1366605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,44.7592424,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Azienda USL Toscana Nord Ovest - Distretto Collesalvetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4776807,,,,,,,,,,,,,,,,,,,,https://www.uslnordovest.toscana.it/distretti/1027-distretto-di-collesalvetti-stagno,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,43.5883926,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Azienda Universitario-Ospedaliera ""Maggiore della Carità""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6201327,,,,,Ospedale Maggiore della Carità,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,45.4416489,,,,,,,,,
,,,,,,,80,,,,,,,,,,,,,,,,,,Viale Risorgimento,,,,Azienda ospedaliera Arcispedale Santa Maria Nuova,,,42123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reggio Emilia,,,,10.6317061,,,,,,ASMN,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,yes,,,,,,,,,hospital,,,,,,,44.6871708,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Azienda ospedaliera Sant'Elia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0303938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,37.4914865,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Azienda ospedaliere Cannizzaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.1133436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Azienda ospedaliera per l'emergenza Cannizzaro,,,,,,yes,,,,,,,,,,,,,,,,37.5448561,,http://www.ospedale-cannizzaro.it,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bagno WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.6749850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,40.3375999,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bassa Val di Cecina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5293701,,,,,,Regione Toscana - ASL 6,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.3150551,,,,,,,,,
,,,,,,,3,,,,,Bezirkskrankenhaus Schlanders,bing,,,,,,,,,,,,Krankenhausstraße,,,,Bezirkskrankenhaus Schlanders - Ospedale di distretto Silandro,,,39028,,,,,,Ospedale di distretto Silandro,,,,,,,,,,,,,,,,,,,,,,,,,Schlanders,,,,10.7776997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,yes,7,,,,,,,,,,,,,,,46.6286962,yes,,,,,,,,
,,,,,,,,,,,,,Regione Emilia Romagna,,,,,,,,,,,,,,,,C.N.S.A.S. Serv.Reg.Emilia Romagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4671764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.4523884,,,,,,,,,
,,,,,,,55,,,,,,,,,,,,+39 075 5759842,,,,,,Via Venti Settembre,,,,CAsa di cura Villa Fiorita,,,06124,,,,,,,,,,,,,,,,,segreteria@casadicuravillafiorita.it,,,,,,,,,,,,,,Perugia,,,,12.3825426,,,,,,Casa di Cura Villa Fiorita Srl,,,,,,,,,,,,,,https://www.casadicuravillafiorita.it/,,+39 075 575981,,,,,,,,,,hospital,private,,,,,,,,,,,no,,,,,,,,,,,,,,,,43.1036509,yes,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COF Lanzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0398079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.9935262,yes,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5439559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Clinica Ortopedica Traumatologica,,,,,,,,,,,,,,,,,,,,,,38.1898283,,,,,,,,,
,,,,,,,,,,,,,Regione Emilia Romagna,,,,,,,,,,,,,,,,CRI Cesenatico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3964471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.1989169,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Casa Della Salute di Colorno-Torrile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3756501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,44.9342253,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Casa Di Cura Villa Pini D'Abruzzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.1878767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.3797246,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Casa Serena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5842648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7209452,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Casa Sollievo della Sofferenza,,,,,,,,,,,,,,,it:Casa Sollievo della Sofferenza,,,,,,,,,,,,,,,,,,,,,,,15.7086633,,,,,,,,,,,,,,,,,,,1956-05-05,,,,,,,,,,,,yes,hospital,,,,,,,,Q1213805,,,,,,,,,,,,,hospital,,,,,,,41.7090351,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Casa del Sole,,,,,,,,,,,,,,,,,,,,info@casadelsole.it,,,,,,,,,,,,,,,,,,13.5890248,,,,,,,,,,,,,,,,,,,,http://www.casadelsole.it,,+39 0771 324901,,,,,,,,,,hospital,,,,,,,,,,,,no,,,,,,,,,,,,,,,,41.2520501,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Casa della Divina Provvidenza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.4988480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.2456159,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Casa della Divina Provvidenza Ospedale ""Don Uva""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5243070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.4682505,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Piazzale P. Vaccaro e G. Laurito,,,,Casa della Salute,,,87010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lungro,,,,16.1420241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,ex Ospedale di Lungro,,,,,,,,39.7284294,,,,,,,,,
,,,,,,,1,,,,,,Regione Liguria,,,,,,,,,,,,Via Agostino Paci,,,,Casa della Salute,,,19038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sarzana,,,,9.9632599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,44.1139748,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Piazzale Rita Levi Montalcini,,,,Casa della Salute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2737471,,,,,,A.S.L. Emilia Romagna,,,,,,,,,,,,,,,,,,,,,,,,,yes,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.4761092,,,,,,,,,
,,,,,,,,,,,,,Regione Emilia Romagna,,,,,,,,,,,,Piazza Antonio Gramsci,,,,"Casa della Salute ""Finale Emilia""",,,41034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finale Emilia,,,,11.2973219,,,,,,Azienda Unità Sanitaria Locale di Modena,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,44.8332136,yes,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Casa della Salute - ULSS 7 Pedemontana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3555745,,,,,,ULSS 7 Pedemontana,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,public,,,,,,,,,,,,,,Area di pertinenza ospedale,,,,,,hospital,,,,,,,45.7193370,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Casa della Salute del Comune di Capannori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5587567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.8966205,,,,,,,,,
,,,,,,,3,,,,,,,,,,,,,,,,,,Viale Roma,,,,Casa della salute,,,48014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Castel Bolognese,,,,11.8005193,,,,,,,,,,,,,,,,,,,,https://www.auslromagna.it/luoghi/case-della-salute/casa-della-salute-castel-bolognese,,,,,,,,,,,,hospital,,,,,,,,,,,,no,,,,,,,,,hospital,,,,,,,44.3176656,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Casa della salute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3153080,,,,,,ASUR 9,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.3074958,hospital,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Casa di Betania Honlus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3578131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9369155,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Casa di Cura ""Maria Grazia Barone""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5470064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.4566647,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Casa di Cura ""San Raffaele""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.9116572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0723713,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,+39 0461 916874,"Casa di Cura ""Villa Bianca""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1264718,,,,,,,,,,,,,+39 0461 916000,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0625375,yes,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Casa di Cura ""Villa Tirrena""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3070389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.5377439,yes,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Casa di Cura ""Villa dei Pini""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2334997,,,,,,,,,,,,,,,,,,,,http://www.villadeipini.it/,,,,,,,,,,,,hospital,,,,,,,,,,,,no,,,,,,,,,,,,,,,,43.7594684,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Casa di Cura - Padre Pio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8592020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,no,,,,,,,,,,,,,,,,41.0019213,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Casa di Cura Ambrosiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0898964,,,,,,,,,,,,,,,,,,,1968,https://www.ambrosianacdc.it,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.4494513,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Casa di Cura Città di Aprilia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6492127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.5869133,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Casa di Cura Città di Parma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3386086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,44.7852610,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0974 75042,,,,,,Contrada Badia,,,,Casa di Cura Cobellis,,,84078,,,,,,,,,,,,,,,Salerno,,info@clinicacobellis.it,,,,,,,,,,,,,,Vallo della Lucania,,,,15.2423013,,,,,,,,,,,,,,,,,,,,www.clinicacobellis.it,,+39 0974 75888,,,,,,,,,,hospital,,Badia,,,,,,,,,,,5,,,,,,,,,,,,,,,40.2311585,hospital,,,,,,,IT,
,,,,,,,24,,,,,,,,,,,,,,,,,,Via Monte Baldo,,,,Casa di Cura Dottor Pederzoli,,,37019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peschiera del Garda,,,,10.7056203,,,,,,Dottor Pederzoli S.p.a.,,,,,,,,,,,,,,http://www.cdcpederzoli.it/,,+39 045 644 91 11,,,,,,,,,,hospital,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,45.4435685,,,,,,,,,
,,,,,,,29,,,,,,,,,,,,,,,,,,Via Quadronno,,,,Casa di Cura La Madonnina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1948442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.4548598,,,,,,,,,
,,,,,,,11,,,,,,,,,,,,,,,,,,Via Serafino Siepi,,,,Casa di Cura Liotti,,,06123,,,,,,,,,,,,,,,,,info@casadicuraliotti.it,,,,,,,,,,,,,,Perugia,,,,12.3806035,,,,,,Casa di Cura Liotti s.p.a.,,,,,,,,,,,,,,https://www.casadicuraliotti.it/,,+39 075 5721647,,,,,,,,,,hospital,private,,,,,,,,,,,no,,,,,,,,,,,,,,,,43.1132806,yes,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Casa di Cura Maddonna della Salute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2229745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0259392,,,,,,,,,
,,,,,,,2,,,,,,,,,,,,+39 0825 7961,,,,,,Via Carmelo Errico,,,,Casa di Cura Malzoni - Villa dei Platani,,,83100,,,,,,,,,,,,,,,,,info@malzoni.it,,,,,,,,,,,,,,Avellino,,,,14.7744888,,,,,,,,,,,,,,,,,,,,http://www.malzoni.it/,,+39 0825 7961,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.9115358,yes,,,,,,,,
,,,,,,,1,,,,,,Regione Emilia Romagna,,,,,,,,,,,,Via Giuseppe Montanari,,,,Casa di Cura Montanari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6479464,,,,,,,,,,,,,,,84b54d7a-d698-4cb9-bf50-dbbf889ff2b2,,,,,https://www.casadicuramontanari.it,,,,,,,,,,,yes,hospital,,,,,,,,,,,,,3,,,,,,,,,,,,,,,43.9137281,yes,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Casa di Cura Montevergine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.7457917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.9226493,yes,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Casa di Cura Nuova ITOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,12.5422100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.9244238,yes,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Casa di Cura Ospedale Internazionale Villa Benti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2273975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,40.8367678,yes,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Casa di Cura Papa Giovanni XXIII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.4262411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,hospital,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,45.6581811,,,,,,,,,
,otolaryngology;ophthalmology;surgery;orthopaedics;urology;medically_assisted_procreation;cardiology,,,,,,1,,,,,,,,,,,,,,,,,,Strada Montenero,,,,Casa di Cura Privata Città di BRA,,,12042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bra,,,,7.8591479,,,,,,CCBra,,,,,,,,,,,,,,https://www.ccbra.it/,,+39,,,,,,,,,,hospital,private,,,,,,,,,,,no,,,,,,,,,hospital,,,,,,,44.6972238,,,,,,,,,
,,,,,,,37/39,,,,,,,,,,,,,,,,,,,,,,Casa di Cura Privata Villa Santa Apollonia,,,,,,,,,,,,,,,,,,,,,,,,,,flat,,,,,,,,,,,,9.6787998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,no,4,,,,,,,,,,,,,,,45.7136855,hospital,,1,,,,,,
,,,,,,,2,,,,,,,,,,,,+39 0425 768 460,,,,,,Via Gorizia,,,,Casa di Cura Privata di S. M. Maddalena,,,45030,,,,,,,,,,,,,,,,,info@casadicura.it,,,,,,,,,,,,,,Occhiobello,,,,11.6110905,,,,,,"Casa di Cura Privata ""S. Maria Maddalena"" S.p.A.",,IT00119690295,,,,,,,,,,,,https://www.casadicura.it,,+39 0425 768 411,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.8922017,yes,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Casa di Cura Privata “Villa Serena”,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.1114848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.5198160,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Casa di Cura Quarenghi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6632997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.8367858,hospital,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Casa di Cura San Giorgio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6601070,,,,,,Policlinico San Giorgio SpA,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,no,,,,,,,,,,,,,,,,45.9459036,,,,,,,,,
,,,,,,,71,,,,,,,,,,,,,,,,,,Via Matteo Civitali,,,,Casa di Cura San Giovanni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milano,,,,9.1287649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,45.4742552,,,,,,,,,
,,,,,,,152/F,,,,,,,,,,,,,,,,,,Viale delle Cascine,,,,Casa di Cura San Rossore,,,56122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pisa,,,,10.3744385,,,,,,,,,,,,,,,,,,,,https://www.casadicurasanrossore.it/,,+39 050 586111,,,,,,,,,,hospital,,,,,,,,,,,,no,,,,,,,,,hospital,,,,,,,43.7246775,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Casa di Cura Sant'Anna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1301854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,yes,,,,,,,,,hospital,,,,,,,39.0619303,,,,,,,,,
