health_facility:type,office,healthcare:speciality,building:part,indoor,health_specialty:oral_surgery,payment:cash,currency:others,postal_code,wheelchair:access,building:type,addr:housenumber,toilets,addr:state,name:de,heritage:since,opening_hours:url,image,fax,survey:date,emergency,building:roof,contact:facebook,historic,currency:EUR,addr:street,fixme,name:en,contact:fax,name,wheelchair:description,level,addr:postcode,roof:material,cn_ukd:token,lastcheck,roof:orientation,source:outline,designation,roof:height,owner,source:addr,source:address,wikipedia,mapillary,health_specialty:physiotherapy,check_date,ref,email,building:height,source:housenumber,contact:email,name:historic,roof:shape,building:use,publisher,name:hsb,atm,source:geometry,addr:city,source:building,toilets:wheelchair,source_ref,historic:addr:housenumber,lon,contact:website,roof:colour,layer,height,phone:mobile,alt_name,operator,short_name,source,opening_hours,contact:phone,addr:housename,heritage,start_date,website,phone,health_specialty:dentistry,old_name,smoking,heritage:ref,historic:addr:street,wheelchair:description:de,architect,wheelchair,amenity,health_specialty:periodontology,opening_hours:emergency,operator:type,addr:hamlet,building:flats,addr:suburb,official_name,toilets:access,payment:notes,medical_system:western,addr:district,payment:girocard,building:levels,health_facility,note,kvl_hro:type,FIXME,description,building:material,kvl_hro:amenity,kvl_hro:desc,building:architecture,lat,building,building:colour,payment:coins,url,roof:levels,healthcare,healthcare:for,addr:country,heritage:operator
,,,,,,,,,,,1,,,,,,,+49 6258 2898,,,,,,,Taunusstraße,,,,Dirk Rosenthal,,,64579,,,,,,,,,,,,,,,,,,,,,,,,,,,Gernsheim,,,,,8.4941763,,,,,,,,,,"Mo 08:00-12:30,13:30-18:00; Tu,Th 08:00-12:30,14:00-19:00; We 08:00-14:00; Fr 08:00-13:00",,,,,,+49 6258 2828,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,49.7607547,yes,,,,,dentist,,,
,,,,,,,,,,,2,,,,,,,,,,,,,,Bleichstraße,,,,Dirk Seidenstücker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3516723,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,49.8992382,yes,,,,,dentist,,,
,,,,,,,,,,,44,,,,,,,,,,,,,,Kamener Straße,,,,Dogan,,,59368,,,,,,,,,,,,,,,,,,,,,,,,,,,Werne,,,,,7.6385246,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,51.6585332,yes,,,,,,,DE,
,,,,,,,,,,,41,,,,,,,,,,,,,,Am Homburg,,,,Doppler,,,66123,,,,,,,,,,,,,,,,,,,,,mansard,residential,,,,,Saarbrücken,,,,,7.0102205,,,,,,,,,,"""nach Vereinbarung""",,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,2,,,,,,,,,,49.2444773,house,,,,1,dentist,,,
,,,,,,,,,,,18,,,,,,,,,,,,,,Alte Dorstener Straße,,,,"Dorr-Sommer Ursula Dr. , Dorr Elisabeth Dr.",,,46514,,,,,,,,,,,,,,,,,,,,,,,,,,,Schermbeck,,,,,6.8786007,,,,,,,,,,,+49(0)28533686,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,51.6939150,yes,,,,,,,DE,
,,,,,,,,,,,9,,,,,,,+49 2241 3974896,,,,,,,Pfarrer-Kenntemich-Platz,,,,"Dr,med.dent. C. Böhm",,,53840,,,,,,,,,,,,,,,,mail@dr-christoph-boehm.de,,,,,flat,,,,,,Troisdorf,,,,,7.1608656,,grey,,15.00,,,,,HiRes aerial imagery,,,,,,https://www.dr-christoph-boehm.de/,+49 2241 74098,,,,,,,,,dentist,,,,,,Mitte,,,,,,,5,,,,,,,,,,50.8129966,yes,beige,,,,,,DE,
,,,,,,,,,,,1,,,,,,,,,,,,,,Lotharstraße,,,,Dr. A. Oehmichen,,,29320,,,,,,,,,,,,,,,,,,,,,,,,,,,Südheide,,,,,10.0907783,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,Hermannsburg,,,,,,,,,,,,,,,,,52.8317164,yes,,,,,,,,
,,,,,,,,,,,19,,,,,,,,,,,,,,Hauptstraße,,,,Dr. Abel,,,97953,,,,,,,,,,,,,,,,,,,,,,,,,,,Königheim,,,,,9.5939441,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,49.6182190,yes,,,,,dentist,,,
,,,,,,,,,,,26,,,,,,,+49 6251 668133,,,,,,,Darmstädter Straße,,,,Dr. Almut Marsch,,,64625,,,,,,,,,,,,,,,,,,,,,,,,,,,Bensheim,,,,,8.6215556,,,,,,,,,,,,,,,,+49 6251 68143,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,49.6856761,yes,,,,,dentist,,DE,
,,,,,,,,,,,44,,,,,,,,,,,,,,Parkstraße,,,,Dr. Andreas Hein & Partner,,,27798,,,,,,,,,,,,,,,,,,,,,,,,,,,Hude,,,,,8.4568972,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,53.1133232,yes,,,,,dentist,,,
,,,,,,,,,,,136,,,,,,,,,,,,,,Hornsche Straße,,,,Dr. Angelica Rosero-Yépez,,,32760,,,,,,,,,,,,,,,,,,,,,,,,,,,Detmold,,,,,8.8999098,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,51.9215726,yes,,,,,,,,
,,,,,,,,,,,17,,,,,,,,,,,,,,Schmiedestraße,,,,Dr. Antero Ahonen,,,27616,,,,,,,,,,,,,,,,,,,,,,,,,,,Beverstedt,,,,,8.7384278,,,,,,,,,,,,,,,,,,,,,,,,no,dentist,,,,,,Lunestedt,,,,,,,,,,,,,,,,,53.4349539,yes,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,,,,,,Forstweg,,,,Dr. Armin Schuster,,,92665,,,,,,,,,,,,,,,,,,,,,,,,,,,Altenstadt a.d.Waldnaab,,,,,12.1579846,,,,,,,,,Bing,,,,,,https://www.dr-armin-schuster.de,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,49.7168986,yes,,,,,,,DE,
,,,,,,,,,,,14,,,,,,,,,,,,,,Basler Straße,,,,Dr. Arthur Kramer Zahnarzt,,,79227,,,,,,,,,,,,,,,,,,,,,,,,,,,Schallstadt,,,,,7.7665905,,,,,,,,,,,,,,,www.dr-arthur-kramer.de,,,,,,,,,limited,dentist,,,,,,Wolfenweiler,,,,,,,,,,,,,,,,,47.9608152,yes,,,,,,,,
,,,,,,,,,,,3,,,,,,,+49 2381 77012,,,,,,,Barsener Straße,,,,Dr. Axel Georg,,,59075,,,,along,,,,,,,,,,,,info@dr-axel-georg.de,,,,,hipped,,,,,,Hamm,,,,,7.7332284,,,,,,,,,,"Mo 08:00-17:00; Tu, Th 08:00-18:00; We 08:00-12:00; Fr 08:00-16:00; Sa, Su off",,,,,https://www.dr-axel-georg.de/,+49 2381 970960,,,,,,,,,dentist,,,,,,,,,,,,,1,,,,,,,,,,51.6952185,yes,,,,,,,,
,,,,,,,,,,,1,,,,,,,+49 2534 1229,,,,,,,Pantaleonplatz,,,,Dr. Axel Wesseling,,,48161,,,,,,,,,,,,,,,,praxis@dr-wesseling.de,,,,,,,,,,,Münster,,,,,7.5344136,,,,,,,,,,"Mo 08:00-12:00,14:00-18:00; Tu 08:00-12:00,15:00-19:30; We,Fr 08:00-13:00; Th 08:00-12:00,15:00-18:30",,,,,http://dr-wesseling.de/,+49 2534 7121,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,51.9535861,yes,,,,,,,DE,
,,,,,,,,,,,12,,,,,,,,,,,,,,Wilhelmstraße,,,,Dr. Axel van Rijsinge,,,26180,,,,,,,,,,,,,,,,,,,,,,,,,,,Rastede,,,,,8.1954778,,,,,,,,,,"Mo-Fr 09:00-12:00,14:00-17:00",,,,,,+49 4402 4247,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,53.2432423,yes,,,,,dentist,,,
,,,,,,,,,,,2,,,,,,,,,no,,,,,Steinweg,,,,Dr. Bauns-Packenius,,,63505,,,,,,,,,,,,,,,,,,,,,,,,,,,Langenselbold,,,,,9.0405510,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,50.1762669,yes,,,,,dentist,,,
,,,,,,,,,,,4,,,,,,,,,,,,,,Basselscheider Straße,,,,Dr. Bayer,,,56281,,,,,,,,,,,,,,,,,,,,,,,,,,,Emmelshausen,,,,,7.5543697,,,,,,,,,,,,,,,,,,,,,,,,yes,dentist,,,,,,,,,,,,,,,,,,,,,,,50.1554486,house,,,,,dentist,,,
,,,,,,,,,,,1,,,,,,,,,,,,,,Karl-Liebknecht-Straße,,,,Dr. Becker,,,09575,,,,,,,,,,,,,,,,,,,,,,,,,,,Eppendorf,,,,,13.2278763,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,50.7993371,yes,,,,,,,DE,
,,,,,,,,,,,83,,,,,,,,,,,,,,Landrat-Christians-Straße,,,,Dr. Behnke,,,28779,,,,,,,,,,,,,,,,,,,,,,,,,,,Bremen,,,,,8.5791616,,,,,,,,,,,,,,,https://zahnarztpraxis-bremen-nord.de,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,53.1821553,yes,,,,,dentist,,,
,,,,,,,,,,,4,,,,,,,,,,,,,,Winnlohstraße,,,,Dr. Bernward Pötter,,,45663,,,,,,,,,,,,,,,,,,,,,,,,,,,Recklinghausen,,,,,7.2457792,,,,,,,,,,Mo-Fr 08:00-12:00; Mo 15:00-18:00; Tu 14:00-18:00; Th 15:00-19:00; Fr 14:00-17:00,,,,,www.dr-poetter.de,+49 2361 483011,,,,,,,,no,dentist,,,,,,,,,,,,,,,,,,,,,,,51.5913427,yes,,,,,,,DE,
,,,,,,,,,,,2,,,,,,,,,,,,,,Sannerweg,,,,Dr. Berthold Taake,,,32832,,,,,,,,,,,,,,,,,,,,,,,,,,,Augustdorf,,,,,8.7402512,,,,,,,,,,,,,,,,+49 5237 7113,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,51.9096560,yes,,,,,,,DE,
,,,,,,,,,,,14,,,,,,,,,,,,,,Brookstraße,,,,Dr. Björn Schultz & Kirsten Schwabedissen,,,25524,,,,,,,,,,,,,,,,,,,,,,,,,,,Itzehoe,,,,,9.5141994,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,53.9247099,house,,,,,,,DE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dr. Blößer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1649829,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,51.3299882,yes,,,,,,,,
,,,,,,,,,,,21,,,,,,,,,,,,,,Marktplatz,,,,Dr. Bolte,,,97346,,,,,,,,,,,,,,,,,,,,,,,,,,,Iphofen,,,,,10.2605513,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,49.7040532,yes,,,,,,,,
,,,,,,,,,,,144,,,,,,,,,,,,,,Flach-Fengler-Straße,,,,Dr. Borbor,,,50389,,,,,,,,,,,,,,,,,,,,,,,,,,,Wesseling,,,,,6.9743025,,,,,,,,,,,,,,,,+49 2236 49442,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,50.8183132,yes,,,,,,,DE,
,,,,,,,,,,,3,,,,,,,,,,,,,,Weingarten,,,,Dr. Burczyk,,,96123,,,,,,,,,,,,,,,,,,,,,,,,,,,Litzendorf,,,,,11.0049978,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,49.9130439,yes,,,,,dentist,,,
,,,,,,,,,,,2,,DE,,,,,,,,,,,,Fliederstraße,,,,Dr. Busch,,,49685,,,,,,,,,,,,,,,,,,,,,,,,,,,Emstek,,,,,8.1541279,,,,,,,,,,"Mo-Th 08:30-12:00, 14:00-17:00; Fr 08:30-12:00",,,,,,+49 4473 947707,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,52.8363575,yes,,,,,,,DE,
,,,,,,,,,,,15,,,,,,,,,,,,,,Mauerstraße,,,,Dr. Busch,,,18356,,,,,,,,,,,,,,,,,,,,,,,,,,,Barth,,,,,12.7277780,,,,,,,,,,"Mo-We 08:30-12:30,15:30-18:00; Th 08:30-11:30; Fr 08:30-12:30",,,,,,+493823181418,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,54.3699685,yes,,,,,,,DE,
,,,,,,,,,,,5,,,,,,,,,,,,,,In der Kartause,,,,Dr. Celina Schulte-Altenroxel,,,48366,,,,,,,,,,,,,,,,,,,,,,,,,,,Laer,,,,,7.3613882,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,52.0537785,yes,,,,,,,DE,
,,,,,,,,,,,9,,,,,,,,,,,,,,Jasminstraße,,,,Dr. Christiane Ehlgen,,,,,,,,,,,,,,,,,,,info@zahnarztpraxis-ehlgen.de,,,,,,,,,,,,,,,,8.2948581,,,,,,,,,,Mo - Fr 08:00 - 12:00; Mo - We 15:00 - 18:00,,,,,https://www.zahnarztpraxis-ehlgen.de/,+49 6127 61468,,,,,,,,yes,dentist,,,,,,,,,,,,,,,,,,,,,,,50.1355807,yes,,,,,dentist,,,
,,,,,,,,,,,4,,,,,,,,,,,,,,Hopfenstraße,,,,Dr. Christine Bock - Praxis für Zahnheilkunde,,,86641,,,,,,,,,,,,,,,,,,,,,,,,,,,Rain am Lech,,,,,10.9130724,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,48.6921428,yes,,,,,dentist,,,
,,,,,,,,,,,28,,,,,,,,,,,,,,Dönhoffstraße,,,,Dr. Clara Veres,,,51373,,,,,,,,,,,,,,,,,,,,,,,,,,,Leverkusen,,,,,6.9852062,,,,,,,,,,"Mo,Tu 08:30-13:00,14:00-18:00; Th 08:30-13:00,14:00-19:00; We,Fr 08:30-13:00 || ""nach Vereinbarung""",,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,51.0313061,yes,,,,,dentist,,,
,,,,,,,,,,,46,,,,,,,,,,,,,,Clemens-August-Straße,,,,Dr. Claudia Ganzer,,,50321,,,,,,,,,,,,,,,,,,,,,,,,,,,Brühl,,,,,6.8961155,,,,,,,,,Eigenangaben Ganzer,,,GanzerZahnGanzerMensch; Praxis für Zahnheilkunde,,,https://www.ganzerzahn.de/,+49 2232 2139435,,,,,,,,no,dentist,,,,,,,,,,,,,1,,"Praxis für Ganzheitliche Zahnheilkunde, CMD und Kiefer-/Gesichts-Schmerz.",,,,,,,,50.8270818,Praxis,,,,,,,DE,
,,,,,,,,,,,9,,,,,,,,,,,,,,Sunderstraße,,,,Dr. Dehnecke,,,29320,,,,,,,,,,,,,,,,,,,,,,,,,,,Südheide,,,,,10.1052811,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,Hermannsburg,,,,,,,,,,,,,,,,,52.8314669,yes,,,,,,,DE,
,,,,,,,,,,,2,,,,,,,,,,,,,,Sandackerstraße,,,,Dr. Dietrich Roßdeutscher,,,69514,,,,,,,,,,,,,,,,,,,,,,,,,,,Laudenbach,,,,,8.6480031,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,49.6101115,house,,,,,dentist,,,
,,,,,,,,,,,34b,,,,,,,,,,,,,,Hauptstraße,,,,"Dr. Dirk Steyer, Stefan Vogel",,,38162,,,,,,,,,,,,,,,,,,,,,,,,,,,Cremlingen,,,,,10.6535938,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,52.2490630,house,,,,,dentist,,DE,
,,,,,,,,,,,,,,,,,,+49 4957 990342,,,,,,,,,,,Dr. Dominik Rindermann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6620518,,,,,,,,,,"Mo 08:30-13:00, 14:30-18:00, Tu 08:30-13:00, 14:30-17:00, We 08:30-14:00, Th 08:30-13:00, 14:30-19:00, Fr 08:30-14:00",,,,,http://rindermann.g-o-z.de/,+49 4957 990316,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,53.2123823,cabin,,,,,,,,
,,,,,,,,,,,86,,,,,,,,,,,,,,Kurfürstenstraße,,,,Dr. Dortmann & Partner,,,56218,,,,,,,,,,,,,,,,,,,,,,,,,,,Mülheim-Kärlich,,,,,7.4919572,,,,,,,,,,,,,,,,,,,,,,,,yes,dentist,,,,,,,,,,,,,,,,,,,,,,,50.3890825,yes,,,,,dentist,,,
,,,,,,,,,,,28,,,,,,,,,,,,,,Ledergasse,,,,Dr. Dosch,,,73525,,,,,,,,,,,,,,,,,,,,,,,,,,,Schwäbisch Gmünd,,,,,9.7939236,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,48.8013139,yes,,,,,,,DE,
,,,,,,,,,,,16,,,,,,,,,,,,,,Friedensstraße,,,,Dr. Döring,,,41564,,,,,,,,,,,,,,,,,,,,,,,,,,,Kaarst,,,,,6.6157855,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,51.2314901,yes,,,,,dentist,,DE,
,,,,,,,,,,,10,,,,,,,,,,,,,,Wiesenweg,,,,Dr. E. Angenlahr Zahnartzpraxis,,,47661,,,,,,,,,,,,,,,,,,,,,,,,,,,Issum,,,,,6.4210417,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,51.5390431,yes,,,,,,,,
,,,,,,,,,,,8,,,,,,,,,,,,,,Marktplatz,,,,Dr. Eduard Eberle,,,91177,,,,,,,,,,,,,,,,,,,,,,,,,,,Thalmässing,,,,,11.2208435,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,49.0878678,yes,,,,,,,,
,,,,,,,,,,,1,,,,,,,,,,,,,,Hühlberg,,,,Dr. Emran,,,95119,,,,,,,,,,,,,,,,,,,,,,,,,,,Naila,,,,,11.7050269,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,50.3278455,residential,,,,,,,,
,,,,,,,,,,,42,,,,,,,,,,,,,,Westerhausener Straße,,,,Dr. Ewald Maaske,,,49324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2796946,,,,,,,,,,,+49 5422 958612,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,52.2345496,yes,,,,,,,,
,,,,,,,,,,,1,,,,,,,,,,,,,,Röntgenstraße,,,,Dr. Fahnemann,,,63768,,,,,,,,,,,,,,,,,,,,,,,,,,,Hösbach,,,,,9.1969179,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,50.0020797,yes,,,,,dentist,,DE,
,,,,,,,,,,,49,,,,,,,,,,,,,,Müser Straße,,,,Dr. Falcke,,,36358,,,,,,,,,,,,,,,,,,,,,,,,,,,Herbstein,,,,,9.4505147,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,50.5584538,yes,,,,,,,DE,
,,,,,,,,,,,15,,,,,,,,,,,,,,Basler Straße,,,,Dr. Falk Legler,,,79664,,,,,,,,,,,,,,,,,,,,,,,,,,,Wehr,,,,,7.9101239,,,,,,,,,Bing Sat / local knowledge,,,,,,,,,,,,,,,yes,dentist,,,,,,,,,,,,,,,,,,,,,,,47.5843625,yes,,,,,,,DE,
,,,,,,,,,,,10,,,,,,,,,,,,,,Bussardweg,,,,Dr. Fendler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1758066,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,48.6252296,yes,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,,,,,,Dr.-Wilhelm-Külz-Allee,,,,Dr. Flath,,,09496,,,,,,,,,,,,,,,,,,,,,,,,,,,Marienberg,,,,,13.1602888,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,50.6458895,yes,,,,,,,DE,
,,,,,,,,,,,13,,,,,,,,,,,,,,Kattenbühl,,,,Dr. Focken,,,34346,,,,,,,,,,,,,,,,,,,,,,,,,,,Hann. Münden,,,,,9.6576023,,,,,,,,,,,,,,,,,,,,,,,,no,dentist,,,,,,,,,,,,,,,,,,,,,,,51.4103650,apartments,,,,,dentist,,,
,,,,,,,,,,,6,,,,,,,,,,,,,,Westernkamp,,,,Dr. Frank,,,33397,,,,,,,,,,,,,,,,,,,,,,,,,,,Rietberg,,,,,8.4008292,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,51.7568775,yes,,,,,,,DE,
,,,,,,,,,,,10,,,,,,,,,,,,,,Wilhelmstraße,,,,Dr. Frank Pfingsten,,,31542,,,,,,,,,,,,,,,,,,,,,,,,,,,Bad Nenndorf,,,,,9.3710533,,,,,,,,,,"Mo 08:00-13:00,14:30-17:00; Tu 08:00-12:00,15:00-19:00; We 08:00-13:00; Th 08:00-13:00,14:00-17:00; Fr 07:30-11:30 || ""nach Vereinbarung""",,,,,http://zahnarztpraxis-dr-pfingsten.de/,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,52.3359738,detached,,,,,,,DE,
,,,,,,,,,,,7,,,,,,,,,,,,,,Lilienweg,,,,Dr. Frank Schwerin,,,14772,,,,,,,,,,,,,,,,,,,,,,,,,,,Brandenburg an der Havel,,,,,12.5191120,,,,,,,Frank Schwerin,,,,,,,,,03381 70 18 78,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,52.4237890,yes,,,,,dentist,,,
,,dentistry,,,,,,,,,10,,,,,,,,,,,,,,Poststraße,,,,"Dr. Friedrich Karl, Zahnarzt",,,88317,,,,,,,,,,,,,,,,,,,,,,,,,,,Aichstetten,,,,,10.0806258,,,,,,,Dr. Friedrich Karl,,,,,,,,,+497565 1432,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,47.8940482,yes,,,,,dentist,,,
,,,,,,,,,,,20,,,,,,,,,,,,,,Buchholzer Straße,,,,Dr. G. + I. Stiewe,,,18059,,,,,,,,,,,,,,,,,,,,,,,,,,,Papendorf,,,,,12.0987711,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,Niendorf,,,,,,,,,,,,,,,,,54.0306415,yes,,,,,,,DE,
,,,,,,,,,,,18,,,,,,,,,,,,,,Quellenstraße,,,,Dr. G. Petri,,,34537,,,,along,,,,,,,,,,,,,,,,,hipped,,,,,,Bad Wildungen,,,,,9.0814340,,,,,,,,,,,,,,,,,,,,,,,,no,dentist,,,,,,Reinhardshausen,,,,,,,,,,,,,,,,,51.1125782,yes,,,,,,,DE,
,,,,,,,,,,,15,,,,,,,,,,,,,,Bismarckstraße,,,,Dr. G. Richter,,,63667,,,,,,,,,,,,,,,,,,,,,,,,,,,Nidda,,no,,,9.0095908,,,,,,,,,,,,,,,,,,,,,,,,no,dentist,,,,,,,,,,,,,,,,,,,,,,,50.4183800,yes,,,,,,,,
,,,,,,,,,,,150,,,,,,,,,,,,,,Sandkruger Straße,,,,Dr. Gabbert,,,26133,,,,,,,,,,,,,,,,,,,,,,,,,,,Oldenburg,,,,,8.2102457,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,Bümmerstede,,,,,,,,,,,,,,,,,53.0938718,yes,,,,,,,DE,
,,,,,,,,,,,8,,,,,,,,,,,,,,Markgrafenstraße,,,,Dr. Georg Brüstle,,,76646,,,,,,,,,,,,,,,,,,,,,,,,,,,Bruchsal,,,,,8.6426079,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,Heidelsheim,,,,,,,,,,,,,,,,,49.1022808,yes,,,,,,,DE,
,,,,,,,,,,,46,,,,,,,,,,,,,,Schonunger Straße,,,,Dr. Gerhard Fenkl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2837951,,,,,,,,,,"Mo-Fr 9:00-11:00,15:00-17:00",,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,50.0236061,yes,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,,,,,,Hauptstraße,,,,Dr. Gerhard Weiss,,,78606,,,,,,,,,,,,,,,,,,,,,,,,,,,Seitingen-Oberflacht,,,,,8.7206149,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,Oberflacht,,,,,,,,,,,,,,,,,48.0182255,yes,,,,,,,DE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dr. Geschwandner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4282650,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,53.2741230,yes,,,,,,,,
,,,,,,,,,,,8,,,,,,,,,,,,,,Birkenweg,,,,Dr. Goedecke,,,37589,,,,,,,,,,,,,,,,,,,,,,,,,,,Kalefeld,,,,,10.0359806,,,,,,,,,Bing,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,51.7964478,yes,,,,,,,DE,
,,orthodontics,,,,,,,,,2,,,,,,,,,,,,,,Schlierbacher Straße,,,,"Dr. Grammatidis & Partner®, Fachzahnärzte für Kieferorthopädie",,,73230,,,,,,,,,,,,,,,,,,,,,,,,,,,Kirchheim unter Teck,,,,,9.4542314,,,,,,,,,,,,,,,https://www.grammatidis-partner.de,+49 7021 483448,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,48.6483594,yes,,,,,dentist,,DE,
,,,,,,,,,,,29,,,,,,,,,,,,,,Walter-Bloem-Ring,,,,Dr. Gubik,,,97794,,,,,,,,,,,,,,,,,,,,,,,,,,,Rieneck,,,,,9.6510922,,,,,,,,,,,,,,,,+49 9354 644,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,50.0976390,yes,,,,,,,DE,
,,,,,,,,,,,16,,,,,,,,,,,,,,Rathausstraße,,,,Dr. H. Brinkhoff und Partner,,,31608,,,,,,,,,,,,,,,,,,,,,,,,,,,Marklohe,,,,,9.1589628,,,,,,,,,bing,"""Termin nach Vereinbarung""",,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,52.6622962,yes,,,,,,,DE,
,,,,,,,,,,,14,,,,,,,,,,,,,,Aspenstraße,,,,Dr. H.-J. Schmücker,,,59597,,,,,,,,,,,,,,,,,,,,,,,,,,,Erwitte,,,,,8.3615672,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,51.6310188,house,,,,,,,DE,
,,,,,,,,,,,2,,,,,,,,,,,,,,Börsengasse,,,,"Dr. H.-Stefan Wenker, Dr. Andrea Wenker",,,37115,,,,,,,,,,,,,,,,,,,,,,,,,,,Duderstadt,,,,,10.2596786,,,,,,,,,,,,,,,,+49 5527 2994,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,51.5125563,yes,,,,,dentist,,,
,,,,,,,,,,,42,,,,,,,,,,,,,,Schwarzwaldstraße,,,,Dr. Ha Vy Do,,,78609,,,,,,,,,,,,,,,,,,,,,,,,,,,Tuningen,,,,,8.6025911,,,,,,,Dr. med. dent. Ha Vy Do,,,,,,,,,+49 7464 1616,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,48.0316854,yes,,,,,,,DE,
