health_facility:type,shop,office,healthcare:speciality,building:part,description:de,social_facility,building:type,addr:housenumber,toilets,fenced,addr:state,ele,source,image,fax,survey:date,name_alt,emergency,fixme,leisure,historic,ref:gdke,wikimedia_commons,addr:street,contact:facebook,name:en,contact:fax,name,wheelchair:description,addr:postcode,roof:material,ref:bldam,internet_access:fee,roof:orientation,registration_hours,disused,internet_access,health_specialty:psychiatry,designation,roof:height,provided_for:adolescent,loc_name,building:name,source:addr,capacity,wikipedia,language:others,access,check_date,ref,email,highway,building:height,barrier,contact:email,roof:shape,building:use,health_specialty:psychotherapy,health_specialty:psychiatrics,source:geometry,addr:city,roof:direction,language:de,health_person:type,toilets:wheelchair,provided_for:child,lon,contact:website,roof:colour,layer,height,alt_name,building:roof:shape,construction_date,operator,short_name,service,area,opening_hours,contact:phone,addr:housename,vehicle,start_date,website,heritage:description:de,health_specialty:rheumatology,heritage,telephone,source:date,phone,old_name,smoking,opening_hours:signed,note_de,source:url,landuse,wheelchair,contact:mail,amenity,operator:type,addr:hamlet,addr:suburb,official_name,building:min_level,wikidata,social_facility:for,health_specialty:cardiology,medical_system:western,addr:district,building:levels,note,kvl_hro:type,old_amenity,description,TMC:cid_58:tabcd_1:LocationCode,building:material,healthcare,fence_type,kvl_hro:amenity,health_specialty:orthopaedics,lat,addr:subdistrict,building,building:colour,url,roof:levels,addr:place,TMC:cid_58:tabcd_1:LCLversion,TMC:cid_58:tabcd_1:Class,year_of_construction,healthcare:for,addr:country,heritage:operator,operator:wikidata
,,,,,,,,1,,,,,,,+49 37360 10122,,,,,,,,,Krankenhausstraße,,,,Klinikum Mittleres Erzgebirge gGmbH Haus Olbernhau,,09526,,,,,,,,,,,,,,,,,,,,,haus.olbernhau@kkh-mek.de,,,,,,,,,,Olbernhau,,,,,,13.3481750,,,,,,,,,,,,,,,,,www.kkh-mek.de,,,,,,+49 37360 100,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,50.6541150,,yes,,,,,,,,,DE,,
,,,psychiatry;orthopaedics;neurology,,,,,,,,,,,,,,,,,,,,,,,,,Klinikzentrum Lindenallee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0575577,,,,,,,,,,,,,,,,,https://www.klinikzentrum-lindenallee.de/,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,rehabilitation,,,,50.1329164,,,,,,,,,,,,,
,,,,,,,,8-11,,,,,,,,,,,,,,,,Salzburger Straße,,,,Klink Bad Reichenhall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8833575,,,,,,,,,,,,,,Klinik Bad Reichenhall der Deutschen Rentenversicherung Bayern Süd,,,,,,,,,+49 8651 709676,,,,,,,,,clinic,,,,,,,,,,,,E-Mail: info@klinik-bad-reichenhall.de,,,,,,,,,,47.7283654,,yes,,,,,,,,,,,
,,,,,,,,2-6,,,,,,,,,,,,,,,,Georg-Kreuzberg-Straße,,,,Knappschaft Klinik,,53474,,,,,,,,,,,,,,,,,,,,,,,,,,gabled,,,,,Bad Neuenahr-Ahrweiler,,,,,,7.1355042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,50.5434066,,house,,,,,,,,,DE,,
,,,,,,,,10,,,,,,,,,,,,,,,,Am Kurpark,,,,Knappschafts-Klinik Warmbad,,09429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wolkenstein,,,,,,13.0800920,https://www.kbs.de/DE/05_medizinisches_netz/2_reha-kliniken/33_warmbad/InhaltsNav.html,,,,,,,Deutsche Rentenversicherung Knappschaft-Bahn-See,,,,,+49 37369 830,,,,,,,,,,,,,,,,,,,clinic,,,Warmbad,,,,,,,,,,,,,,,rehabilitation,,,,50.6656339,,yes,,,,,,,,,DE,,
,,,nephrology,,,,,2a,,,,,,,,,,no,,,,,,Oskar-von-Miller-Straße,,,,Kuratorium für Dialyse und Nierentransplantation,,86356,,,,,,,,,,,,,,,,,,,,,neusaess@kfh-dialyse.de,,,,,,,,,,Neusäß,,,,yes,,10.8311871,,,,,,,,KfH Kuratorium für Dialyse und Nierentransplantation e.V.,,,,,,,,,https://www.kfh.de/nierenzentrum/neusaess/startseite/,,,,,,+49 821 480449-0,,,,,,,yes,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,48.3894377,,yes,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kurklinik Der Jägerwinkel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7110012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,47.7197338,,yes,,,,,,,,,,,
,,,,,,,,45,,,,,,,,,,,,,,,,Immanuel-Kant-Straße,,,,Kurmittelhaus,,72574,grass,,,,,,,,,,,,,,,,,,,,,,,,,flat,,,,,Bad Urach,,,,yes,,9.3758827,,green,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,48.5063409,,yes,white,,,,,,,,DE,,
,,,,,,,,10,,,,,,,,,,,,,,,,Gällerstraße,,,,Kurpark-Klinik Überlingen,,88662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Überlingen,,,,,,9.1528589,,,,,,,,,,,,,,,,,http://kurpark-klinik.de/,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,47.7706269,,yes,,,,,,,,,DE,,
,,,,,,,,2,,,,,,,,,,,,,,,,Am Kurpark,,,,Kurzentrum Waren (Müritz),,17192,,,,,,,,,,,,,,,,,,,,,waren@kurzentrum.com,,,,,,,,,,Waren (Müritz),,,,,,12.6971464,,,,,,,,,,,,,,,,,https://www.kurzentrum-waren.de/,,,,,,+49 3991 1824-0,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,rehabilitation,,,,53.5080890,,,,,,,,,,,DE,,
,,,,,,,,86,,,,,,,,,,,,,,,,Bonner Straße,,,,LVR-Bonn Tagesklinik und Ambulanz,,50389,,,,,,,,,,2,,,,,,,,,,,,,,,,skillion,,,,,Wesseling,139.5,,,,,6.9855183,,#333333,,8,,,,LVR Klinikverbund,,,,,,,,,,,,,,,+4922364903440; +4922364903420,,,,,,,,,clinic,,,,,,,,,,,2,,,,,,plaster,,,,,50.8209620,,yes,#FFFFFF,,,,,,,,DE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,LWL-Maßregelvollzugsklinik Rheine,,,,,,,,,,,,,,,,,,,,,,,,,,fence,,,,,,,,,,,,,7.3839176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,metal,,,52.3007260,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Landgrafenklinik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3722912,,,,,,,,Niedersächsisches Staatsbad Nenndorf Betriebsgesellschaft mbH,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,52.3358459,,yes,,,,,,,,,,,
,,,,,,,,9,,,,,,,,,,,,,,,,Bahnhofstraße,,,,Landgrafenklinik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bad Nenndorf,,,,,,9.3728185,,,,,,,,Niedersächsisches Staatsbad Nenndorf Betriebsgesellschaft mbH,,,,,,,,,,,,,,,+49 5723 702100,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,52.3358618,,yes,,,,,,,,,,,
,,,,,,,,11,,,,,,,,,,,,,,,,Bahnhofstraße,,,,Landgrafenklinik,,31542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bad Nenndorf,,,,,,9.3728223,,,,,,,,Niedersächsisches Staatsbad Nenndorf Betriebsgesellschaft mbH,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,52.3359346,,yes,,,,,,,,,,,
,,,,,,,,7,,,,,,,,,,,,,,,,Brüsseler Straße,,,,Lutrina Klinik,,67657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kaiserslautern,,,,,,7.8036123,,,,,,,,,,,,,,,,,https://www.lutrinaklinik.de/,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,49.4546369,,yes,,,,,,,,,DE,,
,,,,,,,,1,,,,,,,,,,,,,,,,Kastanienallee,,,,MEDIAN Klinik,,18334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bad Sülze,,,,,,12.6524021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,54.1128762,,hospital,,,,,,,,,,,
,,,,,,,,2,,,,,,,,,,,,,,,,Kurstraße,,,,MEDIAN Klinik Bad Tennstedt,,99955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bad Tennstedt,,,,,,10.8410369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,5,,,,,,,rehabilitation,,,,51.1558475,,yes,,,,,,,,,DE,,
,,,psychiatry,,,,,86,,,,,,,,,,no,,,,,,Sonnenwendstraße,,,,MEDIAN Klinik Sonnenwende Bad Dürkheim,,67098,,,,,,,,,,,,,,,,,,,,,kontakt.sonnenwende@median-kliniken.de,,,,,,,,,,Bad Dürkheim,,,,,,8.1559445,,,,,,,,,,,,,,,,,https://www.median-kliniken.de/de/median-klinik-sonnenwende-bad-duerkheim/,,,,,,+49 63227940,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,49.4593936,,hospital,,,,,,,,,,,
,,,psychosomatic_medicine,,,,,12,,,,,,,,,,no,,,,,,Kurbrunnenstraße,,,,MEDIAN Klinik für Psychosomatik Bad Dürkheim,,67098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bad Dürkheim,,,,,,8.1699308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,49.4642634,,hospital,,,,,,,,,,,
,,,,,,,,11,,,,,,,,,,,,,,,,Setheweg,,,,MEDIGREIF Inselklinik Heringsdorf Haus Gothensee,,17424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ostseebad Heringsdorf,,,,,,14.1585815,http://www.haus-gothensee.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,rehabilitation,,,,53.9532564,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,MVKK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1075424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,53.2614404,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,MVKK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1077255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,53.2607952,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,MVKK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1072786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,53.2606306,,,,,,,,,,,,,
,,,,,,,,4c,,,,,,,+4938317035 92,,,,,,,,,Jungfernstieg,,,,MVZ Diaverum Stralsund,,18437,,,,,,,,,,,,,,,,,,,,,info-stralsund@diaverum.com,,,,,,,,,,Stralsund,,,,,,13.0787066,,,,,,,,,,,,"Mo,We,Th 08:00-12:00,14:00-17:00; Tu,Fr 08:00-12:00",,,,,https://www.diaverum.com/de-DE/Clinic-container/Deutschland/Stralsund/MVZ-Diaverum-Stralsund/#!Leistungen-und-Team,,,,,,+4938317035 93,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,centre,,,,54.3120943,,yes,,,,,,,,,DE,,
,,,,,,,,35,,,,,,,,,,,,,,,,Yorckstraße,,,,MVZ Polymed - Ambulantes Praxiszentrum,,09130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chemnitz,,,,,,12.9547992,,,,,,,,,,,,"Mo-Fr 07:00-12:00, Mo-Th 14:00-19:00",,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,50.8348516,,yes,,,,,,,,,DE,,
,,,,,,,,89a,,,,,,,,,,,,,,,,Lange Reihe,,,,MVZ Stadtmitte,,17489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greifswald,,,,,,13.3870020,https://www2.medizin.uni-greifswald.de/mvz/standorte/mvz-stadtmitte/,,,,,,,Universitätsmedizin Greifswald,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,54.0940288,,yes,,,,,,,,,DE,,
,,,,,,,,130,,,,,,,,,,,,,,,,Hamburger Allee,,,,MVZ am Fernsehturm,,,,,,,,,,,,,,,,,,,,,,,,,6,,,flat,,,,,,,,,,,11.4636211,,,,,,,,,,,,,,,,,https://www.helios-gesundheit.de/ambulant/schwerin-mvz-am-fernsehturm/,,,,,,,,,,,,,,,clinic,,,,,,,,,,,2,,,,,,,centre,,,,53.5929347,,yes,white,,,,,,,,,,
,,,,,,,,31,,,,,,,,,,,,,,,,Leuzbacher Weg,,,,MVZ Ärztehaus Altenkirchen,,57610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Altenkirchen,,,,,,7.6297499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,centre,,,,50.6836619,,yes,,,,,,,,,DE,,
,,,,,,,,1-3,,,,,,,,,,,,,,,,Gerbergasse,,,,Malteser Gesundheitszentrum Rheinbach,,53359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rheinbach,,,,,,6.9511418,https://www.malteser-krankenhaus-bonn.de/ueber-uns/malteser-gesundheitszentrum-rheinbach.html,,,,,,,,,,,,+49 2226 850,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,3,,,,,,,,,,,50.6268788,,yes,#FBF2D1,,,,,,,,DE,,
,,,,,,,,96,,,,,,,,,,,,,,,,Bautzner Straße,,,,Marcolini Praxisklinik,,01099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dresden,,,,,,13.7694852,,,,,,,,,,,,,,,,,http://www.marcolini-praxisklinik.de,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,51.0656069,,yes,,,,,,,,,DE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marienborn, Fachklinik für Psychiatrie und Psychotherapie",,,,,,,,,,,,,,,,,,de:Kloster Marienborn (Eifel),,,,,,,,,,,,,,,,,,,,,6.6447317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,50.6835791,,,,,,,,,,,,,
,,,psychiatry,,,,,,,,,,,,+49 2638 923-5555,,,,,,,,,Margaretha-Flesch-Straße,,,,Marienhaus Klinikum St. Antonius Waldbreitbach,,56588,,,,,,,,,,,,,,,,,,,,,info@marienhaus-klinikum.de,,,,,,,,,,Waldbreitbach,,,,,,7.4231385,,,,,Marienhaus,,,,,,,,,,,,http://marienhaus-klinikum.de,,,,,,+49 2638 923-9,,,,,,,yes,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,50.5394488,,,,,,,,,,,,,
,,,,,Orthopädische Fachklinik,,,1,,,,,,,,,,,,,,,,Margaretha-Flesch-Platz,,,+49 2622 708-4555,Marienhaus Klinikum St. Josef Bendorf,,56170,,,,,,,,,,,,,,,,,,,,,,,,,info@marienhaus-klinikum.de,,,,,,Bendorf,,,,,,7.5774671,http://marienhaus-klinikum.de,,,,,,,Marienhaus Kliniken GmbH,,,,,+49 2622 708-0,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,50.4211796,,hospital,,,,,,,,,DE,,
,,,,,,,,1,,,,,,,,,,,,,,,,Schwarzwaldhochstraße,,,,Max-Grundig-Klinik,,77851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bühl,,,,,,8.2310421,,,,,,,,,,,,,,,,,https://www.max-grundig-klinik.de/,,,,,,+49 7226 54 0,,,,,,,yes,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,48.6719158,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Am Spitzenberg,,,,MediClin Bliestal Kliniken,,66440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blieskastel,,,,,,7.2465709,,,,,,,,MEDICLIN AG,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,49.2620619,,yes,,,,,,,,,DE,,
,,,,,,,,5,,,,,Bing,,,,,,"Reha-Klinik, kein Krankenhaus",,,,,Endersstraße,,,,"MediClin Klinik ""Am Brunnenberg""",,08645,,,,,,,terminal,,,,,,,,,,,,,,,,,,,,,,,,Bad Elster,,,,,,12.2459098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,clinic,,,,,,,,,,,,,,,,,,,,,,50.2782865,,yes,,,,,,,,,DE,,
,,,neurology;neuropsychology;orthopaedics,,,,,20,,,,,,,,,,,,,,,,Spessartstraße,,,,MediClin Reha-Zentrum Bad Orb,,63619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bad Orb,,,,,,9.3540524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,clinic,,,,,,,,,,,,,,,,,,rehabilitation,,,,50.2168763,,yes,,,,,,,,,DE,,
,,,,,,,,,,,,,,,+4972246201101,,,,,,,,,,,,,MediClin Reha-Zentrum Neurologie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3252281,,,,,,,,Mediclin AG,,,,,,,,,https://www.reha-zentrum-gernsbach.de/Home/Themen/Medizin/Neurologische-Rehabilitation/uebersicht-46927-1.aspx,,,,,,+49722462010,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,neurology,,,,48.7651217,,,,,,,,,,,,,
,,,,,,,,14,,,,,,,,,,no,,,,,,Zur Spreewaldklinik,,,,MediClin Reha-Zentrum Spreewald,,03096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Burg (Spreewald),,,,,,14.1409212,,,,,,,,MediClin GmbH & Co. KG,,,,,,,,,http://www.reha-zentrum-spreewald.de/,,,,,,+49 35603 63 0,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,rehabilitation,,,,51.8336576,,,,,,,,,,,DE,,
,,,,,,,,25,,,,,,,,,,,,,,,,Hochstraße,,,+49 2641 914-201,Median Klinik Tönisstein,,53474,,,,,,,wlan,,,,,,,,,,,,,,,,,,toenisstein@ahg.de,gabled,,,,,Bad Neuenahr-Ahrweiler,,,,,,7.1322626,http://www.ahg.de,,,,,,,,,,,,+49 2641 914-0,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,50.5407138,,hospital,,,,,,,,,DE,,
,,,physiatry;psychiatry,,,,,,,,,,https://www.median-kliniken.de/de/median-klinik-daun-thommener-hoehe/,,,,,,,,,,,,,,,Median Kliniken Daun - Thommener Höhe,,54552,,,,,,,,,,,,,,,134,,,,,,daun-thommenerhoehe-kontakt@median-kliniken.de,,,,,,,,,,Utzerath,,,,,,6.9168793,,,,,,,,MEDIAN Unternehmensgruppe B.V. & Co. KG,,,,,,,,,https://www.median-kliniken.de/de/median-klinik-daun-thommener-hoehe/,,,,,2018-10-07,+49 6592 201699,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,rehabilitation,,,,50.2176969,,,,,,Thommener Höhe,,,,drug_addicted;mental_health,DE,,
,,,,,,,,,,,,,,,,,,no,,,,,,,,,,Median Park-Klinik Bad Dürkheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1771858,,,,,,,,,,,,,,,,,https://www.median-kliniken.de/de/median-park-klinik-bad-duerkheim/,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,49.4650866,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,no,,,,,,,,,,Medical Park Berlin Humboldtmühle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,13.2789956,,,,,,,,,,,,,,,,,https://www.medicalpark.de/humboldtmuehle,,,,,,,,,,,,,yes,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,52.5925726,,,,,,,,,,,,,
,,,plastic_surgery,,,,,1a,,,,,,,,,,,,,,,,Gautschweg,,,,Medical Well Clinic Dresden,,01309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dresden,,,,,,13.8056915,,,,,,,,,,,,Mo-Fr 09:00-17:00,,,,,,,,,,,,,,,,,,limited,,clinic,,,,,,,,,,,,Private Clinic for Veins and Cosmetic Surgery,,,,,,,,,,51.0540244,,yes,,,,,,,,,DE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medicum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6150345,,,,,,,,Marktoberdorf,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,47.7829969,,yes,,,,,,,,,,,
,,,,,,,,2,,,,,Yahoo,,,,,,,,,,,Langenbeckplatz,,,,Medicum,,65189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wiesbaden,,,,,,8.2539242,,,,,,,,,,,,,,,,,http://www.medicum-wiesbaden.de,,,,,,,,,,,,,,,clinic,,,,,,,,,,,7,"Bereits abgerissen, neue Gebäude leider nicht in Yahoo sichtbar",,,,,,clinic,,,,50.0755620,,yes,,,,,,,,,,,
,,,,,,,,7,,,,,,,,,,,,,,,,Kurfürst-Heinrich-Straße,,,,Medizentrum Olpe,,57462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olpe,,,,,,7.8452977,,,,,,,,,,,,,,,,,https://www.hospitalgesellschaft.com/cms/front_content.php?idcat=382,,,,,,,,,,,,,yes,,clinic,,,,,,,,,,,,,,,,,,,,,,51.0276152,,yes,,,,,,,,,DE,,
,,,,,,,,95,,,,,Bing,,,,,,,,,,,Robert-Koch-Straße,,,,Medizinisches Versorgungszentrum,,04626,,,,,,,,,,,,,,,,,,,,,,,,,info@klinikum-altenburgerland.de,,,,,,Schmölln,,,,,,12.3604734,https://www.klinikum-altenburgerland.de/kkhabg/mvz/schmolln/wir-uber-uns.html,,,,,,,Altenburger Land GmbH,,,,,+49 34491 300,,,,,,,,,,,,,,,,,yes,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,50.9047155,,yes,,,,,,,,,,,
,,,,,,,,29,,,,,,,,,,,,,,,,Emser Straße,,,,Medizinisches Versorgungszentrum Bad Schwalbach,,65307,,,,,,,,,,,,Kreiskrankenhaus,,,,,,,,,,,,,,,,,,,Bad Schwalbach,,,,,,8.0637254,,,,,,,,Helios Kliniken,,,,,,,,,http://www.helios-kliniken.de/klinik/bad-schwalbach.html,,,,,,+49 6124 501-0,,,,,,,yes,,clinic,,,Bad Schwalbach,,,,,,,,,,,,,,,clinic,,,,50.1414645,,hospital,,,,,,,,,DE,,
,,,,,,,,30,,,,,,,,,,,,,,,,Humboldtstraße,,,,"Medizinisches Versorgungszentrum Flöha der Landkreis Mittweida Krankenhaus gGmbH, Nebenbetriebsstätte Frankenberg",,09669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frankenberg/Sa.,,,,,,13.0394700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,50.9115200,,yes,,,,,,,,,DE,,
,,,,,,,,,,,,,local knowledge,,,,,no,,,,,,,,,,Medizinisches Versorgungszentrum St. Cosmas,,,,,,,,,,,,,,,,,,,,,,,info@mvz-st-cosmas.de,,,,,,,,,,,,,,,,11.6620007,,,,,,,,,,,,,,,,,,,,,,,+49 89 680984-0,,,,,,,limited,,clinic,,,,,,,,,,,,,,,,,,,,,,48.0790038,,,,,,,,,,,,,
,,,,,,,,5,,,,,,,,,,,,,,,,Stegwiesenstraße,,,,Medizinisches Versorgungszentrum Stiftland,,95652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Waldsassen,,,,,,12.3095103,http://www.mvz-stiftland.de/,,,,,,,MVZ Stiftland gGmbH,,,,,+49 9632 91210,Medizinisches Versorgungszentrum Stiftland,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,50.0070440,,yes,,,,,,,,,DE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medizinisches Versorgungszentrum Themar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6158017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,50.5027558,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medizinisches Zentrum Altenholz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1373548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,centre,,,,54.3852571,,yes,,,,,,,,,,,
,,,orthopaedics;psychiatry,,,,,,,,,,,,+49 2621 915-335,,,,,,,,,Am Kurpark,,,,Medizinisches Zentrum Lahnhöhe,,56112,,,,,,,,,,,,,,,,,,,,,info@lahnhoehe.de,,,,,,,,,,Lahnstein,,,,,,7.6410316,,,,,Klinik Lahnhöhe,,,Klinik Lahnhöhe Krankenhausgesellschaft mbH & Co KG,,,,,,,,,https://lahnhoehe.de,,,,,,+49 2621 915-0,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,50.3018375,,,,,,,,,,,,,
,,,,,,,,42,,,,,,,,,,,,,,,,Robert-Koch-Straße,,,,Medizinisches Zentrum Lübbenau,,03222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lübbenau/Spreewald,,,,,,13.9603831,http://www.mzl-gmbh.de/,,,,,,,,,,,,+49 3542 8710,,,,,,,,,,,,,,,,,yes,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,51.8574633,,,,,,,,,,,DE,,
,,,orthopaedics,,,,,,,,,,,,+49 6124 58108,,,,,,,,,,,,,Montanus-Klinik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0554823,,,,,,,,,,,,,,,,,http://www.montanus-klinik.de/,,,,,,+49 6124 580,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,rehabilitation,,,,50.1357250,,,,,,,,,,,,,
,,,,,,,,25,,,,,Bing,,,,,,,,,,,Kurstraße,,,,Mutter-Kind Kurhaus,,88175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scheidegg,,,,,,9.8596887,,,,,,,,Evangelische Mutterkurheime in Würtenberg e.V.,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,47.5763689,,yes,,,,,,,,,DE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mutter-Kind-Klinik Saarwald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1388981,,,,,,,,,,,,,,,,,https://www.kur.org/kliniken/klinik-saarwald.html,,,,,,,,,,,,residential,,,clinic,,,,,,,,,,,,,,,,,,,,,,49.5754247,,,,,,,,,,,,,
