health_facility:type,healthcare_1,name:cy,healthcare:speciality,building:part,indoor,payment:debit_cards,clinic,health_specialty:traditional_chinese_medicine,postcode,smoking,is_in,addr:housenumber,source:addr:housenumber,addr:state,pharmacy,source,health_specialty:physiotherapy,addr:village,fhrs:local_authority_id,fax,emergency,source:name,leisure,source:area,wikimedia_commons,addr:street,payment:bitcoin,fixme,name:en,contact:fax,name,payment:cash,addr:postcode,roof:material,level,payment:credit_cards,HE_ref,postal_code,health_specialty:general_practice,health_specialty:podiatry,amenity_1,operator,full_name,loc_name,source:addr,power,access,fhrs:authority,generator:output:electricity,ref,email,building:height,barrier,contact:email,addr:province,fhrs:id,roof:shape,building:use,source:geometry,addr:city,source:building,toilets:wheelchair,health_specialty:orthopaedics,health_specialty:dermatology,lon,contact:website,roof:colour,layer,height,lat,alt_name,nhs,generator:source,fee,addr:floor_1,addr:floor_2,area,opening_hours,contact:phone,addr:housename,heritage,website,addr:unit,listed_status,telephone,phone,old_name,source:outline,generator:type,room,dispensing,landuse,roof:levels,amenity,source:shape,operator:type,out-of-hours,addr:suburb,building:min_level,generator:method,wikidata,source:postcode,health_specialty:cardiology,verified,building:levels,image,note,FIXME,description,building:material,health_specialty:acupuncture,last_check,min_height,levels,toilets,addr:county,source:addr:postcode,building,building:colour,medical_system:chinese,website_3,website_2,website_1,name:gd,url,wheelchair,addr:place,building:levels:underground,healthcare,addr:country,heritage:operator
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bedfont Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4301562,,,,,51.4515121,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Saint Bridget's Lane,,,,,Beech House Surgery,,CA22 2BD,,,,,,,,,,,,,,,,,,,,,,,,,,,Egremont,,,,,-3.5305398,,,,,54.4821640,,,,,,,,,,,,http://www.fellviewhealthcare.nhs.uk/beech-house/,,,,+44 1946 820203,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beeches Green Health Centre,,GL5 4BH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.2206050,,,,,51.7473354,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,41,,,,,,,,,,,,,,Hills Road,,,,,Beechwood Complementary Medical Centre,,CB2 1NT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1305280,,,,,52.1963554,,,,,,,,,,,,www.thebeechwoodpractice.co.uk,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,osteopath,,,,,,,,,,,,,,,,,,,,,,,,Belmont House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5694357,,,,,51.5299508,,,,,,,,,,Belmont House,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benarty Medical Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.3218784,,,,,56.1560026,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Gatecroft,,,,,Bennetts End Surgery,,HP3 9LY,,,,,,,,,NHS,,,,,,,,,,,,,,,,,,hemel hempstead,,,,,-0.4503358,,,,,51.7409140,,,,,,,,,,Bennetts End Surgery,,,,,,,,,,,,,,clinic,,public,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bessbrook Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.4019797,,,,,54.1953459,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,Bethesda Medical Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4062366,,,,,51.3920597,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biddulph Primary Care Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.1775831,,,,,53.1152681,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,centre,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Birch House Osteopathic Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.4116434,,,,,51.5413148,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,1,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,sexual_health,,,,,,,,,,,,,,,,,,,,,,,,,,,,Birchwood Clinic,,LA14 4LF,,,,,,,,,,,,,,,,,,,,,,,,,,,Barrow-in-Furness,,,,,-3.2061463,,,,,54.1375095,,,,,,,,"Tu,Th 11:30-19:30; Fr 09:00-17:00; Tu[3] off",,,,,,,,+44 1229 404464,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,Furness General Hospital,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Birdwell Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.6643543,,,,,51.4290976,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Birnie Child Development Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.1961055,,,,,57.4774461,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blackfield Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3751085,,,,,50.8212942,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blackrod Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5863748,,,,,53.5943329,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,,,,,,,,,,307,,,,,,,,,,,,,,Kilburn Lane,,,,,Blessing Medical Centre,,W9 3EG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2052448,http://www.blessingmedical.co.uk/,,,,51.5331221,,,,,,,,"Mo-Tu 08:30-12:00, 15:30-17:30; We 07:30-12:00, 15:30-17:30; Th 07:30-11:00; Fr 07:30-11:00, 14:00-17:30",+44 20 36675564,,,,,,,,,,,,,,,clinic,,,,,,,,,,,3,,,,,,,,,,,,,yes,grey,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bluebell Lane Medical Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.8428585,,,,,53.4208267,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Body Consultancy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.7903746,,,,,50.8472499,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,,,,,,,,,,2,,,,,,Bishops Lydeard,,,,,,,,Minehead Road,,,,,Bodyfix Sports & Remedial Therapy,,TA4 3BS,,,,,,,,,Rob & Caroline Date,,,,,,,,,robsbodyfix@hotmail.co.uk,,,,,,,,,Taunton,,,,,-3.1899323,,,,,51.0558428,,,,,,,,Mo 09:00-19:00; Tu-Th 09:00-20:00; Fr 09:00-17:00; Sa-Su off,,,,http://www.bodyfixclinics.co.uk/,,,,+44 1823 432317,,,,,,,,clinic,,,,,,,,,,,1,,,,,,,,,,,Somerset,,commercial,,,,,,,,,,,,GB,
,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,Boston Dialysis Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0344433,,,,,52.9756010,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,Boston Health Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0281777,,,,,52.9773616,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,Boston West Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0339938,,,,,52.9752075,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,general,,,,,,,,,,,,,Bing;https://www.nhs.uk/Services/clinics/Overview/DefaultView.aspx?id=116094;local knowledge,,,,,,,,,,St Gilbert's Road,,,,,Bourne Health Clinic,,PE10 9XA,,,,,,,,,Lincolnshire Community Health Services NHS Trust,,,,,,,,,,,,,,,,,,Bourne,,,,,-0.3782658,,,,,52.7714220,,,,,,,,,,,,,,,,,,,,,,,,clinic,,NHS,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,,,,,,,,,,1-17,,,,,,,,,,,,,,Lisburn Road,,,,,Bradbury Health and Wellbeing Centre,,BT9 7AA,,,,,,,,,,,,,,,,,,,,,BradburyCTCCReception@belfasttrust.hscni.net,,,,,,Belfast,,,,,-5.9382273,,,,,54.5880453,,,,,,,,,+44 28 9504 7770,The Bradbury Centre,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,general,,,,,,,,,51A,,,,,,,,,,,,,,Layton Road,,,,,Branksome Clinic,,BH12 2BJ,,,,,,,,,Dorset Healthcare NHS,,,,,,,,,,,,,,,,,,Poole,,,,,-1.9313511,,,,,50.7302597,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Breightmet Fold Lane,,,,,Breightmet Health Centre,,BL2 6NT,,,,,,,,,,,,,,,,,,,,,,,,,,,Bolton,,,,,-2.3848062,,,,,53.5824883,,,,,,,,,,,,,,,,+44 1204 463366,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,3,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Salop Street,,,,,Bridgnorth Foot Clinic,,WV16 5BH,,,,,,,,,,,,,,,,,,,,,,,,,,,Bridgnorth,Bing,,,,-2.4244969,,,,,52.5350946,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bristol Centre for Enablement,,BS34 5BW,,,,,,,,,NHS,,,,,,,,,,,,,,,,,,,,,,,-2.5917089,,,,,51.5276461,,,,,,,,,,Highwood Pavillions,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,10,,,,,,,,,,,,,,Kellaway Avenue,,,,,Bristol Chinese Medicine Centre,,BS6 7XR,,,,,,,,,,,,,,,,,,kangnian_dong@hotmail.com,,,,,,,,,,,,,,-2.6043479,,,,,51.4809937,,,,,,,,"Mo-Sa 09:30-18:00 || ""by appointment""",,,,http://bristolchinesemedicine.co.uk,,,,+44 117 942 9640,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,chiropractic,,,,,,,,,2,,,,,,,,,,,,,,Kellaway Avenue,,,,,Bristol Chiropractic,,BS6 7XR,,,,,,,,,,,,,,,,,,,,,,,,,,,Bristol,,,,,-2.6048164,,,,,51.4808305,,,,,,,,Mo 09:00-19:00; Tu-Th 08:00-19:00; Fr 09:00-17:00; Sa 09:00-13:00,,,,https://bristol-chiropractic.co.uk,,,,+44 117 962 0100,,,,,,,,clinic,,,,Redland,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,GB,
,,,,,,,,,,,,42,,,,,,,,,,,,,,High Street,,,,,Bristol Chiropractic Clinic,,BS15 3DP,,,,,,,,,,,,,,,,,,,,,,,,,,,Bristol,,,,,-2.5182031,,,,,51.4495241,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,Hanham,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bristol City Gate NHS walk-in centre,,BS1 2EZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5947724,,,,,51.4558819,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,,,,,
,,,,,,,,,,,,11,,,,,,,,,,,,,,Upper Belgrave Road,,,,,Bristol Dyslexia Centre,,BS8 2XH,,,,,,,,,,,,,,,,,,,,,,,,,,,Bristol,,,,,-2.6200812,,,,,51.4683156,,,,,,,,,,,,http://www.dyslexiacentre.co.uk/,,,,,,,,,,,,clinic,,,,Clifton,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bristol Foot Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.6180718,,,,,51.4892993,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,407,,,,,,,,,,,,,,Gloucester Road,,,,,Bristol Natural Health Service,,BS7 8TS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5863892,,,,,51.4842175,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,8,,,,,,,,,,,,,,Brockway,,,,,Brockway Medical Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.7546243,,,,,51.4335412,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brookland Hall Dementia Wellbeing Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5756878,,,,,51.4668449,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Montague Crescent,,,,,Brooklands Health Centre,,MK10 7LN,,,,,,,,,,,,,,,,,,,,,,,,,,,Milton Keynes,,,,,-0.6766164,,,,,52.0462894,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,Broughton,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,GB,
,,,,,,,,,,,,18a,,,,,,,,,,,,,,Trumpington Road,,,,,Brookside Family Consultation Clinic,,CB2 8AH,,,,,,,,,NHS,,,,,,,,H014.3,,,,,,,,,,,,,,,0.1216187,,,,,52.1866511,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,chiropractic;general;occupational,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,Broomhill Chiropractic Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4996242,,,,,53.3783991,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,,,,,,,,,,,,,,Bing,,,,,,,,,,Hadston Road,,,,,Broomhill Health Centre,,NE65 9SF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6035238,,,,,55.2933419,,,,,,,,,,,,https://www.nhs.uk/Services/gp/Overview/DefaultView.aspx?id=41908,,,,+44 1670 760 229,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broughty Ferry Osteopathic Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.8702501,,,,,56.4652056,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,39,,,,,,,,,,,,,,Brunswick Centre,,,,,Brunswick Medical Centre,,WC1N 1AF,,,,,,,,,NHS,,,,,,,,,,,,,,,,,,London,,,,,-0.1238361,,,,,51.5246311,,,,,,,,Mo-We 08:00-20:00; Th-Fr 08:00-18:30; Sa 09:00-12:00,,,,http://brunswickmedicalcentre.com/,,,,+44 20 7837 3811,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bull Farm Primary Care Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.2199376,,,,,53.1597856,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,Bupa Health Centre,,,,,,,,yes,yes,,Bupa,,,,,,,,,,,,,,,,,,,,,yes,yes,-0.0909684,,,,,51.5153871,,no,,yes,,,,Mo 08:00-20:00; Tu-Fr 08:00-18:00; We 07:00-20:00,,,,https://www.bupa.co.uk/basinghall,,,,+44 20 7200 2700,,,,,,,,clinic,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Burscough Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.8412514,,,,,53.6030738,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,25,,,,,,,,,,,,,,Victoria Street,,,,,C1 Health Centre,,BS1 6AA,,,,1291692,,,,,,,,,,,,,,,,,,,,,,,Bristol,,,,,-2.5896172,,,,,51.4527357,,,,,,,,,,,,,,Grade II*,,,,,,,,,,clinic,,,,Redcliffe,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,8,,,,,,,,,,,,,,College Green,,,,,Cambrian Osteopaths,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.0862167,,,,,52.5874059,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,Canolfan Diabetes,diabetes,,,,,,,,,,,,,,,,,,,,,,,,,,Diabetes Centre,,Canolfan Diabetes / Diabetes Centre,,SA31 2AF,,,,,,,,,Glangwili Hospital,,,,,,,,,,,,,,,,,,Carmarthen,,,,,-4.2870580,,,,,51.8668491,,,,,,,,,,,,,,,,+44 1267 227869,,,,,,,,clinic,,,,,,,,,,,1,,,,,,,,,,,,,yes,,,,,,,,,Glangwili General Hospital,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canolfan Feddygol Bae Cinmel / Kinmel Bay Medical Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.5198026,,,,,53.3110936,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,Canolfan Gwili,child_psychiatry,,,,,,,,,,,,,,,,,,,,,,,Dolgwili Road,,,Gwili Centre,,Canolfan Gwili / Gwili Centre,,SA31 2AF,,,,,,,,,Glangwili General Hospital,,,,,,,,,,,,,,,,,,Carmarthen,,,,,-4.2862797,,,,,51.8664558,,,,,,,,Mo-Fr 09:00-17:00,,,,,,,,+44 1267 674492,,,,,,,,clinic,,,,,,,,,,,1,,,,Specialist Child and Adolescent Mental Health Service (sCAMHS).,,,,,,,,,yes,,,,,,,http://www.wales.nhs.uk/sitesplus/862/page/94652,,Glangwili General Hospital,,clinic,,
,,Canolfan Plant,paediatrics,,,,,,,,,,,,,,,,,,,,,,,Dolgwili Road,,,Children's Centre,,Canolfan Plant / Children's Centre,,SA31 2AF,,,,,,,,,Glangwili General Hospital,,,,,,,,,,,,,,,,,,Carmarthen,,,,,-4.2848663,,,,,51.8667992,,,,,,,,,,Tŷ Arthur,,,,,,,,,,,,,,clinic,,,,,,,,,,,1,,,,,,,,,,,,,yes,,,,,,,,,Glangwili General Hospital,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canterbury Way Surgery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1824539,,,,,51.9249730,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,Canolfan Gofal Integredig Aberteifi,,,,,,,,,,,,,,,,,,,,,,,File:Cardigan Integrated Care Centre.jpg,Rhodfa'r Felin,,Extent is a rough estimate from aerial imagery showing some construction and GPS traces.,Cardigan Integrated Care Centre,,Cardigan Integrated Care Centre,,SA43 1JX,,,,,,,,,,,,,,,,,,,,,,,,,,,Cardigan / Aberteifi,,,,,-4.6623935,,,,,52.0889387,,,,,,,,,,,,,,,,+44 239 801560,,,,,,,,clinic,,,,,,,,,,,3,,,,"Incorporates Cardigan Health Centre (doctors' surgery), minor injuries unit, dentist, pharmacy, radiology, phlebotomy  and social workers.",,,,,,,,,yes,,,,,,,http://www.wales.nhs.uk/sitesplus/862/page/72916,yes,,,centre,,
,,,psychiatry,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cardnal Centre,,,,,,,,,,,NHS,,,,,,,,,,,,,,,,,,,,,,,-0.4066458,,,,,51.4462299,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,
,,,,,,,,,,,,40,,,,,,,,,,,,,,Antrim Road,,,,,Carlisle Wellbeing and Treatment Centre,,BT15 2AX,,,,,,,,,,,,,,,,,,,,,,,,,,,Belfast,,,,,-5.9374224,,,,,54.6090013,,,,,,,,,,Carlisle Centre,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carmondean Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.5471673,,,,,55.9023587,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carpe Diem Therapy Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5049924,,,,,51.4813121,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,retail,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Taylor's Avenue,,,,,Carrickfergus Health Centre,,BT38 7HT,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrickfergus,,,,,-5.7990217,,,,,54.7196724,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carronshore Health Clinic,,,,,,,,,,,NHS Scotland,,,,,,,,,,,,,,,,,,,,,,,-3.7824889,,,,,56.0298460,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,GB,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Castlefields Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.6914056,,,,,53.3389208,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Knocklynn Road,,,,,Causeway Orthodontic Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.6389650,,,,,55.1153369,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.0417640,,,,,55.7733888,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central Health Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4665789,,,,,53.3817349,Mulberry Practice,,,,,,,,,,,https://shsc.nhs.uk/service/mulberry-practice/,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hazelden Place,,,,,Centre for Sight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0368348,,,,,51.1128338,,,,,,,,,,,,https://www.centreforsight.com/,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Warwicks CC Aerial Imagery 2013,,,,,,,,,,,,,,,Chancery Lane Surgery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5215164,,,,,52.5367239,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,psychiatry,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chapel Street Clinic.,,,,,,,,,,,NHS.,,,,,,,,,,,,,,,,,,,,,,,-0.7802042,,,,,50.8392906,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Cottage Lane,,,,,Charnley Fold,,PR5 6YA,,,,,,,,,Lancashire Care,,,,,,,,,,,,,,976238,,,,Preston,,,,,-2.6561669,,,,,53.7385620,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,Bamber Bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cheltenham Chinese Medic Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0720217,,,,,51.8985275,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
