health_facility:type,shop,office,healthcare:speciality,building:part,payment:debit_cards,ref:addr,addr:housenumber,emergency,contact:youtube,ele,source,opening_hours:url,image,fax,short_name,fixme,historic,facebook,name:uk,wikimedia_commons,addr:street,colour,contact:facebook,name:en,contact:fax,name,designation,level,addr:postcode,roof:material,ref:nid,WroclawGIS:addr:postcode:id,payment:credit_cards,roof:orientation,source:user,internet_access,name_1,WroclawGIS:addr:layer,roof:height,WroclawGIS:building:ID,ewmapa:warstwa,WroclawGIS:addr:date,payment:cash,loc_name,phone_2,building:usage:pl,phone_1,3dr:type,source:address,mapillary,boundary,addr:street:sym_ul,ref,email,barrier,contact:email,addr:province,roof:shape,contact:twitter,health_specialty:internal_medicine,addr:city:simc,WroclawGIS:addr:id,building:buildyear,source:geometry,addr:city,source:building,source_ref,building:type:pl,drive_through,health_specialty:dermatology,lon,contact:website,roof:colour,layer,height,alt_name,building:roof:shape,operator,name:pl,old_name:de,opening_hours,contact:phone,addr:housename,contact:mobile,heritage,start_date,website,admin_level,source:height,survey:url,is_in:suburb,addr:subdistrict,delivery,phone,WroclawGIS:building:date,old_name,smoking,OBJECTID_height_lidar,WroclawGIS:addr:postcode:layer,nat_name,source:note,note:pl,buildingpart,architect,dispensing,source:addr,landuse,wheelchair,amenity,operator:type,health_specialty:gynaecology,telephone,official_name,addr:last_update,building:use:pl,medical_system:western,addr:district,building:levels,health_specialty:family_medicine,contact:instagram,note,collection_times,building:fireproof,disused:amenity,description,building:material,takeaway,levels,lat,building,building:colour,url,roof:levels,addr:place,building:levels:underground,healthcare,addr:country,heritage:operator,health_specialty:dentistry
,,,,,,,2a,,,,http://szukaj.sluzbazdrowia.pl/Centrum-diagnostyczno-lecznicze-filia-rco-we-wloclawku/Wloclawek/Ul-krolewiecka-2a/j2995.html,,,,,,,,,,Królewiecka,,,,,Centrum Diagnostyczno-Lecznicze Filia RCO we Włocławku,,,87-800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Włocławek,,,,,,19.0732879,,,,,,,,,,,,,,,,,,,,,,,+48 54 230 13 00,,,,,,,,,,,,,,,doctors,,,,,,,,,2,,,,,,,,,,,52.6588551,yes,,,,,,,,,
,,,,,,,4,,,,,,,,,,,,,,Budowlanych,,,,,Centrum Fizjoterapii MAXMED 1,,,62-510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konin,,,,,,18.2776543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,52.2274586,yes,,,,,,,,,
,,,,,,,2,,,,,,,,,,,,,,Księdza Ignacego Skorupki,,,,,Centrum Kultury Higieny i Zdrowia Psychicznego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bydgoszcz,,,,,,17.9904339,,,,,,,,,,,,,,,,www.araszkiewicz.com.pl/,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,53.1175048,yes,,,,,,,,,
,,,,,,,22A,,,,,,,,,,,,,,Jana Kochanowskiego,,,,,Centrum Leczniczo-Usługowe im. św. Anny,,,09-402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Płock,,,,,,19.7005522,,,,,,,,,,Mo-Fr 07:00-18:00,,,,,,,,,,,,,24 367 33 10,,,,,,,,,,,,EMUiA (emuia.gugik.gov.pl),,,doctors,,,,,,,,,,,,,,,,,,,,52.5536261,yes,,,,,,,,,
,,,,,,,39,,,,,,,,,,,,,,Władysława Broniewskiego,,,,,Centrum Madyczne Cztery Pory Roku,,,43-300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielsko-Biała,,,,,,19.0512383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,49.8139062,yes,,,,,,,,,
,,,,,,,,,,,Geoportal 2: Ortofotomapa (aerial image),,,,,,,,,,,,,,,Centrum Medi Partner Kielce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.6313668,,,,,,,,,,Mo-Fr 07:30-20:00; Sa 07:30-14:00,,,,,,"https://www.medicover.pl/274,340,31948,centrum-medi-partner-kielce,placowka.htm",,,,,,,+48 500 900 800,,,,,,,,,,,,,,,doctors,,,,,,,,,2,,,,,,,,,,,50.8521093,yes,,,,,,doctor,,,
,,,,,,,33,,,,,,,,,,,,,,Strzelecka,,,,,Centrum Medycne Spychalscy,,,63-000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Środa Wielkopolska,,,,,,17.2751171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,52.2374666,yes,,,,,,,,,
,,,,,,,10,,,,,,,,,,,,,,Urszuli,,,,,Centrum Medycyny Sportowej OLIMP,,,65-147,,,,,,,,,,,,,,,,,,,,,,,,,sekretariat@cms-olimp.pl,,,,,,,,,,,Zielona Góra,,,,,,15.5226200,,,,,,,,,,,,,,,,,,,,,,,+48 68 458 05 76,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,51.9523800,yes,,,,,,doctor,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Centrum Medyczne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.1071959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,doctors,,,,,,,,,,,,,,,,,,,,50.1308970,yes,,,,,,,,,
,,,,,,,59,,,,,,,,,,,,,,Wojska Polskiego,,,,,Centrum Medyczne,,,18-400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Łomża,,,,,,22.0628786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,53.1784962,yes,,,,,,doctor,,,
,,,,,,,11a,,,,,,,,,,,,,,Ogrodowa,,,,,Centrum Medyczne,,,62-067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0971413,,,,Rakoniewice,,,,,,16.2678845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rakoniewice.e-mapa.net,,,doctors,,,,,,,,,,,,,,,,,,,,52.1391507,yes,,,,,,,,,
,,,,,,,3,,,,survey,,,+48324329411,,,,,,,Byłych Więźniów Politycznych,,,,,Centrum Medyczne,,,44-200,,,,,,,,,,,,,,,,,,,,,,,,,centrum_medyczne@poczta.onet.pl,,,,flat,,,,,,geoportal.gov.pl:ortofoto,Rybnik,,,,,,18.5524335,,black,,,,,,,,,,,,,,http://centrummed.hg.pl/,,,,,,,+48324329444,,,,,,,,,,,,,,yes,doctors,,,,Niepubliczny Zakład Opieki Zdrowotnej „Centrum Medyczne”,,,,,5,,,,,,,,,,,50.0987855,yes,gray,,,,,,,,
,,,,,,,3,,,,UMrzeszow,,,,,,,,,,Józefa Poniatowskiego,,,,,"Centrum Medyczne ""Medyk""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rzeszów,,,,,,21.9962364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,50.0336941,yes,,,,,,,,,
,,,,,,,1,,,,UMRzeszow,,,,,,,,,,Fryderyka Szopena,,,,,"Centrum Medyczne ""Medyk""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rzeszów,,,,,,22.0101680,http://www.medyk.rzeszow.pl/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,4,,,,,,,,,,,50.0357288,yes,,,,,,,,,
,,,,,,,49,,,,,,,22 737 50 24,,,,,,,Puławska,,,,,"Centrum Medyczne ""Puławska""",,,05-500,,,,,,,,,,,,,,,,,,,,,,,,,piaseczno@cmp.med.pl,,,,,,,,,,,Piaseczno,,,,,,21.0181833,,,,,CMP,,,,,,,,,,,https://cmp.med.pl/,,,,,,,"+48 801 412 414, +48 22 737 50 50",,,,,,,,,,,,,,,doctors,,,,,,,,,4,,,,,,,,,,,52.0974916,yes,,,,,,doctor,,,
,,,,,,,17a,,,,,,,,,,,,,,Kopalniana,,,,,Centrum Medyczne A. J. Słowik,,,38-400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Krosno,,,,,,21.7920834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMUiA (emuia.geoportal.gov.pl),,,doctors,,,,,,,,,,,,,,,,,,,,49.6937013,yes,,,,,,,,,
,,,,,,,3,,,,,,,,,,,,,,Kolejowa,,,,,Centrum Medyczne Alergopneuma,,,21-040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Świdnik,,,,,,22.6949905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMUiA (swidnik.e-mapa.net),,,doctors,,,,,,,,,,,,,,,,,,,,51.2234416,yes,,,,,,doctor,,,
,,,,,,,18a,,,,,,,,,,,,,,Armii Krajowej,,,,,Centrum Medyczne Arnica,,,06-400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ciechanów,,,,,,20.6270395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,emuia.gugik.gov.pl,,,doctors,,,,,,,,,,,,,,,,,,,,52.8769079,yes,,,,,,,,,
,,,,,,,39,,,,,,,,,,,,,,Marii Skłodowskiej-Curie,,,,,Centrum Medyczne Bart-Med,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bydgoszcz,,,,,,18.0552258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,53.1261681,yes,,,,,,,,,
,,,,,,,110,,,,,,,,,,,,,,Karola Wojtyły,,,,,Centrum Medyczne Batowice,,,32-086,,,,,,,,,,,,,,,,,,,,,,,,,gabinet@glrbatowice.pl,,,,,,,,,,,,,,,,,20.0221140,,,,,,,,,,,,,,,,http://mcbatowice.pl,,,,,,,122859417,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,50.1135875,yes,,,,,,,,,
,,,,,,,46,,,,,,,,,,,,,,Wałbrzyska,,,,,Centrum Medyczne Damiana,,,02-739,,,,,,,wlan,,,,,,,,,,,,,,,,23582,,,,,,,,,0918123,,,,Warszawa,,,,,,21.0228489,,,,,,,,,,,,,,,,https://www.damian.pl,,,,,,,,,,,,,,,,,,,mapa.um.warszawa.pl,,yes,doctors,,,,,,,,,4,,,,,,,,,,,52.1736342,hospital,,,,,,,,,
,,,,,,,2a,,,,,,,,,,,,,,Ignacego Daszyńskiego,,,,,Centrum Medyczne Daszyńskiego (Q-MED),,,56-400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"geoportal.gov.pl, GPS",Oleśnica,,,,,,17.3878912,,,,,,,,,,,,,,,,,,,,,,,+48 71 396 21 70,,,,,,,,,,,,,,,doctors,,,,,,,,,2,,,,,,,"CM Q-MED - Daszyńskiego Oleśnica
Usługi w ramach NFZ 71 396 21 70
Usługi komercyjne 71 396 21 71
Nocna i świąteczna opieka zdrowotna 71 396 21 80 (czynna poniedziałek-piątek od 18.00 do 8.00, w soboty, niedziele i święta - całodobowo)",,,,51.2071575,yes,,,,,,doctor,,,
,,,,,,,5B,,,,,,,,,,,,,,Poziomkowa,,,,,Centrum Medyczne Dobra,,,72-003,,,,,,,,,,,,,,,,,,,,,,,17390,,,,rejestracja@cmdobra.pl,,,,,0774167,,,,Dobra,,,,,,14.3910316,http://centrummedycznedobra.pl,,,,,,,,,,+48 91 453 95 00,,,,,,,,,,,,,,,,,,,,,,,,dobraszczecinska.e-mapa.net,,,doctors,,,,,,,,,,,,,,,,,,,,53.4883593,yes,,,,,,,,,
,,,,,,,69,,,,,,,,,,,,,,Niedźwiedzia,,,,,Centrum Medyczne Dojlidy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białystok,,,,,,23.2011464,,,,,,,,,,,+48 85 732 52 44,,,,,http://www.cmdojlidy.pl/,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,53.1124166,yes,,,,,,,,,
,,,,,,,22,,,,,,,,,,,,,,Zawada-Szkolna,,,,,Centrum Medyczne Doszel,,,66-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zielona Góra,,,,,,15.5575086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,51.9927390,yes,,,,,,,,,
,,,,,,,1C,,,,,,,,,,,,,,Księdza Ignacego Skorupki,,,,,Centrum Medyczne Dr Smółka,,,32-500,,,,,,,,,,,,,,,,,,,,,,,33667,,,,,,,,,0938982,,,,Chrzanów,,,,,,19.3990074,,,,,,,,,,,,,,,,https://drsmolka.pl/,,,,,,,+48 664 959 419,,,,,,,,,,,,emuia.gugik.gov.pl,,,doctors,,,,,,,,,,,,,,,,,,,,50.1453245,yes,,,,,,,,,
,,,,,,,9,,,,,,,,,,,,,,Kościerska,,,,,Centrum Medyczne Eskulap,,,89-600,,,,,,,,,,4.84,,,,,,,,,,,,,09556,,,,,,gabled,,,,,,,Chojnice,,,,,,17.5716987,,,,,,,,,,,,,,,,http://eskulap-chojnice.pl/,,,,,,,+48 52 397 92 95,,,,,,,,,,,,mchojnice.e-mapa.net,,,doctors,,,,,,,,,,,,,,,,,,,,53.7007937,yes,,,,,,doctor,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Centrum Medyczne Falck Warszawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0023907,,,,,,,,,,,,,,,,http://www.falck.pl/pl/zdrowie/centra-medyczne/wwa-sapiezynska/,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,52.2540105,hospital,,,,,,doctor,,,
,,,,,,,17,,,,,,,,,,,,,,Adama Mickiewicza,,,,,Centrum Medyczne Familia,,,89-410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Więcbork,,,,,,17.4898671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,53.3536221,yes,,,,,,doctor,,,
,,,,,,,39,,,,,,,,,,,,,,Dworcowa,,,,,Centrum Medyczne GLOB39,,,64-500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0971531,,,,Szamotuły,,,,,,16.5845218,,,,,,,,,,Mo-Fr 07:30-18:00; Sa 08:00-11:00,,,,,,http://centrummedyczne.szamotuly.com,,,,,,,+48616342180,,,,,,,,,,,,szamotuly.e-mapa.net,,,doctors,,,,,,,,,2,,,,,,,,,,,52.6052255,yes,,,,,,,,,
,,,,,,,23/29,,,,,,,,,,,,,,Piotra Skargi,,,,,Centrum Medyczne Gajda-Med,,,06-100,,,,,,,,,,,,,,,,,,,,,,,20012,,rejestracja@gajdamed.pl,,,,,,,0930816,,,,Pułtusk,,,,,,21.0902807,,,,,,,,,,,,,,,,http://www.gajdamed.pl/,,,,,,,+48 23 692 52 21;+48 885 505 155,,,,,,,,,,,,polska.e-mapa.net,,,doctors,,,,,,,,,,,,,,,,,,,,52.7054409,yes,,,,,,doctor,,,
,,,,,,,3,,,,,,,,,,,,,,Oświęcimska,,,,,Centrum Medyczne IGAMED,,,32-500,,,,,,,,,,,,,,,,,,,,,,,15440,,,,,,,,,0938982,,,,Chrzanów,,,,,,19.3984809,,,,,,,,,,Mo-Fr 07:00-20:00,,,,,,https://www.igamed.pl/,,,,,,,+48 32 728 06 06,,,,,,,,,,,,emuia.gugik.gov.pl,,,doctors,,,,,,,,,,,,,,,,,,,,50.1425551,yes,,,,,,,,,
,,,,,,,18,,,,,,,,,,,,,,Fromborska,,,,,Centrum Medyczne IKAR,,,85-724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bydgoszcz,,,,,,18.0501194,,,,,,,,,,,,,,,,http://www.ikar.bydgoszcz.pl,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,53.1231105,yes,,,,,,doctor,,,
,yes,,,,,,61,,,,,,,,,,,,,,Tatrzańska,,,,,Centrum Medyczne Intermed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Łódź,,,,,,19.4943294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,51.7438512,yes,,,,,,,,,
,,,,,,,24,no,,,,,,,,,,,,,Warszawska,,,,,Centrum Medyczne Jaktorów,,,96-313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chylice-Kolonia,,,,,,20.5552314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,52.0865192,yes,,,,,,,,,
,,,,,,,18,,,,,,,,,,,,,,Platanowa,,,,,Centrum Medyczne Kamionki,,,62-023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0586520,,,,Kamionki,,,,,,16.9814932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,52.2916270,yes,,,,,,doctor,,,
,,,,,,,4,,,,,,,,,,,,,,Wielkiej Niedźwiedzicy,,,,,Centrum Medyczne Kopernik,,,44-117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gliwice,,,,,,18.6548954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMUiA (emuia.gugik.gov.pl),,,doctors,,,,,,,,,,,,,,,,,,,,50.3208741,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Centrum Medyczne Laser Med,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.2558172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,50.3570184,yes,,,,,,doctor,,,
,,,,,,,4,,,,http://sdi.opolskie.pl/mapa_bazowa/request.aspx,,,,,,,,,,Ludwika Waryńskiego,,,,,"Centrum Medyczne Lucyna, Andrzej Dymek",,,47-120,,,,,,,,,,,,,,,,,,,,,,,,,zawadzkie@centrummedyczne.com,,,,,,,,,,,Zawadzkie,,,,,,18.4753526,,,,,,,,,,,+48 77 462 20 65,,,,,http://www.centrummedyczne.com.pl,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,50.6121952,yes,,,,,,,,,
,,,,,,,8,,,,,,,,,,,,,,Kasztanowa,,,,,Centrum Medyczne Marki,,,05-270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marki,,,,,,21.1174558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,52.3421457,yes,,,,,,,,,
,,,,,,,12,,,,UM Jaworzno;local knowledge,,,,,,,,,,Nadbrzeżna,,,,,Centrum Medyczne Marmedicam Sp. z o.o. Sp. k.,,,43-602,,,,,,,,,,,,,,,,,"oświata, nauka i kultura lub budynek sportowy",,,,,,,,,,,,,,,,,,,Jaworzno,,,,,,19.2535572,,,,,,,,,,Mo-Fr 08:00-18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,2.0,,,,,,,,brick,,,50.2491939,yes,,,,,,doctor,,,
,,,,,,,2d,,,,,,,,,,,,,,Franciszka Żwirki i Stanisława Wigury,,,,,Centrum Medyczne Medi-Sfera,,,32-600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oświęcim,,,,,,19.2257583,,,,,,,,,,,,,,,,,,,,,,,+48 33  843 45 00,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,50.0398757,yes,,,,,,,,,
,,,,,,,11,,,,,,,,,,,,,,Generała Tadeusza Kutrzeby,,,,,Centrum Medyczne Medica,,,09-410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Płock,,,,,,19.7588919,,,,,,,,,,Mo-Fr 07:00-18:00,,,,,,https://cmmedica.pl/,,,,,,,,,Orlen Medica,,,,,,,,,,EMUiA (emuia.gugik.gov.pl),,,doctors,,,,,,,,,,,,,,,,,,,,52.5385219,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Centrum Medyczne Medyk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0178921,,,,,,,,,,,,,,,,www.medyk.rzeszow.pl,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,5,,,,,,,,,,,50.0207429,commercial,,,,,,,,,
,,,general,,,,18,,,,,,,,,,,,,,1 Maja,,,,,Centrum Medyczne NZOZ METUS oraz Gabinet Kosmetologii i Medycyny Estetycznej REVITAMED,,,43-246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strumień,,,,,,18.7595612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,49.9164071,yes,,,,,,clinic,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Centrum Medyczne OLMED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5734182,,,,,,,,,,,,,,,,https://olmed.net.pl/,,,,,,,,,,,,,,,,,,yes,,,,doctors,,,,,,,,,,,,,,,,,,,,51.7532523,yes,,,,,,,,,
,,,,,,,20,,,,,,,,,,,https://www.facebook.com/centrummedyczneprofemina/,,,Świętego Jacka,,,,,Centrum Medyczne PRO-FEMINA Filia św. Jacka,,,84-200,,,,,,,,,,,,,,,,,,,,,,,,,info@pro-femina.pl,,,,,,,,,,,Wejherowo,,,,,,18.2354257,,,,,,,,,,,,,,,,http://www.pro-femina.pl/,,,,,,,798 255 984,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,54.5996774,yes,,,,,,doctor,PL,,
,,,endocrinology;dermatology;neurology;cardiology;gynaecology;orthopedics;surgery,,,,24a,,,,,,,,,,,,,,Rozrywka,,,,,Centrum Medyczne PROMED,,,31-419,tar_paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,flat,,,,,,,Kraków,,,,,,19.9766692,,gray,,5.3,,,,,,,,,,,,,,,,,Śródmieście,,,,,,,,,,,,,,,,,doctors,,,,,,,,Prądnik Czerwony,1,,,,,,,,,,,50.0934630,commercial,,,,,,doctor,PL,,
,,,,,,,2a,,,,,,https://images.mapillary.com/nF0eJTy-2XnJAgNTnbZAuQ/thumb-2048.jpg,,,,,https://www.facebook.com/perinatea/,,,Bohaterów Getta,,,,,Centrum Medyczne Perinatea,,,67-100,,,,,,,,,,,,,,,,,,,,,https://www.mapillary.com/map/im/nF0eJTy-2XnJAgNTnbZAuQ,,,,,,,,,,,,,,,Nowa Sól,,,,,,15.7242605,,,,,,,,,,,,,,,,www.perinatea.pl,,,,,,,+48  530 979 200,,,,,,,,,,,,emuia.gugik.gov.pl,,,doctors,,,,,,,,,,,,,,,,,,,,51.8059364,yes,,"https://dolny-slask.org.pl/5676040,Nowa_Sol,Budynek_nr_2_2a_dawny_magazyn_soli.html",,,,doctor,,,
,,,,,,,10,,,,,,,,,,,,,,Poznańska,,,,,Centrum Medyczne Provit,,,62-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0595358,,,,Chludowo,,,,,,16.8437196,,,,,,,,,,Mo-Fr 08:00-18:00; Sa-Su off,,,,,,,,,,,,,+48 61 811 65 31,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,52.5563389,yes,,,,,,,,,
,,,,,,,61,,,,,,,,,,,,,,Klonowa,,,,,Centrum Medyczne Przychodnia Medycyny Rodzinnej,,,20-258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turka,,,,,,22.6611287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wolka.e-mapa.net,,,doctors,,,,,,,,,,,,,,,,,,,,51.2787373,yes,,,,,,,,,
,,,,,,,58,,,,,,,,,,,,,,Pszczelarska,,,,,Centrum Medyczne Pszczelarska,,,43-215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jankowice,,,,,,18.9843547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,1,,,,,,,,,,,49.9976979,commercial,,,1,,,,,,
,,,,,,,5,,,,,,,,,,,,,,Gwiaździsta,,,,,Centrum Medyczne Rehabilis,,,01-651,,,,,,,,,,,,,,,,,,,,,,,06422,,,,recepcja@rehabilis.eu,,,,,0918123,,,,Warszawa,,,,,,20.9896956,http://www.rehabilis.eu/,,,,,,,,,Mo-Fr 08:00-20:00; Sa09:00-13:00,+48 22 463 46 70,,,,,,,,,,,,,,,,,,,,,,,,mapa.um.warszawa.pl,,,doctors,,,,,,,,,,,,,,,,,,,,52.2764211,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Centrum Medyczne Remedium Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0115372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,53.1328676,yes,,,,,,doctor,,,
,,,,,,,80a,,,,,,,,,,,,,,Gdańska,,,,,Centrum Medyczne Remedium Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fence,,,,,,,,,,Bydgoszcz,,,,,,18.0109587,,,,,,,,,,,,,,,,http://www.remediumclinic.pl,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,53.1329115,,,,,,,doctor,,,
,,,,,,,9,,,,,,,,,,,,,,Dworcowa,,,,,Centrum Medyczne Salus,,,57-340,,,,,,,,,,,,,,,,,,,,,,,04434,,,,awojtasik@saluscm.pl,,,,,0983913,,,,Duszniki-Zdrój,,,,,,16.3850267,,,,,,,,,,,+48 746404444,,,,,https://saluscm.pl/,,,,,,,,,,,,,,,,,,,emuia.gugik.gov.pl,,,doctors,,,,,,,,,,,,,,,,,,,,50.4065590,commercial,,,,,,,,,
,,,,,,,4A/7,,,,,,,,,,,,,,Kardynała Stefana Wyszyńskiego,,,,,Centrum Medyczne Smoczka,,,39-300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mielec,,,,,,21.4662790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,50.2840482,yes,,,,,,,,,
,,,,,,,5,,,,,,,,,,,,,,Lipowa,,,,,Centrum Medyczne Starówka,,,08-300,,,,,,,,,,,,,,,,,,,,,,,11139,,,,,,,,,0975760,,,,Sokołów Podlaski,,,,,,22.2482474,,,,,,,,,,Mo-Fr 08:00-18:00,,,,,,https://www.starowkanzoz.pl/,,,,,,,+48 25 7813133,,,,,,,,,,,,emuia.gugik.gov.pl,,yes,doctors,,,,,,,,,,,,,,,,,,,,52.4081203,yes,,,,,,doctor,,,
,,,,,,,25,,,,,,,,,,,,,,Antoniego Abrahama,,,,,Centrum Medyczne VII Dwór,,,80-307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gdańsk,,,,,,18.5684666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urząd Miasta Gdańsk,,,doctors,,,,,,,,,,,,,,,,,,,,54.3895435,yes,,,,,,,PL,,
