shop,building:part,indoor,payment:cash,ref:addr,addr:housenumber,payment:debit_cards,addr:state,source,drive_in,short_name,addr:street,source:name,fixme,name,designation,level,addr:postcode,roof:material,payment:credit_cards,roof:orientation,source:user,payment:mastercard,recycling:drugs,amenity_1,building:usage:pl,description,payment:maestro,3dr:type,brand:wikidata,addr:street:sym_ul,ref,email,barrier,contact:email,addr:province,roof:shape,building:use,addr:city:simc,atm,source:geometry,payment:visa_electron,addr:city,source:building,payment:visa_debit,source_ref,drive_through,lon,contact:website,roof:colour,height,operator,name:pl,brand:wikipedia,area,opening_hours,contact:phone,addr:housename,building.source:levels,start_date,website,brand,addr:subdistrict,phone,smoking,emuia:id,room,buildingpart,dispensing,landuse,roof:levels,amenity,source:opening_hours,payment:notes,building:use:pl,source:amenity,addr:district,building:levels,note,ref:source,source:addr,building:material,source_ref:name,payment:visa,lat,payment:telephone_cards,building,building:colour,payment:coins,url,wheelchair,addr:place,building:levels:underground,healthcare,addr:country
,,,,,3,,,http://www.szamotuly.pl/pl/apteki.html,,,Mikołaja Kopernika,,,Pod Saturnem,,,64-500,,,,,,,,,,,,,,,,,,,,,,,,,Szamotuły,,,,,16.5744960,,,,,,,,Mo-Fr 8:00-18:00; Sa 8:00-14:00,,,,,,,,+48612922497,,,,,,,,pharmacy,,,,,,,,,,,,,52.6204894,,yes,,,,,,,pharmacy,
,,,,,307,,,,,,Piotrkowska,,,Pod Złotym Lwem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4620092,,,6,,,,,,,,survey,,,,,,,,,,,,,pharmacy,,,,,,1,,,,,,,51.7426342,,yes,,,,,,,,
,,,,,82,,,,,,Konstytucji 3 Maja,,,Pod Złotą Wagą,,,58-540,,,,,,,,,,,,,09213,,,,,,,,0936032,,,,Karpacz,,,,,15.7430035,,,,,,,,Mo-Fr 09:00-20:00; Sa 09:00-15:00; Su 09:00-13:00; PH 09:00-13:00,,,,,,,,+48757619312,,,,,,,,pharmacy,,,,,,,,,karpacz.e-mapa.net,,,,50.7763999,,yes,,,,,,,,
,,,,,23,,,,,,Kościelna,,,Pod św. Nepomucenem,,,59-600,,,,zVID,,,,,,,,,,,,,,,half-hipped,,,,geoportal.gov.pl:ortofoto,,Lwówek Śląski,,,,,15.5831685,,red,,,,,,24/7,,,,,,,,+48 75 782 42 07,,,,,yes,,,pharmacy,,,,,,4,,,,,,,51.1113078,,apartments,yellow,,,,,,pharmacy,
,,,,,17,,,,,,Aleje 1000-lecia,,,Prywatna,,,32-300,,,,,,,,,,,,,0000004,,,,,,,,0941777,,,,Olkusz,,,,,19.5673923,,,,Aleksandra Woszczek,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,emuia.gugik.gov.pl,,,,50.2694351,,yes,,,,,,,,
,,,,,27,,,,,,Aleja Odrodzenia,,,Przy Alei,,,82-300,,,,,,,,,,,,,,,,,,,,,,,,,Elbląg,,,,,19.4036154,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,54.1870589,,yes,,,,,,,pharmacy,
,,,,,16a,,,,,,Dworcowa,,,Przy Kościele,,,64-500,,,,,,,,,,,,,,,,,,,,,0971531,,,,Szamotuły,,,,no,16.5812390,,,,,,,,Mo-Su 7:00-22:00,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,52.6078373,,retail,,,,,,,,
,,,,,3,,,survey,,,Nowa,,,Przy Przychodni,,,89-240,,,,,,,,,,,,,,,,,,,,,,,geoportal.gov.pl:BDOT,,Kcynia,,,,,17.4943187,,,,,,,,Mo-Fr 08:00-16:00; Sa-Su off,,,,,,,,+48 52 320 46 94,,,,,yes,,,pharmacy,,,,,,,,,kcynia.e-mapa.net,,,,52.9927121,,residential,,,,,,,,
,,,,,2,,,www.geoportal.gov.pl,,,Krakowska,,,Przy Rynku,,,32-340,,,,,,,,,,,,,09796,,,,,,,,0945315,,,,Wolbrom,,,,,19.7588466,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,emuia.gugik.gov.pl,,,,50.3851373,,yes,,,,,,,pharmacy,
,,,,,32A,,,,,,Marii Skłodowskiej-Curie,,,Przy przychodni,,,76-150,,,,,,,,,,,,,,,,,,,,,,,,,Darłowo,,,,,16.4123885,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,54.4185462,,yes,,,,,,,,
,,,,,3,,,,,,Turecka,,,Przyjazna,,,99-210,,,,,,,,,,,,,,,uniejow@przyjazneapteki.com.pl,,,,,,,,,,Uniejów,,,,,18.7930206,,,,,,,,Mo-Fr 08:00-20:00; Sa 08:00-17:00; Su 09:00-14:00,,,,,,,,+48 63 278 88 86,,,,,yes,,,pharmacy,,,,,,,,,,,,,51.9729536,,yes,,,,yes,,,,
,,,,,,,,,,,,,,Przyjazna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5014754,,,,,,,yes,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,51.0149110,,,,,,,,,,
,,,,,7b,,,http://sdi.opolskie.pl/mapa_bazowa/request.aspx,,,Józefa Ignacego Kraszewskiego,,,Przyjazna,,,48-340,,,,,,,,,,,,,,,,,,,,,,,,,Głuchołazy,,,,,17.3774996,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,http://www.rejestrymedyczne.csioz.gov.pl/rejestr-aptek,,,,,,,,,50.3171723,,yes,,,,,,,,
,,,,,9,,,,,,Leśna,,,Punk Medyczny,,,76-002,,,,,,,,,,,,,,,,,,,,,,,,,Łazy,,,,,16.1986663,,,,,,,,Mo-Su 09:00-21:00,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,mielno.e-mapa.net,,,,54.3090418,,yes,,,,,,,,
,,,,,,,,,,,,,,Punkt Aptczny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9840256,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,49.9714576,,yes,,,,,,,,
,,,,,53,,,,,,Wiejska,,,Punkt Apteczny,,,73-115,,,,,,,,,,,,,,,,,,,,,,,,,Dolice,,,,,15.2065688,,,,,,,,mo-fr 08:00-17:00; sa 09:00-12:00,,,,,,,,+48915640049,,,,,,,,pharmacy,,,,,,,,,dolice.e-mapa.net,,,,53.1866778,,residential,,,,,,,,
,,,,,,,,,,,,,,Punkt Apteczny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.2721415,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,51.6191916,,yes,,,,,,,,
,,,yes,,4a,yes,,,,,Turecka,,,Punkt Apteczny,,,62-709,,yes,,,,,,,,,,,,,,,,,,,,,,,Malanów,,,,,18.3924070,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,malanow.e-mapa.net,,,,51.9532308,,yes,,,,,,,pharmacy,
,,,,,,,,,,,,,,Punkt Apteczny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.2378210,,,,,,,,Mo-Fr 08:00-17:00; Sa 08:00-13:00,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,49.7743809,,yes,,,,,,,pharmacy,
,,,,,2A,,,,,,Kosynierów,,,Punkt Apteczny,,,66-008,,,,,,,,,,,,,09501,,,,,,,,0914881,,,,Świdnica,,,,no,15.3901926,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,swidnica.e-mapa.net,,,,51.8877984,,yes,,,,,,,pharmacy,
,,,,,,,,,,,,,,"Punkt Apteczny ""Słoneczny""",,,,,,,,,,,,,,,,,,,,punktapteczny.legowo@gmail.com,,,,,,,,,,,,,18.6419202,,,,,,,,Mo-Fr 09:00-19:00; Sa 09:00-14:00; PH off,58 741 25 94,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,54.2269759,,yes,,,,,,,pharmacy,
,,,,,,,,,,,,,,Punkt Apteczny - Apteki Słoneczne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0670243,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,50.6912427,,yes,,,,,,,,
,,,,,15,,,,,,Poznańska,,,Punkt apteczny,,,64-708,,,,,,,,,,,,,,,,,,,,,,,,,Huta,,,,,16.6804585,,,,,Punkt apteczny,,,Mo-Fr 10:00-15:00; Sa 09:00-12:00,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,czarnkow.e-mapa.net,,,,52.8667506,,retail,,,,,,,,
,,,,,101,,,,,,Kaliska,,,Punkt apteczny,,,62-860,,,,,,,,,,,,,,,,,,,,,,,,,Szałe,,,,,18.1582494,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,51.7234852,,yes,,,,,,,,
,,,,,147,,,,,,,,,Punkt apteczny,,,23-310,,,,,,,,,,,,,,,,,,,gabled,,0799919,,,,,,,,,22.3975821,,,,mgr farm. Marta Widz,,,,mo-fr 08:00-15:00; sa 08:30-12:00,,,,,,,,,,,,,yes,,1,pharmacy,,,,,,1,,,modliborzyce.e-mapa.net,,,,50.7908860,,detached,,,,yes,Wierzchowiska Pierwsze,,,
,,,,,,,,,,,,,,Punkt apteczny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.3951845,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,52.0114521,,retail,,,,,,,,
,,,,,137,,,,,,Główna,,,Punkt apteczny,,,42-256,,,,,,,,,,,,,05635,,,,,,,,0140876,,,,Zrębice Pierwsze,,,,,19.3308771,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,olsztynczestochowski.e-mapa.net,,,,50.7257376,,yes,,,,,,,,
,,,,,5,,,,,,Pszczyńska,,,"Punkt apteczny ""Delfin""",,,43-254,,,,,,,,,,,,,,,,,,,,,,,,,Warszowice,,,,no,18.7142878,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,49.9924120,,yes,,,,,,,,
,,,,,2A,,,,,,21 Stycznia,,,"Punkt apteczny ""Familijny""",,,62-874,,,,,,,,,,,,,,,,,,,,,,,,,Brzeziny,,,,,18.2560220,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,brzezinykaliskie.e-mapa.net,,,,51.5958529,,yes,,,,,,,,
,,,,,,,,uhul:ortofoto,,,1 Maja,,,Punkt apteczny - Apteka u Tomka,,,44-340,,,,,,,,,,,,,,,,,,,,,,,,,Godów,,,,,18.4852521,,,,,,,,,,,,,,,,+48 32 476 52 22,,,,,yes,,,pharmacy,,,,,,,,,,,,,49.9174020,,yes,,,,,,,pharmacy,
,,,,,96,,,,,,,,,Punkt apteczny Apsik,,,58-422,,,,,,,,,,,,,,,,,,,,,0190495,,"geoportal.gov.pl, GPS",,,,,,,15.9308975,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,emuia.gugik.gov.pl,,,,50.7143971,,yes,,,,,Miszkowice,,,
,,,,,5,,,http://sdi.opolskie.pl/mapa_bazowa/request.aspx,,,Prudnicka,,,Punkt apteczny Pod Feniksem,,,48-325,,,,,,,,,,,,,,,,,,,,,,,,,Ścinawa Mała,,,,,17.5451666,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,http://www.rejestrymedyczne.csioz.gov.pl/rejestr-aptek,,,,,,,,,50.4205086,,commercial,,,,,,,,
,,,,,75,,,http://sdi.opolskie.pl/mapa_bazowa/request.aspx,,,,,,Punkt apteczny Strama Natalia,,,48-314,,,,,,,,,,,,,,,,,,,,,0501498,,,,,,,,,17.3471272,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,http://www.rejestrymedyczne.csioz.gov.pl/rejestr-aptek,,,,,pakoslawice.e-mapa.net,,,,50.5462235,,yes,,,,,Reńska Wieś,,,
,,,,,,,,,,,,,,Punkt apteczny Zawada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5609074,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,51.9865378,,residential,,,,,,,,
,,,,,,,,,,,,,,Punkt apteczny św. Brunona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.8740431,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,53.9427790,,yes,,,,,,,,
,,,,,13,,,geoportal.gov.pl,,,Kardynała Stefana Wyszyńskiego,,,Remedium s.c. Apteka,,,58-100,,,,,,,,,,,,,,,,,,,,,,,"geoportal.gov.pl, GPS",,Świdnica,,,,,16.4665449,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,50.8480979,,yes,,,,,,,pharmacy,
,,,,,4,,,,,,Pleszewska,,,Retiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chocz,,,,,17.8690186,,,,,,,,Mo-Fr 08:00-20:00; Sa 08:00-14:00,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,EMUiA (chocz.e-mapa.net),,,,51.9762257,,yes,,,,,,,pharmacy,
,,,,,12,,,,,,Starościńska,,,Rodzinna,,,62-820,,,,,,,,,,,,,,,,,,,,,,,,,Stawiszyn,,,,,18.1067132,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,stawiszyn.e-mapa.net,,,,51.9177397,,yes,,,,,,,,
,,,,,26b,,,gis.um.szczecin.pl,,,Profesora Krzysztofa Marlicza,,,Rodzinna,,,,,,,,,,,Handlowo-usługowy,,,,,,,,,,,,,,,,,,,,,,14.4927019,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,1,,,,,,,53.4536812,,retail,,,,,,,,
,,,,,36,,,,,,20 Października,,,Rodzinna,,,63-000,,,,,,,,,,,,,,,,,,,,,,,,,Środa Wielkopolska,,,,,17.2764785,,,,,,,,Mo-Fr 08:00-20:00; Sa 08:00-14:00,,,,,,,,+48 612865299,,,,,yes,,,pharmacy,,,,,,,,,EMUiA (emuia.gugik.gov.pl),,,,52.2246544,,commercial,,,,,,,,
,,,,,19a,,,geoportal.gov.pl:ortofoto,,,Henryka Wieniawskiego,,,Rodzinna,,,76-150,,,,,,,,,,,,,,,,,,,,,,,,,Darłowo,,,,,16.4160448,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,54.4227386,,yes,,,,,,,,
,,,,,15,,,survey,,,Kupiecka,,,Rosa,,,62-020,,,,,,,,,,,,,,,,,,,,,0971502,,Powiat Poznański: Budynki,,Swarzędz,,,,,17.0707420,,,,"""Rosa"" Kominek sp. j.",,,,Mo-Fr 08:00-20:00; Sa 08:00-15:00; Su off,,,,,,,,+48616100114,,,,,,,,pharmacy,,,,,,,,,,,,,52.3967385,,yes,,,,,,,,PL
,yes,,,,,,,,,,,,,Sana,,,,,,,,,,,,,,,,,,,,,,flat,,,,,,,,,,no,18.6058847,,,,Sinkiewicz D.,,,,Mo-Fr 08:00-20:00; Sa 09:00-15:00,,,,,,,,,,,,,yes,,,pharmacy,,,,,,1,,,,,,,54.3864174,,,,,,,,,pharmacy,
,,,,,1,,,,,,Plac Tadeusza Kościuszki,,,Sokrates,,,16-150,,,,,,,,,,,,,33975,,,,,,,,0041312,,,,Suchowola,,,,,23.1055062,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,suchowola.e-mapa.net,,,,53.5779737,,yes,,,,,,,pharmacy,
,,,,,8,,,,,,Niedziałkowskiego,,,Stokrotka,,,87-200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9500222,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,53.2767742,,,,,,no,,,pharmacy,
,,,,,,,,,,,,,,Stylowa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.8126539,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,51.6400195,,yes,,,,,,,,
,,,,,129a,,,,,,Grunwaldzka,,,Stylowa 2,,,64-100,,,,,,,,,,,,,,,,,,,,,,,,,Leszno,,,,,16.5870953,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,51.8441929,,yes,,,,,,,,
,,room,,,,,,,,,,,,Super-Pharm,,,,,,,,,,,,,,,,,111,,,,,,,,,,,,,,,,19.4171063,http://www.superpharm.pl,,,,,,,,+48422037210,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,51.7045251,,,,,,,,,pharmacy,
,,,,,2,,,,,,Aleja Unii Lubelskiej,,,Super-Pharm,,0,20-108,,,,,,,,,,,,,,,,,,,,,,,,,Lublin,,,,,22.5766096,,,,,,,,Mo-Sa 09:00-21:00; Su 09:00-20:00,,,,,,,,,,,,room,yes,,,pharmacy,,,,,,,,,,,,,51.2492378,,,,,,yes,,,,
chemist,,,,,42,,,,,,Półwiejska,,,Super-Pharm,,,61-888,,,,,,,,,,,,,,,,,,,,,,,,,Poznań,,,,,16.9275338,,,,,,,,,,,,,,,,,,,,room,,,,pharmacy,,,,,,,,,,,,,52.4010763,,,,,,,,,,
,,,,,,,,,,,,,,Super-Pharm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9199720,,,,,,,,,,,,,,,,,,,,room,yes,,,pharmacy,,,,,,,,,,,,,50.3471781,,,,,,,,,pharmacy,
chemist,,,,,42,,,,,,Półwiejska,,,Super-Pharm,,,61-888,,,,,,,,,,,,,,,,,,,,,,,,,Poznań,,,,,16.9249709,,,,,,,,Mo-Sa 09:00-21:00; Su 10:00-20:00,,,,,https://www.superpharm.pl/,,,+48 61 667 35 44,,,,room,yes,,,pharmacy,,,,,,,,,,,,,52.4024882,,,,,,yes,,,,PL
,,,,,1,,,,,,Bonawentury Graszyńskiego,,,Szafirowa,,,62-095,,,,,,,,,,,,,,,apteka.szafirowa@op.pl,,,,,,0971152,,,,Murowana Goślina,,,,,17.0147486,,,,,,,,Mo-Fr 08:00-19:30; Sa 08:00-13:00; Su off,,,,,,,,+48 61 811 31 02,,,,,yes,,,pharmacy,,,,,,,,,EMUiA (murowanagoslina.e-mapa.net),,,,52.5747568,,yes,,,,,,,pharmacy,PL
,,,,,19,,,,,,Legionów Polskich,,,Szlachetne Zdrowie,,,84-300,,,,,,,,,,,,,,,,,,,,,,,,,Lębork,,,,,17.7386584,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,1,,,,,,,54.5332007,,yes,,,,,,,,
,,,,,2,,,,,,Czerwonego Krzyża,,,Szmaragdowa,,,62-025,,,,,,,,,,,,,,,,,,,,,0970885,,,,Kostrzyn,,,,,17.2256674,,,,,,,,,,,,,,,,+48 61 818 88 57,,,,,yes,,,pharmacy,,,,,,,,,EMUiA (kostrzyn.e-mapa.net),,,,52.3998979,,yes,,,,,,,pharmacy,
,,,,,10,,,,,,Ludwikowska,,,Słoneczna,,,56-400,,,,,,,,,,,,,,,,,,,,,,,"geoportal.gov.pl, GPS",,Oleśnica,,,,,17.3756151,,,,,,,,,,,,,,,,713968371,,,,,,,,pharmacy,,,,,,,,,,,,,51.1988290,,yes,,,,,,,pharmacy,PL
,,,,,,,,,,,,,,Słoneczna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9133640,,,,,,,,"Mo-Fr 07:00-21:00, Sa 08:00-15:00",,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,50.0886203,,yes,,,,,,,,
,,,,,3,,,,,,Tadeusza Kościuszki,,,Słoneczna,,,63-700,,,,,,,,,,,,,09572,,,,,,,,0936931,,,,Krotoszyn,,,,,17.4384155,,,,,,,,Mo-Fr 08:00-20:00; Sa 08:00-14:00,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,krotoszyn.e-mapa.net,,,,51.6940872,,yes,,,,,,,,
,,,,,2,,,,,,Rynek,,,Tania Apteka,,,08-530,,,,,,,,,,,,,19253,,,,,,,,0955740,,,,Dęblin,,,,,21.8643047,,,,,,,,Mo-Fr 08:00-20:00; Sa 08:00-17:00,,,,,,,,+48818883207,,,,,,,,pharmacy,,,,,,,,,deblin.e-mapa.net,,,,51.5619991,,yes,,,,yes,,,,
,,,,,16,,,,,,Lotników,,,Targowa,,,68-200,,,,,,,,,,,,,11275,,,,,,,,0988684,,,,Żary,,,,,15.1314463,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,mzary.e-mapa.net,,,,51.6391107,,yes,,,,,,,,
,,,,,9,,,,,,Plac Kościuszki,,,Twoja Apteka,,,34-100,,,,,,,,,,,,,,,,,,,,,,,,,Wadowice,,,,,19.4922894,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,EMUiA (wadowice.e-mapa.net),,,,49.8815107,,yes,,,,,,,,
,,,,,63,,,,,,Bartosza Głowackiego,,,Twoja Apteka,,,63-400,,,,,,,,,,,,,,,,,,,,,,,,,Ostrów Wielkopolski,,,,,17.7826090,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,51.6565020,,yes,,,,,,,pharmacy,
,,,,,1,,,,,,Rynek,,,Utis,,,66-120,,,,,,,,,,,,,,,,,,,,,,,,,Kargowa,,,,,15.8609242,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,kargowa.e-mapa.net,,,,52.0714994,,yes,,,"https://dolny-slask.org.pl/949140,foto.html?idEntity=3792753",,,,,
,,,,,78,,,,,,,,,VITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4578226,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,49.9220943,,yes,,,,,Smarżowa,,,
,,,,,14,,,,,,Kościelna,,,Valeo,,,62-860,,,,,,,,,,,,,,,,,,,,,,,,,Tłokinia Kościelna,,,,,18.1663743,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,51.7561446,,yes,,,,,,,,
,,,,,3,,,,,,Różana,,,Ventriculus,,,64-100,,,,,,,,,,,,,,,,,,,,,,,,,Leszno,,,,,16.5691983,,,,,,,,,,,,,,,,,,,,,no,,,pharmacy,,,,,,,,,,,,,51.8422334,,yes,,,,,,,,PL
,,,,,37,,,survey,,,Główna,,Duplicate address in import (zdublowany adres w promieniu 100 metrów; do weryfikacji),Verbena,,,55-080,,,,,,,,,,,,,05635,,,,,,,,0875187,,,,Smolec,,,,,16.8793568,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,emuia.gugik.gov.pl,,,,51.0721309,,yes,,,,,,,,
,,,,,81,,,,,,Główna,,,Viola,,,55-120,,,,,,,,,,,,,,,,,,,,,,,,,Pęgów,,,,,16.9321981,,,,,,,,,+48 71 3107231,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,51.2458394,,yes,,,,,,,,
,,,,,20-24,,,,,,Polskiej Organizacji Wojskowej,,,Viola,,,96-300,,,,,,,,,,,,,,1116933,,,,,,,0977210,,,,Żyrardów,,,,,20.4440466,,,,,,,,"Mo-Fr 08:30-18:00, Sa 08:30-14:00",,,,,,,,+48 46 855 67 22,,,,,yes,,,pharmacy,,,,,,,,http://www.rejestrymedyczne.csioz.gov.pl/ra.html,zyrardow.e-mapa.net,,,,52.0516604,,yes,,,,yes,,,,
,,,,,5,,,,,,Filipa de Girarda,,,Vitaminka,,,96-300,,,,,,,,,,,,,,1179305,,,,,,,0977210,,,,Żyrardów,,,,,20.4433465,,,,,,,,,,,,,,,,+48 601 310 288,,,,,yes,,,pharmacy,,,,,,,,http://www.rejestrymedyczne.csioz.gov.pl/ra.html,,,,,52.0661766,,,,,,,,,,
,,,,,3,,,survey,,,Rynek,,,W Centrum,,,59-730,,,,,,,,,,,,,,,,,,,,,,,,,Nowogrodziec,,,,,15.3975586,,,,,,,,Mo-Fr 08:00-18:00; Sa 08:00-15:00; Su off,,,,,,,,,,,,,,,,pharmacy,,,,,,4,,,emuia,,,,51.1973539,,apartments,,,,,,,pharmacy,
,,,,,11D,,,Bing,,,Eugeniusza Kwiatkowskiego,,,W Osowej,,,80-299,,,,,,,,,,,,,,,,,,,,,,,,,Gdańsk,,,,,18.4684883,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,Urząd Miasta Gdańsk,,,,54.4309995,,yes,,,,,,,,PL
,,,,,,,,,,,Plac Wolności,,,W Rynku,,,59-602,,,,,,,,,,,,,,,,,,,,,,,,,Lwówek Śląski,,,,,15.5849154,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,51.1112642,,,,,,,,,pharmacy,
,,,,,,,,,,,,,,Willowa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.1636671,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,50.9583312,,yes,,,,,,,,
,,,,,118b,,,,,,,,,Wiosenny,,,56-400,,,,,,,,,,,,,,,,,,,,,,,,,Boguszyce,,,,,17.4031200,,,,,,,,,,,,,,,,713147100,,,,,,,,pharmacy,,,,,,,,,olesnicaolesnicki.e-mapa.net,,,,51.2231714,,yes,,,,,Boguszyce,,pharmacy,PL
,,,,,4,,,,,,plac Wolności,,,Witaminka,,,62-635,,,,,,,,,,,,,,,,,,,,,,,,,Przedecz,,,,,18.8983084,,,,,,,,Mo-Fr 08:00-16:00; Sa 08:00-13:00,,,,,,,,,,,,,yes,,,pharmacy,,,,,,2,,,,,,,52.3345883,,retail,,,,,,,pharmacy,
,,,,,,,,,,,,,,Z Pasją,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8547252,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,54.5778149,,retail,,,,,,,pharmacy,
,,,,,16B,,,http://www.czerwonak.pl/mieszkaniec/pl/niezbednik/zdrowie.html,,,Osiedle Leśne,,,Z Sercem,,,62-028,,,,,,,,,,,,,,,,,,,,,0582048,,,,Koziegłowy,,,,,16.9967698,,,,,,,,Mo-Fr 08:00-20:30; Sa 09:00-18:00; Su 11:00-15:00,,,,,,,,+48 61 892 80 26,,,,,yes,,,pharmacy,,,,,,,,,EMUiA (czerwonak.e-mapa.net),,,,52.4494836,,yes,,,,,,,,PL
,,,,,66A,,,,,,Jagiellońska,,,Za grosze,,,03-468,,,,,,,,,,,,,07029,,,,,,,,0918123,,,,Warszawa,,,,,21.0224093,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,mapa.um.warszawa.pl,,,,52.2624840,,yes,,,,,,,,
,,,,,44,,,,,,Zdrojowa,,,Zdrojowa,,,87-720,,,,,,,,,,,,,,,,,,,,,,,,,Ciechocinek,,,,,18.7872129,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,52.8764377,,yes,,,,yes,,,,
,,,,,2,,,UM Zielona Góra,,,Zdrojowa,,,Zdrojowa,,,65-142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5185959,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,51.9567330,,yes,,,"https://dolny-slask.org.pl/973537,foto.html?idEntity=562943",,,,pharmacy,
,,,,,2,,,,,,Plac Wolności,,,Zdrowie,,,62-860,,,,,,,,,,,,,24685,,,,,,,,0205386,,,,Opatówek,,,,,18.2138880,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,emuia.gugik.gov.pl,,,,51.7399161,,yes,,,,,,,,
,,,,,4,,,,,,Henryka Sienkiewicza,,,Zdrowie,,,43-502,,,,,,,,,,,,,,,,,,,,,,,,,Czechowice-Dziedzice,,,,,19.0121417,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,49.9134854,,yes,,,,,,,,
