shop,seasonal,healthcare:speciality,building:part,postal_code,rooms,educamadrid:codigo_postal,name:ca,addr:housenumber,educamadrid:transporte,ele,source,emergency_telephone_code,educamadrid:cod_centro,contact:website,fax,short_name,sorting_name,material,educamadrid:nombre_via,wheelchair:description,addr:street,colour,fixme,name:en,contact:fax,name,designation,addr:postcode,roof:material,roof:orientation,educamadrid:horario_amp,name:eu,name:es,internet_access,name:ar,educamadrid:url,parking,loc_name,phone_1,wikipedia,educamadrid:comedor,ine:municipio,access,religion,ref,email,highway,barrier,contact:email,addr:province,denomination,educamadrid:numero_portal,ref:cadastre:building,roof:shape,emergency,b5m:urlOrto,addr:city,b5m:id,supervised,military,toilets:wheelchair,educamadrid:telefono,health_facility:type,wall,lon,educamadrid:bilingue,roof:colour,layer,height,indoor:level,educamadrid:tipo,alt_name,operator,fee,area,opening_hours,contact:phone,addr:housename,stars,catastro:ref,educamadrid:publico_bilingue,start_date,website,addr:unit,lanes,nohousenumber,source:date,phone,construction,old_name,name:zh,abandoned:building,source:url,landuse,roof:levels,amenity,educamadrid:municipio,operator:type,addr:hamlet,official_name,wikidata,addr:neighbourhood,medical_system:western,building:levels:underground,building:levels,note,b5m:url,description,building:material,fence_type,educamadrid:fax,source:date:pnoa,lat,local_code,building,building:colour,addr:city:es,url,wheelchair,addr:place,name:gl,educamadrid:tipo_via,healthcare,addr:country
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital General Universitario Santa Lucía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,-0.9633342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,Q16576145,,,,,,,,,,,,37.6000142,,,,,,,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital General Universitario Santa Lucía,,,,,,,,,,,surface,,,,,,customers,,,,,,,,,,,,yes,,,,,,,,,,-0.9622640,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,parking,,,,,,,,,,,,,,,,,37.5999169,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital General Universitario Santa Lucía - SMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,-0.9633342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.6000142,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital General Universitario Sta. María del Rosell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,-0.9763467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,37.6090827,,,,,,,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital General Universitario de Albacete,,,,,,,,,,,,,,,,,,,,,,fence,,,,,,,yes,,,,,,,,,,-1.8460198,,,,,,,,JCCM,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,Q16576054,,,,,,,,,,,,38.9861461,,,,,,yes,,,,hospital,
,,,,,,,,,,,field_work,,,,,,,,,,,,,University Hospital General de Alicante,,Hospital General Universitario de Alicante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,-0.4881157,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,Q16576057,,,,,,,,,,,,38.3641619,,,,,,,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital General Vall d'Hebron,,,,,,,,,,,,,,ca:Hospital Universitari Vall d'Hebron,,,,,,,,,,,,,,,yes,,,,,,,,,,2.1420979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,41.4271042,,yes,,,,yes,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital General de Almansa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0949851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,38.8811782,,,,,,,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital General de Barbastro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1106033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,42.0340375,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Carretera de Murcia,,,,,Hospital General de Baza,,18800,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,Baza,,,,,,,,-2.7533949,,,,,,,,,,,,,,,,,,http://www.hbaza.sas.junta-andalucia.es,,,,,+34 958 86 31 52,,,,,,,,hospital,,,,,,,,,,,,,,,,,37.5015002,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital General de Castellón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0415804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,40.0041488,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital General de Catalunya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0433822,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,Q27493190,,,,,,,,,,,,41.4746685,,yes,,,,yes,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital General de Ciudad Real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,-3.9320852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,38.9688296,,hospital,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital General de Collado Villalba.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.0005642,,,,,,,,Comunidad de Madrid.,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,40.6559039,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital General de Elda,Hospital General de Elda,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,-0.8072375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,38.4941963,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Old tag: q=18. Housenumber?,,,Hospital General de La Palma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.7899140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,28.6717419,,public,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital General de Ontinyent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6034705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,38.8201492,,,,,,,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital General de l'Hospitalet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,2.1063481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,41.3736461,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Geriátrico Virgen de la Poveda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.2768802,,,,,,,,Comunidad de Madrid.,,,,,,,,,,http://www.madrid.org/cs/Satellite?cid=1155118437892&language=es&pagename=HospitalVirgenPoveda%2FPage%2FHVPO_pintarContenidoFinal,,,,,,,,,,,,,hospital,,,,,,,,,,,,Hospital de Media y Larga Estancia,,,,,40.2490095,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Calle doctor Román Alberca,,,,,Hospital HLA La Vega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1337372,,,,,,,,HLA,,,,,,,,,,https://www.grupohla.com/es/hospitales-clinicas/hospital-la-vega/,,,,,+34 968 27 81 00,,Hospital Virgen de La Vega,,,,,,hospital,,,,,,,,,,,,,,,,,37.9926288,,yes,,,,,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital HLA Mediterráneo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.4357864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,36.8206998,,,,,,,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital HLA San Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,0.0932220,,,,,,,,,,,,,,,,,,https://www.grupohla.com/es/hospitales-clinicas/hospital-san-carlos/,,,,,+34 965 78 15 50,,,,,,,,hospital,,,,,,,,,,,,,,,,,38.8381615,,yes,,,,,,,,,
,,,,,,,,22-28,,,,,,,,,,,,,Carrer Gregori Gallego,,,,,Hospital Hestia Balaguer,,25600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Balaguer,,,,,,,,0.8196815,,,,,,,,,,,,,,,,,,http://www.hestiaalliance.org/,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,41.7894558,,,,,,,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Hospiten de Estepona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,-5.0851023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,36.4530586,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital IMED Levante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1059458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,38.5412553,,,,,,,,,,,
,,,,,,,,1,,,,,,,,,,,,,Avenida de la Ilustración,,,,,Hospital IMED-Valencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,-0.4084591,,,,,,,,IMED,,,,,,,,,,http://www.imedvalencia.com/,,,,,+34 963 00 30 03,,,,,,,,hospital,,,,,,,,,,,,,,,,,39.5016118,,,,,,,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Imed Elche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6165778,,,,,,,,,,,,,,,,,,http://www.imedelche.com/es/,,,,,+34965503030,,,,,,,,hospital,,,,,,,,,,,,,,,,,38.2881626,,yes,,,,,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Infanta Cristina.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.7838389,,,,,,,,Comunidad de Madrid.,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,40.2198976,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Infanta Elena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.9140811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,37.2803310,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Infanta Elena.,Public hospital,,,,,,,,,,,,,es:Hospital Infanta Elena,,,,,,,,,,,,,,,yes,,,,,,,,,,-3.6986235,,,,,,,,Comunidad de Madrid.,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,Q5902699,,,,,,,,,,,,40.1975144,,,,,http://www.capiosanidad.es/centros/valdemoro/,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Infanta Sofía.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.6109742,,,,,,,,Comunidad de Madrid.,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,40.5601184,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Infantil San Rafael,,,,,,,,,,,,,,es:Hospital San Rafael (Madrid),,,,,,,,,,,,,,,,,,,,,,,,,-3.6818832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,Q5902892,,,,,,,,,,,,40.4523524,,hospital,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Infantil Universitario del Niño Jesús.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.6767293,,,,,,,,Comunidad de Madrid.,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,40.4131490,,,,,,,,,,,
,,,,,,,,1,,,,,,,,,,,,,Calle Los Barriales,,,,,Hospital Insular Nuestra Señora de los Reyes,,38900,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,Valverde,,,,,,,,-17.9163241,,,,,,,,,,,,,,,,,,,,,,,+34-922-553500,,,,,,health,,hospital,,,,,,,yes,,,,,,,,,,27.8136640,,,,,,yes,,,,,ES
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Insular de Lanzarote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.5442500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,28.9635819,,,,,,,,,,,
,,,,,,,,,,,catastro;field_work,,,,,,,,,,,,,,,Hospital Internacional Vithas Medimar - II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4656452,,,,,,,,,,,,,,,,,,,,,,2014,,,,,,,,,hospital,,,,,,,,,5,,,,,,,,38.3585101,,yes,,,,,,,,,
,,,,,,,,,,,field_work,,,,,,,,,,,,,,,Hospital Internacional Vithas Medimar I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4677902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,5,,,,,,,,38.3587139,,yes,,,,,,,,,
,,general,,,,,,,,,,,,,,,,,,,Avenida de la Doctora Ana Parra,,,,,Hospital La Inmaculada,,04600,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,Huercal-Overa,,,,,,,,-1.9436087,,,,,,,,Servicio Andaluz de Salud,,,,,,,,,,,,,,,,,,,,,,,hospital,,public,,,,,,,,,,,,,,,37.4019201,,,,,,,,,,hospital,
,,,,,,,,4,,,,,,,,,,,,,Partida Plana Est,,,,,Hospital La Pedrera,,03700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dénia,,,,,,,,0.0953229,,,,,,,,Generalitat Valenciana,,,,,,,,,,http://lapedrera.san.gva.es/,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,38.8294844,,,,Denia,,,,,,,ES
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Lluís Alcanyís,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,-0.5091424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,39.0076068,,,,,,,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Los Montalvos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.7382274,,,,,,,,,,,,,,,,,,,,,,,,,Sanatorio Martínez Anido,,,,,,hospital,,,,,,,,,,,,,,,,,40.9289405,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Los Morales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.8042127,,,,,,,,,,,,,,,,,,,,,,,+34 957 010 422,,,,,,,,hospital,,,,,,,,,,,,,,,,,37.9345022,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital MAZ de Zaragoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8706296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,41.6861677,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Madrid - Torrelodones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,-3.9261367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,4,,,,,,,,40.5703659,,hospital,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Mancha Centro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,-3.2205388,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,39.3957828,,hospital,,,,,,,,hospital,
,,psychiatry;psychogeriatrics;neuropsychiatry,,,,,,34-44,,,,,,,+34 934 27 10 78,,,,,,Passeig Universal,,,,,Hospital Mare de Déu de la Mercè,,08042,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,Barcelona,,,,,,,,2.1622909,,,,,,,,,,,,,,,,,,http://hospitaldelamerce.com,,,,,+34 934 27 52 50,,,,,,,,hospital,,,,,,,,,,,,,,,,,41.4379097,,,,,,,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Marina Salud Denia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,0.0581953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,38.8339350,,,,,,,,,,hospital,
,,,,,,,,1,,,PNOA,,,,,Hospital de Oza,,,,,As Xubias de Arriba,,,,,Hospital Marítimo de Oza,,15006,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,A Coruña,,,,,,,,-8.3842752,,,,,,,,Sergas,,,,,,,,,,,,,,,+34 981 178000,,,,,,,,hospital,,public,,,,,,,3,,,,,,,,43.3460976,,hospital,,,,,,,,hospital,ES
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Marítimo de Torremolinos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,-4.4858600,,,,,,,,,,,,,,,,,,http://www.huvv.es/hospital/centros-del-area-hospitalaria/hospital-maritimo-de-torremolinos,,,,,+34 951032000,,,,,,,,hospital,,,,,,,,,,,,,,,,,36.6370747,,,,,,yes,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Materno Infantil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.4337436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,36.7297702,,,,,,,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,Calle La Violeta,,,,,Hospital Materno Infantil,,06010,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,Badajoz,,,,,,,,-6.9719154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,38.8660543,,yes,,,,,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,As Xubias de Abaixo,,,,,Hospital Materno Infantil Teresa Herrera,,15006,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,A Coruña,,,,,,,,-8.3878796,,,,,,,,Sergas,,,24/7,,,,,,,,,,,,+34 981 178000,,,,,,,,hospital,,public,,,,,,,5,,,,,,,,43.3389800,,hospital,,,,,,,,hospital,ES
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Materno Infantil Zaragoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,-0.9000228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,hospital,,,,,Q54833665,,,,5,,,,,,,,41.6357968,,hospital,,,,yes,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Materno-Infantil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1627479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.9321118,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Maternoinfantil de la Vall d'Hebron,,,,,,,,,,,,,,ca:Hospital Universitari Vall d'Hebron,,,,,,,,,,,,,,,,,,,,,,,,,2.1433060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,41.4282401,,yes,,,,yes,,,,,
,,general,,,,,,20,,,,,,,,,,,,,Ronda Sur,,,,,Hospital Mesa del Castillo,,30010,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,Murcia,,,,,,,,-1.1282935,,,,,,,,"Hospital Mesa del Castillo, S.L.",,,,,,,,,,https://www.mesadelcastillo.com/,,,,,+34 968 246 116,,,,,,,,hospital,,,,,,,,,,,,,,,,,37.9690452,,,,,,,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Militar Juan Carlos I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.4241908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,28.1044322,,,,,,,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Militar de San Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.1948621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,Q3277335,,,,,,,,,,,,36.4801714,,yes,,,,,,,,hospital,
,,,,,,,,30,,,,,,,,,,,,,Rúa Virrey Osorio,,,,,Hospital Modelo,,15011,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,A Coruña,,,,,,,,-8.4182543,,,,,,,,HM,,,,,,,,,,,,,,,+34 981147300,,,,,,,,hospital,,private,,,,,,,,,,,,,,,43.3665879,,,,,,,,,,hospital,ES
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Monte Naranco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.8711187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,43.3697918,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Monte San Isidro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.5940410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,42.6396143,,hospital,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Estrada Mourente,,,,,Hospital Montecelo,,36071,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,Pontevedra,,,,,,,,-8.6150643,,,,,,,,,,,,,,,,,,,,,,,+34 986800000,,,,,,,,hospital,,,,,,,,,,,,,,,,,42.4294011,,hospital,,,,,,,,hospital,ES
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Montepríncipe,,,,,,,,,,,,,,,,,,,,,,fence,,,,,,,,,,,,,yes,,,,-3.8438503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,40.4145504,,,,,,yes,,,,,
,,,,,,,,,,,PNOA;Catastro,,,,,,,,,,,,,,,Hospital Municipal de Ribadeo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.0401339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,43.5347619,,yes,,,,,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Mútua de Terrassa,,,,,,,,,,,,,,ca:Mútua de Terrassa,,,,,,,,,,,,,,,yes,,,,,,,,,,2.0167974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,Q11938285,,,,,,,,,,,,41.5639461,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Mútua de Terrassa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0178295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,41.5651313,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Mútua de Terrassa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,2.0162174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,41.5638221,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Avenida Plácido Fernández Viagas,,,,,Hospital NISA Aljarafe,,41950,,,,,,,,,,,,,,,private,,,,,,,,,,,,yes,,Castilleja de la Cuesta,,,,,,,,-6.0627747,,,,,,,,Vithas,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,37.3919539,,,,,,,,,,hospital,
,,orthopaedics;osteopathy,,,,,,,,,,,,,,,,,,,Carretera de la Peraleda,,,,,Hospital Nacional de Parapléjicos de Toledo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toledo,,,,,,,,-4.0539175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,39.8731293,,,,,,,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Naval,,15405,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,Ferrol,,,,,,,,-8.2088869,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,43.5118980,,,,,,,Lugar A Pega,,,hospital,ES
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Neuropsiquiàtric Sagrat Cor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9109398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,41.4948320,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Neurotraumatológico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaén,,,,,,,,-3.7797615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,37.7945994,,,,,,,,,,hospital,
,,,,,,,,59,,,,,,,,,,,,,Carrer de la Vall de la Ballestera,,,,,Hospital Nisa 9 de Octubre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,-0.4023166,,,,,,,,Vithas,,,,,,,,,,https://www.hospitales.nisa.es/,,,,,+34 963179100,,Hospital 9 de Octubre,,,,,,hospital,,private,,,,,,,,,,,,,,,39.4783632,,,,,,yes,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Nisa Aguas Vivas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3539867,,,,,,,,Hospitales Nisa,,,,,,,,,,https://www.hospitales.nisa.es/hospital-nisa-aguas-vivas_4_H.aspx,,,,,+34 96 258 88 00,,,,,,,,hospital,,,,,,,,,,,,,,,,,39.0884874,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Nisa Pardo de Aravaca,,,,,,,,,,,,,,,,,,,,,,fence,,,,,,,,,,,,,,,,,-3.7849519,,,,,,,,Nisa,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,40.4668090,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Nosa Señora de Fátima,,,,,,,Hospital Nuestra Señora de Fátima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.7085942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,42.2345175,,,,,,,,Hospital Nosa Señora de Fátima,,hospital,
