shop,office,healthcare:speciality,building:part,payment:debit_cards,postal_code,private_treatment,smoking,addr:housenumber,source:addr:housenumber,description,addr:state,addr:terrace,source,ref:NPLG:UPRN:1,opening_hours:url,addr:village,building:color,fax,roof:colour,source:amenity,contact:facebook,former_amenity,height,wheelchair:description,addr:street,source:name,fixme,name:en,contact:fax,addr:city,designation,payment:cash,addr:postcode,roof:material,level,payment:credit_cards,payment:contactless,HE_ref,roof:orientation,source:footprint,payment:mastercard,addr:flats,amenity_1,cqc:location:id,payment:american_express,building_name,building:start_date,access,payment:cheque,check_date,email,contact:email,addr:province,roof:shape,building:use,contact:twitter,last_check,nhs_treatment,source:geometry,source:building,roof:direction,source:listed_status,old_website,diet:vegetarian,source:location,lon,contact:website,survey:date,layer,source:area,long_name,alt_name,nhs,source_1,operator,fee,source:building:start_date,wheelchair:description:en,area,opening_hours,contact:phone,addr:housename,name,heritage,website,addr:unit,source:height,listed_status,source:listed,phone,dentist,old_name,source:outline,opening_hours:signed,architect,dispensing,cqc:location_id,landuse,wheelchair,amenity,source:shape,building:flats,addr:suburb,building:min_level,lat,building:level,wikidata,source:postcode,addr:town,emergency,building:levels,image,website2,note,FIXME,source:addr,building:material,payment:visa,toilets,addr:county,source:addr:postcode,toilets:wheelchair,old_shop,building,building:colour,name:gd,url,roof:levels,addr:place,uri,healthcare,telephone,addr:country,heritage:operator
,,,,,,,,58,,,,,,,,,,,,,,,,,Portsmouth Road,,,,,Southampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3732796,,,,,,,,,,,,,,,,,BUPA Dental Care Woolston,,,,,,,,,,,,,,,,,dentist,,,,,50.8974566,,,,,,,,,,,,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,129,,,,,,,,,,,,,,,,,Queens Road,,,,,,,,KT13 9UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4437084,http://www.bupa.co.uk/dental/find-dental-centre/weybridge-dental-centre,,,,,,,,,,,,,,+44 1932 809 565,,BUPA Weybridge Dental Centre,,,,,,,,,,,,,,,,,dentist,,,,,51.3670027,,,,,,3,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.1553742,,,,,,,,,,,,,,,,,Balbirnie Oral Care,,http://www.balbirnieoralcare.co.uk/,,,,,,,,,,,,,,,dentist,,,,,56.1901401,,,,,,,,,,,,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,,,,,,,,,,,,,,,,,,South Bar Street,,,,,Banbury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3408259,,,,,,,,,,,,,,,,,Banbury Dental,,,,,,,,,,,,,,,,,dentist,,,,,52.0593700,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0180995,,,,,,,,,,,,,,,,,Bar Hill Dental Clinic,,,,,,,,,,,,,,,,,dentist,,,,,52.2528666,,,,,,,,,,,,,,,,,,,public,,,,,,,,,,
,,,,,,,,,,,,,photograph,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0934273,,,,,,,,,,,,,yes,,,,Barbican Dental Practice,,,,,,,,,,,,,,,,,dentist,,,,,51.5180595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0983394,,,,,,,,,,,,,,,,,Barbican Orthodontic Clinic,,,,,,,,,,,,,,,,,dentist,,,,,51.5197536,,,,,,4,,,,,,brick,,,,,,,yes,brown,,,1,,,dentist,,,
,,,,,,,,6,,,,,,,http://www.baredentalclinic.co.uk/contact_us.html,,,,,,,,,,Fairhope Avenue,,,,,Morecambe,,,LA4 6JZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.8347247,,,,,,,,,,,,,,"Mo-Th 08:30-17:30; Tu,Fr 09:00-16:00",,,Bare Dental Clinic,,http://www.baredentalclinic.co.uk/,,,,,,,,,,,,,,,dentist,,,,,54.0744375,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,25-27,,,,,,,,,,,,,,,,,London Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0779186,,,,,,,,,,,,,,,,,Barking Dental Practice,,,,,,,+44 20 85942573,,,,,,,,,,dentist,,,,,51.5379564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.3652254,,,,,,,,,,,,,,,,,Bath Dental Clinic,,https://www.bathdentalclinic.co.uk/,,,,,,,,,,,,,,no,dentist,,,,,51.3868441,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0727655,,,,,,,,,,,,,,"Mo-Fr 08:30-13:00,14:00-17:00; Sa,Su,PH off",,,Bath Street Dental Surgery,,https://www.bathstreetdentalsurgery.co.uk/,,,,,+441242 259960,,,,,,,,,,dentist,,,,,51.8984154,,,,,,,,,,,,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.6367709,,,,,,,,,,,,,,,,,Bathgate Dental Practice,,www.bathgatedentalpractice.com,,,,,+44 1506 656156,,,,,,,,,,dentist,,,,,55.9044142,,,,,,1,,,,,,,,,,,,,house,,,,,,,dentist,,,
,,,,,,,,41,,,,,,,,,,,,,,,,,Town Street,,,,,Dewsbury,,,WF13 2HQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6344092,,,,,,,,,,,,,,,,,Batley Carr Surgery,,,,,,,,,,,,,,,,,dentist,,,,,53.7011975,,,,,,,,,,,,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,35,,,,,,,,,,,,,,,,,North View,,,,,Bristol,,,BS6 7PY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.6134231,,,,,,,,,,,,,,,,,Beau Monde Dental Care,,,,,,,,,,,,,,,,,dentist,,,Westbury Park,,51.4796601,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,37,,,,,,,,,,,,,,,,,Goldington Road,,,,,,,,,,,,,,,OS_OpenData_StreetView,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4601548,,,,,,,,,,,,,,,,,Bedford Braces,,,,,,,,,,,,,,,,,dentist,,,,,52.1395001,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4645748,,,,,,,,,,,,,,,,,Bedford Dental Surgery,,,,,,,,,,,,,,,,,dentist,,,,,52.1388802,,,,,,,,,,,,,,,,,,,shops,,,,,,,,,,
,,,,,,,,,,,,,Bing,,,,,,,,,,,,High Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4669503,,,,,,,,,,,,,,,,,Bedford House Dental Practice,,,,,,,,,Noble Solicitors,,,,,,,,dentist,,,,,52.1384777,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9410610,,,,,,,,,,,,,,,,Beech House,Beech House Smile Clinic,,https://www.smileclinicgroup.com/norfolk/,,,,,,,,Bing,,,,,,,dentist,,,,,52.6788406,,,,,,,,,,,,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,35,,,,,,,,,,,,,,,,,Beech Lane,,,,,Reading,,,RG6 5PT,,,,,,,,,,,,,,,,,,reception@beechlanedentalcare.co.uk,,,,,,,,,OS_OpenData_StreetView,,,,,,-0.9331509,,,,,,,,,,,,,,"Mo,We 09:00-18:00; Tu 09:00-20:00; Th 08:00-18:00; Fr 08:00-20:00",,,Beech Lane Dental Care,,https://www.beechlanedentalcare.co.uk/,,,,,+44 1189 872755,,,,,,,,,,dentist,,,,,51.4354341,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,GB,
,,,,,,,,4,,,,,bing,,,,,,,,,,,,Beech Road,,,,,Dunblane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.9634509,,,,,,,,,,,,,,,,,Beech Tree Dental Care,,,,,,,+44 1786 439270,,,,,,,,,,dentist,,,,,56.1862729,,,,,,,,,,,,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,49,,,,,,,,,,,,,,,,,Coronation Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5965640,,,,,,,,,,,,,,,,,Beech Tree Dental Surgery,,,,,,,,,,,,,,,,,dentist,,,,,51.4453001,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.1586888,,,,,,,,,,,,,,,,Belgrave House,Belgrave House Dental,,,,,,,,,,,,,,,,,dentist,,,,,51.6367267,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,85A,,,,,,,,,,,,,,,,,Bell Barn Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.6418323,,,,,,,,,,,,,,,,,Bell Barn Dental Practice,,,,,,,,,,,,,,,,,dentist,,,,,51.4868158,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.1624324,,,,,,,,,,,,,,,,,Bell House Dental Practice,,,,,,,,,,,,,,,,,dentist,,,,,51.6387435,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,93,,,,,,,,,,,grey,,,,,,High Street,,,,,Chatham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5212934,,,,,,,,,,,,,,,,,Bella Forma @ Premier Dental Care,,http://www.premierdentalcarechatham.co.uk,,,,,+44 1634 405515,,,,,,,,,,dentist,,,,,51.3837337,,,,,,3,,,,,,brick,,,,,,,yes,,,,1,,,dentist,,,
,,,,,,,,14,,,,,survey,,,,,,,,,,,,Station Road,,,,,Sutton,,,SM2 6BH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1999744,,2018-11-17,,,,,,,,,,,,,,,Belmont Dental Practice,,,,,,,,,,,,,,,,,dentist,,,,,51.3437286,,,,,,,,,,,,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.2192023,,,,,,,,,,,,,,,,,Bere Regis Dental Practice,,,,,,,,,,,,,,,,,dentist,,,,,50.7527186,,,,,,,,,,,,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6246308,,,,,,,,,,,,,,,,,Berkshire dental care,,,,,,,,,,,,,,,,,dentist,,,,,51.5111860,,,,,,,,,,,,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5506586,,,,,,,,,,,,,,,,,Best & Scholes,,,,,,,,,,,,,,,,,dentist,,,,,53.5985612,,,,,,,,,,,,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,16,,,,,,,,,,,,,,,,,Ninfield Road,,,,,Bexhill-on-Sea,,,TN39 5AF,,,,,,,,,,,,,,,,,,,reception.bexhill@colosseumdental.co.uk,,,,,,,,,,,,,,0.4740436,https://www.colosseumdental.co.uk/practices/bexhill-dental-clinic,,,,,,,,Colosseum Dental UK,,,,,Mo-Fr 08:30-17:30,+44 1424 734567,,Bexhill Dental Clinic,,,,,,,,,,,,,,,,yes,dentist,,,,,50.8553608,,,,,,2,,,,,,,,,,,,,civic,,,,,,,,,,
,,,,,,,,51,,,,,survey,,,,,,,,,,,,Long Acre,,,,,,,,NG13 8AG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9517871,,,,,,,,,,,,,,,,,Bingham Dental,,,,,,,,,,,,,,,,,dentist,,,,,52.9513932,,,,,,,,,,,,,,,,CQC open data,,,yes,,,,,,,dentist,,,
,,,,,,,,1,,,,,survey,,,,,,,,,,,,Myrtle Avenue,,,,,Bingley,,,BD16 1EW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8345910,,,,,,,,,,,,,,,,,Bingley Dental Centre,,http://bingleydentalcentre.co.uk/,,,,,,,,,,,,,,,dentist,,,,,53.8439656,,,,,,,,,,,,,,,,,,,terrace,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5263498,,,,,,,,,,,,,,,,,Birchwood Dental Practice,,,,,,,,,,,,,,,,,dentist,,,,,53.4151856,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,7,,,,,,,,,,,,,,,,,Birchwood Avenue,,,,,Hatfield,,,AL10 0PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2313434,,,,,,,,,,,,,,,,,Birchwood Dental Surgery,,,,,,,+44 1707 263270,,,,,,,,,,dentist,,,,,51.7697211,,,,,,2,,,,,,,,,,,,,house,,,,,,,dentist,,,
,,,,,,,,,,,,,visual survey;cities_revealed_aerial_ imagery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8711284,,,,,,,,,,,,,,,,,Birmingham Heartlands Dental Surgery,,,,,,,,,,,,,,,,,dentist,,,,,52.4786108,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,29,,,,,,,,,,,,,,,,,Blackbird Road,,,,,Leicester,,,LE4 0AJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1476758,,,,,,,,,,,,,,"Mo 08:45-12:30,13:30-17:00; Tu 08:45-17:00; We 08:00-16:00; Th 08:45-17:00; Fr 08:45-12:30,13:30-17:00; Sa-Su Off; PH Off",,,Blackbird Road Dental Practice,,,,,,,+44 116 262 5065,,,,,,,,,,dentist,,,,,52.6454036,,,,,,,,,,,,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Lisieux Way,,,,,Taunton,,,TA1 2LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.0798451,,,,,,,,,,,,,,,,,Blackbrook Dental Practice,,,,,,,,,,,,,,,,,dentist,,,,,51.0148897,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,GB,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5049430,,,,,,,,,,,,,,,,,Blagreaves Dental Practise,,,,,,,,,,,,,,,,,dentist,,,,,52.8907039,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,7,,,,,,,,,,,dark_grey,,,,,,Bury Place,,,,,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1239297,,,,,,,,,,,,,,"Mo-Fr 09:00-17:30||""by appointment""",,,Bloomsbury Dental Practice,,http://www.bloomsburydental.co.uk,,,,,+44 20 79168000,,,,,,,,,,dentist,,,,,51.5179373,,,,,,5,,,Building also occupied by Rail Freight Group,,,brick,,,,,,,yes,brown,,,,,,dentist,,,
,,,,,,,,232,,,,,Bing;photographic_survey,,,,,,,,,,,,Blythe Road,,,,,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2216005,,,,,,,,,,,,,,,,,Blythe Road Dental Practice,,,,,,,,,,,,,,,,,dentist,,,,,51.4996601,,,,,,,,,,,,,,,,,,,yes,,,,,,,dentist,,GB,
,,,,,,,,,,,,,,,,,,,,,,,,,High Street,,,,,,,,RG8 9AB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1403300,,,,,,,,,,,,,,,,,Boathouse Dental Surgery,,,,,,,,,,,,,,,,,dentist,,,,,51.5230452,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.4877362,,,,,,,,,,,,,,,,,Bod Heulog,,,,,,,,,,,,,,,,,dentist,,,,,53.3216890,,,,,,,,,,,,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,62,,,,,,,,,,,,,,,,,Gloucester Place,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1581020,,,,,,,,,,,,,,,,,Bond Dental,,https://www.bonddental.co.uk/,,,,,,,,,,,,,,,dentist,,,,,51.5186523,,,,,,,,,,,,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,23,,,,,,,,,,,,,,,,,Victoria Avenue,,,,,,,,DE72 3HE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3818014,,,,,,,,,,,,,,,,,Borrowash Dental Centre,,,,,,,,,,,,,,,,,dentist,,,,,52.9075876,,,,,,,,,,,CQC open data,,,,,,,,house,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2612318,,,,,,,,,,,,,,,,,Bottisham Dental Practice,,,,,,,,,,,,,,,,,dentist,,,,,52.2250456,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,43,,,,,,,,,,,,,,,,,Boulevard,,,,,Weston-super-Mare,,,BS23 1PG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.9721279,,,,,,,,,,,,,,,,,Boulevard Dental Practice,,,,,,,,,,,,,,,,,dentist,,,,,51.3507232,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,Bing; survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8780892,,,,,,,,,,,,,,,,,Bournemouth Dental Practice,,,,,,,,,,,,,,,,,dentist,,,,,50.7202712,,,,,,,,,,,,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,1,,,,,bing,,,,,,,,,,,,Maple Road,,,,,Birmingham,,,B30 2AE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.9364159,,,,,,,,,,,,,,,,,Bournville Village Dental Practice,,,,,,,,,,,,,,,,,dentist,,,,,52.4328299,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,
,,,,,,,,,,,,,photograph,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0935118,,,,,,,,,,,,,,,,,Bow Lane Dental Group,,,,,,,,,,,,,,,,,dentist,,,,,51.5134364,,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,
,,,,,,,,18,,,,,,,,,,,,,,,,,Bradbury Street,,,,,London,,,N16 8JN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0760823,,,,,,,,,,,,,,,,,Bradbury Dental Surgery,,,,,,,,,,,,,,,,,dentist,,,,,51.5485419,,,,,,3,,,,,,brick,,,,,,,yes,,,,,,,,,,
,,,,,,,,15,,,,,,,,,,,,,,,,,The Green,,,,,,,,DE72 3DU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3182512,,,,survey,,,,,,,,,,,,,Breaston Dental Care,,http://www.breastondentalcare.com/,,,,,,,,,,,,,,,dentist,,,,,52.8976243,,,,,,,,,,,CQC open data,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,25,,,,,,,,,,,,,,,,,Links Street,,,,,Kirkcaldy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.1606834,,,,,,,,,,,,,,,,,Breeze Family Dental Care,,,,,,,,,,,,,,,,,dentist,,,,,56.1057671,,,,,,,,,,,,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,91,,,,,survey,,,,,,,,,,,,Borough High Street,,,,,,,,SE1 1NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0906835,,,,,,,,,,,,,,,,,Bridge Dental,,http://www.bridgedental.com/,,,,,,,,,,,,,,no,dentist,,,,,51.5041687,,Q26658767,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,402,,,,,,,,,,,,,,,,,Richmond Road,,,,+44 20 8744 1777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3093385,,,,,,,,,,,,,,Mo 09:00-18:30; Tu-Fr 08:00-17:00; Sa 09:00-13:00,+44 20 8744 1444,,Bridge Dental Centre,,,,,,,,,,,,,,,,,dentist,,,,,51.4559611,,,,,,2,,,,,,,,,,,,,yes,,,,1,,,dentist,,,
,,,,,,,,415,,,,,OS_OpenData_StreetView;survey,,,,,,,,,,,,Burton Road,,,,,Derby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4994476,,,,,,,,,,,,,,,,,Bridge Dental Clinic,,,,,,,,,,,,,,,,,dentist,,,,,52.9082965,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,GB,
,,,,,,,,17a,,,,,survey,,,,,,,,,,,,Bridge Street,,,,,,,,LU7 1AH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6656044,,2016-12-31,,,,,,,,,,,,,,,Bridge Street Dental,,,,,,,,,,,,,,,,,dentist,,,,,51.9161023,,,,,,,,,,,,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,47,,,,,,,,,,,,,,,,,Bridge Street,,,,,Taunton,,,TA1 1TP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.1058492,,,,,,,,,,,,,,,,,Bridge Street Dental Centre,,,,,,,,,,,,,,,,,dentist,,,,,51.0187078,,,,,,,,,,,,,,,Somerset,,,,yes,,,,,,,dentist,,GB,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.5203245,,,,,,,,,,,,,,,,,Bridgend Dentist,,,,,,,,,,,,,,,,,dentist,,,,,58.5928890,,,,,,,,,,,,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,2,,,,,SAS,,,,,,,,,,,,Guildford Road,,,,,Bagshot,,,GU19 5JH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6915533,,,,,,,,,,,,,,,,,Bridgeview Dental Surgery,,,,,,,,,,,,,,,,,dentist,,,,,51.3615056,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,74,,,,,,,,,,,,,,,,,Bridgford Road,,,,,,,,NG2 6AX,,,,,,,,,,,1-499731072,,,,,,,,,,,,,,,,,,,,,,-1.1282859,,,,,,,,,,,,,,,,,Bridgford Dental Practice,,https://www.bridgforddental.co.uk/,,,,,,,,,,,,,,,dentist,,,,,52.9326773,,,,,,,,,,,,,,,,CQC open data,,,yes,,,,,,,,,,
,,,,,,,,2-4,,,,,,,,,,,,,,,,,Taunton Road,,,,,Bridgwater,,,TA6 3LS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.0028827,,,,,,,,,,,,,,Mo-Fr 08:00-18:00,,Southwood House,Bridgwater Dental Access Centre,,,,,,,,,,,,,,,,yes,dentist,,,,,51.1264795,,,,,,,,,,,,,,,Somerset,,,,yes,,,,,,,dentist,,GB,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.0008612,,,,,,,,,,,,,,,,,Bridgwater Dental Practice,,,,,,,,,,,,,,,,,dentist,,,,,51.1357500,,,,,,,,,,,,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,33,,,,,,,,,,,,,,,,,Chobham Road,,,,,Woking,,,GU21 6JD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5576662,,,,,,,,,,,,,,Mo 08:30-18:00; Tu-Th 08:30-17:30; Fr 08:30-15:30; Sa 10:00-13:00,,,Bright Dental Surgery,,www.brightdentalsurgery.co.uk,,,,,‎+44 1483 720240,,,,,,,,,,dentist,,,,,51.3207737,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,17,,,,,,,,,,,,,,,,,Penhryn Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3037207,,,,,,,,,NHS,,,,,,,,Bright Smile,,,,,,,,,,,,,,,,,dentist,,,,,51.4049172,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,31,,,,,,,,,,,,,,,,,Burgess Road,,,,,Southampton,,,SO16 7AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4178636,,,,,,,,,,,,,,,,Brighter Smiles,Brighter Smiles,,,,,,,,,,,,,,,,,dentist,,,,,50.9341650,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,High Street,,,,,Brightlingsea,,,CO7 0AQ,,,,,,,,,,,,,,,,,,,,,,,,,,,Bing,,,,,,1.0279654,,,,,,,,,,,,,,,,,Brightlingsea Dental Practice,,,,,,,,,,,,,,,,,dentist,,,,,51.8103947,,,,,,,,,,,,,,,,,,,shop,,,,,,,,,,
,,,,,,,,47,,,,,,,,,,,,,,,,,Sydney Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1380467,,,,,,,,,,,,,,,,,Brighton Dental Care,,,,,,,,,,,,,,,,,dentist,,,,,50.8269507,,,,,,2,,,,,,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,79,,,,,,,,,,,,,,,,,Southall Avenue,,,,,Brighton,,,BN2 4BA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1150420,,,,,,,,,,,,,,Mo-Fr 8:00-17:00,,,Brighton Implant Clinic,,,,,,,,,,,,,,,,,dentist,,,,,50.8455116,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,1,,,,,,,,,,,,,,,,,Queen Square,,,,,Bristol,,,BS1 4JQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5944110,,,,,,,,,,,,,,,,,Bristol Dental Practice,,,,,,,,,,,,,,,,,dentist,,,City Centre,,51.4512407,,,,,,4,,,,,,,,,,,,,commercial,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5053220,,,,,,,,,,,,,,,,,Bristol Denture Clinic,,,,,,,,,,,,,,,,,dentist,,,,,51.4811879,,,,,,,,,,,,,,,,,,,retail,,,,,,,,,,
