health_facility:type,office,healthcare:speciality,indoor,social_facility,payment:cash,postal_code,ref:FR:FINESS,is_in,addr:housenumber,emergency,source,opening_hours:signed,fax,source:amenity,government,ref:FR:SIREN,ref:FR:SIRET,source:FINESS,addr:street,bmo:type,source:name,contact:fax,name,level,type:FR:FINESS,addr:postcode,payment:credit_cards,source:geometry:date,internet_access,amenity_1,amenity_2,source:architect,network,operational_status,payment:cheque,ref,email,barrier,contact:email,roof:shape,description1,healthcare:speciality_1,healthcare:speciality_2,source:geometry,addr:city,wall,lon,contact:website,roof:colour,layer,height,alt_name,source_1,operator,area,opening_hours,contact:phone,addr:housename,source:boundary,start_date,website,contact:housenumber,source:date,phone,old_name,name:oc,room,architect,landuse,wheelchair,source:ref:FR:FINESS,amenity,operator:type,official_name,short_name,building:levels,note,operator:wikipedia,contact:street,FIXME,description,building:material,lat,building,roof:levels,addr:place,healthcare,addr:country,operator:wikidata
,,,,,,,,,,,,,,,,,,,,,,,Unité de Soins Longue Durée La Chênaie,,,,,,,,,,,,,,,,,,,,,,,,6.0926815,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,47.8392960,,,,clinic,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,Unité de soin longue durée,,,,,,,,,,,,,,,,,,,,,,,,55.5138977,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,-21.2578928,yes,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2009,,,,,,,,,,,,Valmedica,,,,,,,,,,,,,,,,,,,,,,,,4.3471803,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,43.8147394,yes,,,,,
,,,,,,,,,,,,,,,,,,,,,,,ZA Val Du Soleil,,,,,,,,,,,,,,,,,,,,,,,,4.8882829,,,,,,,Capio,,,,,,,https://www.capio.fr/internet/SiteClinique/Fontvert/index.asp,,,,,,,,healthcare,,,clinic,,,,,,,,,,,43.9866818,,,,clinic,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2014,,,,,,,,,,,,cabinet infirmier,,,,,,,,,,,,,,,,,,,,,,,,3.0653050,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,48.3398824,yes,,,clinic,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,centre medicale,,,,,,,,,,,,,,,,,,,,,,,,5.0067414,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,43.5871838,yes,,,clinic,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,clinique Jeanne d'arc,,,,,,,,,,,,,,,,,,,,,,,,-1.5773625,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,47.2174041,yes,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,infirmerie,,,,,,,,,,,,,,,,,,,,,,,,-145.2498875,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,-14.7058914,yes,,,clinic,,
,,mental_health,,,,,,,,,,,,,,,,,,,,,Établissement de santé mentale Porte de l’Isère,,,,,,,,,,,,,,,,,,,,,,,,5.1543102,,,,,Fondation Georges Boissel,,,,,,,,,,,,,,,,,,,,clinic,,,ESM PI,3,,,,,,,45.6120354,yes,,,,,
,,,,,,,740780143,,59,no,Le ministère des solidarités et de la santé - 03/2019,,,,,,44192191300535,,Boulevard Jean Jaurès,,,+33 4 50 79 65 88,Établissement de soins de suite et de réadaptation d'Évian MGEN,,,,,,,,,,,,,,,,accueil-evian@mgen.fr,,,,,,,,6.5986211,https://proximite.mgen.fr/181-etablissement-ssr-d-evian,,,,,,MGEN,,,+33 4 57 26 36 00,,,1948-05-10,,,,,,,,,,,,clinic,private,,,,,fr:Mutuelle générale de l'Éducation nationale,,,,,46.3992755,hospital,,,,,Q3331039
