health_facility:type,shop,office,healthcare:speciality,building:part,photo,description:de,addr:housenumber_1,health_specialty:occupational_therapy,note:de,health_specialty:ophthalmology,unimainz:buildingId,guest_house,contact:yelp,headframe:speciality,building:type,addr:housenumber,toilets,user_defined_other,man_made,seamark:type,opening_hours:note,TODO,created_by,healthcare:speciality:TCM,addr:state,name:de,source,payment:girocard,opening_hours:url,image,bdouble,fax,survey:date,emergency,building:roof,contact:facebook,historic,check_date:opening_hours,building:roof:material,tourism,wikimedia_commons,addr:street,source:name,fixme,name:en,contact:fax,name,wheelchair:description,level,addr:postcode,roof:material,ref:bldam,lastcheck,roof:orientation,name:1,source:outline,health_specialty:psychosomatic_medicine,elevator,health_specialty:psychiatry,amenity_1,designation,roof:height,operator,name:it,parking,loc_name,phone_1,est_height,lon,seamark:building:function,wikipedia,asb,access,health_specialty:gastroenterology,check_date,language:en,is_in,ref,email,building:height,contact:email,addr:source,roof:shape,doctors,building:use,healthcare:speciality:alternative,healthcare:speciality_1,min_level,name:hsb,health_specialty:general,addr:inclusion,country,atm,source:geometry,addr:city,source:building,language:de,disused:building,name:3,health_person:type,toilets:wheelchair,internet_access,health_specialty:diagnostic_radiology,telecom,ref:witten,contact:website,roof:colour,layer,height,alt_name,building:roof:shape,healthcare:counselling,ele,short_name,area,opening_hours,contact:phone,addr:housename,heritage:website,indoor,contact:mobile,health_specialty:chiropractic,heritage,emergency_service,roof:ridge:direction,start_date,website,addr:hamlet,phone,official_name,changing_table,old_name,smoking,heritage:ref,opening_hours:signed,max_level,room,type,health_specialty:sports_medicine,healthcare:speciality:de,health_speciality:physiotherapy,wheelchair:description:de,buildingpart,architect,healthcare:for,dispensing,wikipedia:de,contact:phone_1,source:addr,wheelchair,amenity,speciality,operator:type,addr:place,name:2,building:flats,addr:suburb,generator:source,building:min_level,short_name:de,wikidata,addr:street_1,specialization,addr:district,doctor,building:levels,language:ar,health_facility,note,kvl_hro:type,specialisation,branch,doctors:de,FIXME,disused:amenity,description,healthcare:speciality:acupuncture,building:material,year_of_construction,health_specialty:family_medicine,kvl_hro:amenity,health_specialty:orthopaedics,building:architecture,lat,capacity,fax:2,medical_system:western,building,building:colour,url,roof:levels,floor,health_specialty:gynaecology,building:levels:underground,healthcare,onkz,addr:country,heritage:operator
,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,Hauptstraße,,,,,Allgemeinmedizin Malinowski,,,26937,,,,,,,,,,,,,,,,,,,8.3550919,,,,,,,,,,,,,,,,,,,,,,,,,,Stadland,,,,,,,,,,,,red,,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,doctors,,,,,,Seefeld,,,,,,,,,,,,,,,,,,,,,brick,,,,,,53.4573265,,,,house,,,,,,,,,DE,
,,,,,,,,,,,,,,,,4,,,,,,,,,,,"Maps4BW ( LGL, www.lgl-bw.de) / DigitalGlobe Premium Luftbilder",,,,,,,,,,,,,,,Rathausplatz,,,,+49 7392 9550469,Allgemeinmedizin Mangold,,,,,,,,,,,,,,,,,,,,,,9.9340908,,,,,,,,,,,,info@allgemeinmedizin-mangold.de,,,,,,,,,,,,,,,,,,,,,,,,,https://allgemeinmedizin-mangold.de/,,,,,,,,,,,+49 7392 9550460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.2369427,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,Bergstraße,,,,,Allgemeinmediziner,,,01920,,,,,,,,,,,,,Dipl.-Med. Ingolf Schmidt,,,,,,14.1604859,,,,,,,,,,,,,,,,,,,,,,,,,,Oßling - Wóslink,,,,,,,,,,,,,,,,,,,,,"Mo,Th 07:30–12:00,15:00–18:00; Tu 14:00-16:00; We, Fr 07:30-12:00",+49 35792 50260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.3598572,,,,yes,,,,,,,doctor,,DE,
,,,,,,,,,,,,,,,,8,,,,,,,,,DE,,,,,,,,2015-02-20,,,,,,,,,Palmberg,,,,,Allgemeinmediziner Bruno Haninger-Berlin,,,55599,,,,,,,,,,,,,,,,,,,8.0202135,,,,,,,,,,,,,,,,,,,,,,,,,,Gau-Bickelheim,,,,,,,,,,,,,,,,,,,,,"Mo 8:30-12:00, Tu 8:30-12:00, Tu 16:00-18:00, Th 8:30-12:00, Th 16:00-18:00, Fr 8:30-12:00",,,,,,,,,,,,,+49 6701 960310,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.8365029,,,,yes,,,,,,,,,,
,,,general,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,Waldenburger Straße,,,,,Allgemeinmediziner Dr. Habelt,,,09212,,,,,,,,,,,,,,,,,,,12.7413012,,,,,,,,,,,,,,,,,,,,,,,,,,Limbach-Oberfrohna,,,,,,,,,,,,,,,,,,,,,"Mo-Fr 07:30-10:30; Tu,Th 07:30-10:30,15:00-18:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.8552151,,,,yes,,,,,,,,,,
,,,general,,,,,,,,,,,,,51a,,,,,,,,,,,,,,,,,,,,,,,,,,Celler Straße,,,,,Allgemeinmedizinerin Anne Prilop,,,38518,,,,,,,,,,,,,,,,,,,10.5313833,,,,,,,,,,,,,,,,,,,,,,,,,,Gifhorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4849377,,,,yes,,,,,,,,,DE,
,,,general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allgemeinmedizinisches Zentrum Dr. Rinecker und Kollegen,,,,,,,,,,,,,,,,,,,,,,11.7268282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,"Mo 08:00-11:00,16:00-18:30; Tu,Th 08:00-11:00,16:00-19:00; We,Fr 08:00-11:00,16:00-18:00; ""on appointment""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.1460918,,,,yes,,,,,,,doctor,,,
,,,general,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,Gröbelstraße,,,,+49 351 44812420,Allgemeinmedizinisches Zentrum Löbtau,,,01159,,,,,,,,,,,,,,,,,,,13.7024940,,,,,,2020-03-20,,,,,,info@hausarzt-loebtau.de,,,,,,,,,,,,,,Dresden,,,,,,,,,,,www.hausarzt-loebtau.de,,,,,,,,,,"Mo-Tu 07:00-12:00,15:00-18:00; We 08:00-12:00; Th 07:00-12:00,15:00-18:00; Fr 07:00-12:00",+49 351 44812400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0431271,,,,yes,,,,,,,doctor,,DE,
,,,general,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,Werderstraße,"maps4bw, LGL, www.lgl-bw.de;Bing Aerial",,,,Allgemeinpraxis,,,78132,,,,,,,,,,,,,,,,,,,8.2320086,,,,,,,,,,,,,,,,,,,,,,,,,,Hornberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+497833 298,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.2108838,,,,yes,,,,,,,doctor,,,
,,,general,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,Hohnweiler Straße,,,,,Allgemeinärzte Dr. Wenke + Dr. Herrmann,,,71554,,,,,,,,,,,,,,,,,,,9.5023044,,,,,,,,,,,,,,,,,,,,,,,,,,Weissach im Tal,,,,,,,,,,,,,,,Dr. med. Elke Wenke und Dr. med. Isolde Herrmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.9238705,,,,yes,,,,,,,doctor,,DE,
,,,general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allgemeinärztin Kern-Bader,,,,,,,,,,,,,,,,,,,,,,7.1235697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.8133562,,,,yes,,,,,,,doctor,,,
,,,general,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,Mühlbachstraße,,,,,Allgeminarztpraxis Dr. Rainer Vorberg,,,,,,,,,,,,,,,,Dr. Rainer Vorberg,,,,,,9.1558354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.9116324,,,,yes,,,,,,,doctor,,,
,,,general,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,Am Brink,,,,,Allgmediziner Dr. med. Frank Brüggemann,,,31246,,,,,,,,,,,,,,,,,,,10.2210605,,,,,,,,,,,,,,,,,,,,,,,,,,Ilsede,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 5172 3502,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.2447292,,,,yes,,,,,,,doctor,,,
,,,radiology,,,,,,,,,,,,,"20,22,24,26",,,,,,,,,,,,,,,,,,,,,,,,,,Poststraße,,,,,Alte Post,,,,,,,,,,,,,,,,,,,,,,6.7631932,,,,,,,,,,,,,,gambrel,,,,,,,,,,,,Duisburg,,,,,,,,,,,,,,,,,,,,,Mo-Fr 07:30-18:00,,,,,,,,,,,http://www.radiologie-duisburg.de/,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,51.4342394,,,,office,,,1,,,,,,,
,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,Heinrich-Heine-Straße,,,,,Altner A. Dipl.-Med.,,,04451,,,,,,,,,,,,,,,,,,,12.5406746,,,,,,,,,,,,,,,,,,,,,,,,,,Borsdorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.3447728,,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,Hauptstraße,,,,,Ambulanter Gesundheitsdienst Fünfseenland,,,82234,,,,,,,,,,,,,,,,,,,11.2521243,,,,,,,,,,,,,,,,,,,,,,,,,,Weßling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0769991,,,,yes,,,,,,,doctor,,DE,
,,,,,,,,,,,,,,,,5,,,,,,,,,,,survey,,,,,,,,,,,,,,,Bahnhofstraße,,,,,Ambulanter Pflegedienst Lebensbaum,,,21279,,,,,,,,,,,,,,,,,,,9.7061373,,,,,,,,,,,,,,,,,,,,,,,,,,Hollenstedt,,,,,,,,,,,,,,,,,,,,,Mo-Th 09:00-16:00; Fr 09:00-12:00,,,,,,,,,,,https://www.pflegedienst-lebensbaum.de/,,+49 4165 80611,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.3676809,,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,tile,,,,,,,Schwarzburger Straße,,,,,Ambulantes Centrum Schwarza,,,07407,,,,,,,,,,,,,,,,,,,11.3181242,,,,,,,,,,,,,,gabled,,,,,,,,,,,,Rudolstadt,,,,,,,,,,,,red,,,,,,,,,"Mo-Th 08:00-12:00,13:00-19:00, Fr 08:00-18:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,doctors,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,50.6881654,,,,apartments,#9dff90,,,,,,,,,
,,,cardiology,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,Bergmannstraße,,,,,Ambulantes Herzzentrum,,,34121,,,,,,,,,,,,,,,,,,,9.4552162,,,,,,,,,,,,,,,,,,,,,,,,,,Kassel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,Wehlheiden,,,,,,,,,,,,,,,,,,,,,,,,,,,51.3108815,,,,yes,,,,,,,doctor,,DE,
,,,cardiology,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,+49 531 2442110,,,,,,,,,,Gieselerwall,,,,,Ambulantes Herzzentrum Braunschweig,,,38100,,,,,,,,,,,,,,,,,,,10.5154720,,,,,,,,,,anmeldung@kardiologie-bs.de,,,,,,,,,,,,,,,,Braunschweig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,www.kardiologie-bs.de,,+49 531 244210,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.2585657,,,,yes,,,,,,,doctor,,DE,
,,,surgery,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,Klosterkirchplatz,,,,+49 3382 70 43 84,Ambulantes OP-Zentrum Kloster Lehnin,,,14797,,,,,,,,,,,,,Dr. med. Hans-Joachim Jessen,,,,,,12.7440159,,,,,,,,,,,,,,,,,,,,,,,,,,Kloster Lehnin,,,,,,,,,,,http://www.opzentrum-lehnin.de/,,,,,,,,,,"Mo,Th,Fr 09:00-12:00, Mo,Tu,Th 15:00-18:00",+49 3382 70 43 83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,doctors,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,52.3218590,,,,yes,,,,,,,centre,,DE,
,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,Brauhof,,,,,Ambulantes medizinisches Zentrum am Brauhof,,,99510,,,,,,,,,,,,,,,,,,,11.5145116,,,,,,,,,,,,,,,,,,,,,,,,,,Apolda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0226636,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ambulanz,,,,,,,,,,,,,,,,,,,,,,8.3959959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.4122954,,,,yes,,,,,,,doctor,,,
,,,,,,,,,,,,,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,Brückstraße,,,,,Ambulanz und Klinik für HNO/Plastische Gesichtschirurgie/Allergologie 91,,,45239,,,,,,,,,,,,,,,,,,,7.0058913,,,,,,,,,,,,,,,,,,,,,,,,,,Essen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.3886383,,,,yes,,,,,,,doctor,,DE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ambulatorium,,,,,,,,,,,,,,,,,,,,,,12.7563938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5321845,,,,yes,,,,,,,,,,
,,,internal,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,yes,,,,,,,,Oranienstraße,,,,,"Anas Safaras, Facharzt für Innere Medizin, Notfallmedizin und Präventionsmedizin",,,65817,,,,,,,,,,,,,,,,,,,8.3535718,,,,,,,,,,,,,,,,,,,,,,,,,,Eppstein,,,,,,,,,,,,,,,,,,,,,"Mo,We,Fr 09:00-13:00, Mo,Tu,Th 16:30-18:30, ""Nach Vereinbarung""",,,,,,,,,,,,,+49 6198 8081,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,Niederjosbach,,,,,,,,,,,,,,,,,,,,,,,,,,,50.1542447,,,,yes,,,,,,,doctor,,DE,
,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andreas Jähnichen,,,,,,,,,,,,,,,,,,,,,,13.1126876,,,,,,,,,,,,,,hipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,doctors,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,50.8527701,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angelika Pak - Heilpraktikerin,,,53129,,,,,,,,,,,,,,,,,,,7.1179781,,,,,,,,,,,,,,flat,,,,,,,,,,,,Bonn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,8,,,enthält mehrere Arztpraxen und Wohnungen; teilt sich ein Gebäude mit Karl-Barth-Straße 102 (aber zwei verschiedene Eingänge),,,,,,,,,,,,,,,50.7056083,,,,apartments,,,,,,,,,DE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anita Reichert-Wasserloos,,,,,,,,,,,,,,,,,,,,,,10.2170851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.6400272,,,,house,,,,,,,,,,
,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,Huuskoppel,,,,,Anja Graf,,,25596,,,,,,,,,,,,,,,,,,,9.3721343,,,,,,,,,,,,,,,,,,,,,,,,,,Wacken,,,,,,,,,,,,,,,,,,,,,"Mo-Th 08:00-12:00,17:00-19:00; We,Fr 08:00-12:00",,,,,,,,,,,http://www.hausarzt-wacken.de,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0245194,,,,yes,,,,,,,,,DE,
,,,ophthalmology,,,,,,,,,,,,,21b,,,,,,,,,,,,,,,,,,,,,,,,,,Hellweg,,,,,Apitz Jörg Dr.med. Augenarzt,,,59597,,,,,,,,,,,,,,,,,,,8.3412203,,,,,,,,,,,,,,,,,,,,,,,,,,Erwitte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.6121451,,,,house,,,,,,,,,DE,
,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,Böker Stieg,,,,,Appunn,,,,,,,,,,,,,,,,,,,,,,9.7885745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,limited,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0844293,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,Dalmerweg,,,,,Arbeitsmedizinisches und Sicherheitstechnisches Zentrum,,,59269,,,,,,,,,,,,,,,,,,,8.0375961,,,,,,,,,,,,,,,,,,,,,,,,,,Beckum,,,,,,,,,,,,,,,,,,,ASZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.7527755,,,,yes,,,,,,,doctor,,DE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Artzklinik,,,,,,,,,,,,,,,,,,,,,,7.5304731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.2671297,,,,yes,,,,,,,doctor,,,
,,,,,,,,,,,,,,,,11,,,,,,,,,,,local_knowledge,,,,,,,,,,,,,,,Kick-Rasel-Straße,,,,,Arzt,,,92253,,,,,,,,,,,,,"Dr. Wolf, Dr. Höllein,",,,,,,11.9987400,,,,,,,,,,,,,,,,,,,,,,,,,,Schnaittenbach,,,,,,,,,,,,,,,,,,,,,"Mo-Tu, Th-Fr 08:00-12:00, 16:00-18:00, We 08:00-12:00; PH off",,,,,,,,,,,,,+49 9622 2433,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.5449356,,,,yes,,,,,,,doctor,,DE,
,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,Dorfstraße,,,,,Arzt,,,,,,,,,,,,,,,,,,,,,,12.8780467,,,,,,,,,,,,,,,,,,,,,,,,,,Grammendorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0359505,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,20 b,,,,,,,,,,,local_knowledge,,,,,+49-9622-1639,,,,,,,,,,Amberger Straße,,,,,Arzt,,,92253,,,,,,,,,,,,,Dr. Pröls; Dr. Liemer; Dr. Schowalter;,,,,,,11.9978124,,,,,,,,,,,,,,,,,,,,,,,,,,Schnaittenbach,,,,,,,,,,,,,,,,,,,,,"Mo-Fr 07:00-13:00, Mo-Tu, Th-Fr 15:00-19:00; PH off",,,,,,,,,,,,,+49-9622-2361,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.5469481,,,,yes,,,,,,,doctor,,DE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arzt,,,,,,,,,,,,,,,,,,,,,,10.7165768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.6682908,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,Von-Hasencamp-Straße,,,,,Arzt Aloys Wirries,,,31177,,,,,,,,,,,,,,,,,,,9.9621184,,,,,,,,,,,,,,,,,,,,,,,,,,Harsum,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.2054564,,,,yes,,,,,,,,,,
,,,general,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,Dresdner Straße,,,,,Arzt Dr. Frenzel,,,01936,,,,,,,,,,,,,,,,,,,13.9559064,,,,,,,,,,,,,,,,,,,,,,,,,,Schwepnitz,,,,,,,,,,,,,,,,,,,,,"Mo,We,Fr 07:00-12:00; Tu,Th 07:30-12:00,16:00-18:00; PH off",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.3296199,,,,yes,,,,,,,doctor,,,
,,,general,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,Tilmannstraße,,,,,Arzt Dr. Gries,,,57627,,,,,,,,,,,,,,,,,,,7.8203325,,,,,,,,,,,,,,,,,,,,,,,,,,Hachenburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.6617411,,,,yes,,,,,,,doctor,,,
,,,general,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,Kamenzer Straße,,,,,Arzt Dr. Lange,,,01936,,,,,,,,,,,,,,,,,,,13.9620595,,,,,,,,,,,,,,,,,,,,,,,,,,Schwepnitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.3303153,,,,yes,,,,,,,doctor,,,
,,,general,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,Speckmannstraße,,,,,Arzt Dr. Lawrence Crum,,,28879,,,,,,,,,,,,,Lawrence Crum,,,,,,8.9840175,,,,,,,,,,,,,,,,,,,,,,,,,,Grasberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.1801388,,,,yes,,,,,,,doctor,,,
,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,Am Anger,,,,,Arzt Dr. Schmitz,,,31535,,,,,,,,,,,,,,,,,,,9.4278081,,,,,,,,,,,,,,,,,,,,,,,,,,Neustadt am Rübenberge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5793107,,,,yes,,,,,,,,,DE,
,,,general,,,,,,,,,,,,,122,,,,,,,,,,,,,,,,,,,,,,,,,,Hauptstraße,,,,,Arzt Dr. Zimmermann,,,79364,,,,,,"maps4bw (LGL, www.lgl-bw.de);Mapbox Satellite",,,,,,,,,,,,,7.7872625,,,,,,,,,,,,,,,,,,,,,,,,,,Malterdingen,,,,,,,,,,,https://www.hausarztpraxis-zimmermann.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.1606324,,,,yes,,,,,,,doctor,,,
,,,general,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,Am Sportplatz,,,,,Arzt Hagena,,,26434,,,,,,,,,,,,,,,,,,,8.0096783,,,,,,,,,,,,,,,,,,,,,,,,,,Wangerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 4426 991133,,,,,,,,,,,,,,,,,,,,,no,doctors,,,,,,Horumersiel,,,,,,,,,,,,,,,,,,,,,,,,,,,53.6873519,,,,yes,,,,,,,doctor,,DE,
