shop,health_facility:type,office,building:part,indoor,payment:alipay,payment:cash,currency:others,postal_code,language:tr,source:outline,construction_year,source:position,addr:housenumber,toilets,payment:debit_cards,payment:unionpay,addr:state,name:de,source,image,fax,survey:date,note:de,building:roof,ref:lda,contact:facebook,historic,currency:EUR,tourism,wikimedia_commons,addr:street,delivery,source:name,fixme,contact:fax,name,wheelchair:description,level,addr:postcode,roof:material,website:operator,payment:credit_cards,payment:contactless,lastcheck,roof:orientation,internet_access,payment:mastercard,opening_hours:text,house,designation,roof:height,owner,BLfD:criteria,fixme:wikipedia,payment:american_express,source:addr,payment:maestro,network,lda:criteria,internet_access:fee,wikipedia,access,ref:Alsdorf,check_date,language:en,ref,email,building:height,contact:email,opening_hours:lastcheck,roof:shape,building:use,tenant,atm,source:geometry,addr:city,source:building,language:de,toilets:wheelchair,drive_through,lon,contact:website,roof:colour,layer,height,phone:mobile,alt_name,operator,ele,emergency:iodine_tablets,wheelchair:description:en,area,opening_hours,payment:jcb,contact:phone,addr:housename,check-date,heritage,ref:BLfD,type,start_date,website,addr:unit,payment:ep_geldkarte,lfd:criteria,brand,source:date,phone,old_name,smoking,payment:cryptocurrencies,payment:account_cards,opening_hours:signed,internet_access:operator,room,tunnel,roof,wheelchair:description:de,buildingpart,dispensing,wheelchair,inscription,amenity,operator:type,addr:hamlet,addr:suburb,payment:discover_card,wikidata,payment:notes,language:ru,payment:v_pay,medical_system:western,addr:district,payment:girocard,building:levels,payment:visa_debit,surveillance,note,demolished,opening_hours:check_date,ref:lfd,description,building:material,healthcare,payment:visa,building:architecture,lat,source:metrics,3dr:type,building,building:colour,payment:coins,url,roof:levels,source:address,source:addr:housenumber,payment:diners_club,year_of_construction,addr:country,heritage:operator
,,,,,,,,,,,,,214,,,,,,,,,,,,,,,,,,Hildesheimer Straße,,,,,Ahorn-Apotheke,,,30880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laatzen,,,,,9.8042517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,52.3022269,,,yes,,,,,,,,,,
,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,Hauptstraße,,,,,Ahorn-Apotheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3592682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,50.3156412,,,yes,,,,,,,,,,
,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,Wilhelmstraße,,,,,Alb Apotheke,,,89547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gerstetten,,,,no,10.0206923,,,,,,,,,,,,"Mo-Fr 08:00-12:30,14:00-18:00; Sa 08:00-12:30",,,,,,,,,httos://www.albapo.de/alb-apotheke/,,,,,,,,,,,,,,,,,,yes,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,pharmacy,,,48.6228947,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,40,,,,,,,,+49 7821 67905,,,,,,,,,,Friesenheimer Hauptstraße,,,,,Alemannen Apotheke,,,77948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Friesenheim,,,no,,7.8794627,,,,,,,Walter Bähr,,,,,"Mo-Fr 08:00-12:30,14:00-18:30; Sa 08:00-13:00",,,,,,,,,http://www.alemannen-apo.de/,,,,,,+49 7821 61788,,,,,,,,,,,,,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,48.3727101,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,42,,,,,,http://www.alheimer-apotheke.de/,,,,,,,,,,,,Nürnberger Straße,,,,,Alheimer Apotheke,,,36211,,,,,,,,,,,,,,,,,,,,,,,,,,,,info@alheimer-apotheke.de,,,,,,,,,Alheim,,,,,9.6671440,,,,,,,,,,,,,,,,,,,,,http://www.alheimer-apotheke.de/,,,,,2015-12-08,+49 5664 930146,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,51.0457871,,,yes,,,,,,,,,,
,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,Esenser Straße,,,,,Allee Apotheke,,,26603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4850743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,53.4756596,,,apartments,,,,,,,,,,
,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,Alleestraße,,,,,Allee-Apotheke,,,59269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beckum,,,,no,8.0379993,,,,,,,,,,,,"Mo-Fr 08:00-18:30, Sa 08:00-13:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,pharmacy,,,51.7572485,,,yes,,,,,,,,,,
,,,,,,,,,,,,,27,,,,,,,,+49 5143 2013,,,,,,,,,,Poststraße,,,,,Aller Apotheke,,,29308,,,,,,,,,,,,,,,,,,,,,,,,,,,,aller-apotheke@t-online.de,,,,,,,,,Winsen (Aller),,,,,9.9092596,,,,,,,Hubertus Nehrig,,,,,"Mo-Sa 08:00-13:00;Mo, We 14:30-18:00;Tu, Th 14:30-18:30",,,,,,,,,http://www.aller-apotheke.de/,,,,,,+49 5143 2011,,,,,,,,,,,,,limited,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,52.6822049,,,yes,,,,,,,,,,
,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,Markt,,,,,Alte Apotheke,,,59227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alteapotheke.ahlen@t-online.de,,,,,,,Ahlen,,,,,7.8895931,http://www.alteapotheke-ahlen.de/,,,,,,,,,,,"Mo-Tu,Th 08:30-13:00,14:30-18:30; We,Sa 08:30-13:00; Fr 08:30-13:00,14:30-18:00",,+49 2382 2811,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,pharmacy,,,51.7626128,,,retail,,,,,,,,,DE,
,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,Hauptstraße,,,,,Alte Apotheke,,,38527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Meine,,,,,10.5414328,,,,,,,Andrea Heinrich,,,,,"Mo-Fr 08:30-13:00, 14:30-18:30",,,,,,,,,http://www.alte-apotheke-meine.de,,,,,,,,,,,,,,,,,,,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,52.3808092,,,retail,,,,,,,,,DE,
,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,Tölzer Straße,,,,,Alte Apotheke,,,83661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lenggries,,,,,11.5755074,http://www.alte-apotheke-lenggries.de/,,,,,,Eva Löhle,,,,,"Mo-Fr 08:30-12:30,14:30-18:30; We,Sa 08:30-12:30",,+49 8042 8767,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,47.6841697,,,yes,,,http://www.alte-apotheke-lenggries.de/,,,,,,,
,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,Kaiserstraße,,,,,Alte Apotheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Goslar,,,,,10.5640476,,,,,,,,,,,,"Mo-Tu,Th-Fr 08:00-18:30; We 08:00-18:00; Sa 08:00-13:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,pharmacy,,,Vienenburg,,,,,,,,,,,,,,,,,,,,,51.9526688,,,yes,,,,,,,,,,
,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,Oberanger,,,,,Alte Apotheke,,,94428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eichendorf,,,,,12.8555009,,,,,,,Dieter Drinhaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,pharmacy,,,48.6346514,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,Hauptstraße,,,,,Alte Apotheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9805572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,limited,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,53.1243809,,,yes,,,,,,,,,,
,,,,,,,,,,,,,222,,,,,,Bing,,,,,,,,,,,,Bamenohler Straße,,,,,Alte Apotheke,,,57413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finnentrop,,,no,no,7.9651845,,,,,,,,,,,,"Mo-Fr 08:00-13:30, Mo,Tu,Th,Fr 14:30-18:30, Sa 08:00-12:30, Su off",,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,pharmacy,,,51.1710234,,,apartments,,,,,,,,,DE,
,,,,,,,,,,,,,81,,,,,,,,,,,,,,,,,,Stimbergstraße,,,,+49 2368 57747,Alte Apotheke,,,45739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,info@alte-apo.com,,,,,,,Oer-Erkenschwick,,,,,7.2608530,http://www.alte-apo-oer-erkenschwick.de,,,,,,Markus Vollminghoff,,,,,"Mo-Fr 08:30-13:00,14:30-18:30; We,Sa 08:30-13:00",,+49 2368 1203,,,,,,,,,,,,,,,,,,,,,,,,,no,no,,pharmacy,,,,,,,,,,,,,,,,,,,,,pharmacy,,,51.6367614,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,10,,,,,,Yahoo,,,,,,,,,,,,Kulmbacher Straße,,,,,Alte Apotheke,,,96224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Burgkunstadt,,,,,11.2491836,,,,,,,Inhaber Thomas Müller,,,,,,,,Alte Apotheke,,,,,,,,,,,,,,,,,,,,,,,,,no,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,50.1402841,,,yes,,,,,,,,,,
,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,Wilhelm-Schussen-Straße,,,,,Alte Apotheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bad Schussenried,,,,,9.6569178,,,,,,,,,,,,,,+49 7583 847,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,48.0050140,,,yes,,,,,,,,,,
,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,Dannenberger Straße,,,,,Alte Apotheke Dahlenburg,,,21368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dahlenburg,,,,,10.7439209,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 5851 222,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,53.1861198,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,Hauptstraße,,,,,Alte Apotheke Kappelrodeck,,,77876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gabled,,,,,Kappelrodeck,,,,,8.1149733,,,,,,,,,,,,Mo-Fr 08:00-19:00; Sa 08:00-13:00,,,,,,,,,,,,,,,+49 7842 2201,,,,,,,,,,,,,yes,,pharmacy,,,,,,,,,,,,2,,,,,,,,,,,,48.5931608,,,apartments,,,,1,,,,,,
,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,Obere Hauptstraße,,,,+49 7276 71 16,Alte Apotheke von 1837,Klingel / bell,,76863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,apotheke-herxheim@gmx.de,,,,,,,Herxheim,,,,,8.2156901,,,,,,,Dr. med. Helma Gröschel,,,,,Mo-Fr 08:00-19:00; Sa 08:00-13:00,,+49 7276 85 78,,,,,,,http://www.apotheke-herxheim.de/,,,,,,+49 6348 610810,,,,,,,,,,,,yes,limited,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,49.1461121,,,yes,,,,,,,,,,
,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,Schloßstraße,,,,,Alte Apptheke,,,21354,,,,,,,,,,,,,,,,,,,,,,de:Alte Apotheke (Bleckede),,,,,,,,,,,,,,,Bleckede,,,no,,10.7296171,,,,,,,Inken Weiseth,,,,,Mo-Fr 08:00-18:30; Sa 08:00-13:00; PH off,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,pharmacy,,,53.2933982,,,yes,,,,,,,,,,
,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,Poststraße,,,,,Alte Post,,,09496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marienberg,,,,,13.1606143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,50.6487987,,,retail,,,,,,,,,,
,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,Marktplatz,,,,,Alte Post-Apotheke,,,91785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pleinfeld,,,,,10.9862098,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 9144 941 11,,,,,,,,,,,,,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,49.1053382,,,yes,,,,,,,,,,
,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,Parkstraße,,,,,Alte Raben Apotheke,,,27798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hude,,,,,8.4603075,,,,,,,,,,,,"Mo 08:00-12:30,14:30-18:00; Tu 08:00-12:30,14:30-18:30; We 08:00-12:30,14:30-18:00; Th 08:00-12:30,14:30-18:30; Fr 08:00-12:30,14:30-18:00; Sa 08:00-12:30",,,,,,,,,https://www.alte-raben-apotheke-hude.de/,,,,,,+49 4408 321,,,,,,,,,,,,,no,,pharmacy,,,,,,,,,,,,,,,,,,,,,pharmacy,,,53.1114937,,,retail,,,,,,,,,,
,,,,,,,,,,,,,22,,,,,,,,,,,,,,yes,,attraction,,Rathausstraße,,,,,Alte Ratsapotheke,,,21423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winsen (Luhe),,,,,10.2080197,,,,,,,,,,,,Mo-Fr 08:00-18:30; Sa 08:30-13:30,,,,,,,,,,,,,,,+49 4171 2206,,,,,,,,,,,,,limited,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,53.3633414,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,Am Markt,,,,,Alte Stadt Apotheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8152623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,pharmacy,,,54.1079381,,,yes,,,,,,,,,,
,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,Markt,,,,,Alte Stadt-Apotheke,,,49716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Meppen,,,,,7.2915258,,,,,,,,,,,,Mo-Fr 08:00-18:30; Sa 08:00-17:30,,,,,,,,,https://alte-stadtapotheke.de/,,,,,,,,,,,,,,,,,,,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,pharmacy,,,52.6916063,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,Friedrich-Plate-Straße,,,,+49 5442 3691,Alte-Apotheke,,,49406,,,,,2017-03-28,,,,,,,,,,,,,,,,,,,,2020-03-15,,,,,team@muehlen-apo.de,,,,,,,Barnstorf,,,,no,8.5061215,http://www.alte-apotheke-barnstorf.de/,,,,,,Heike Brauneck,,,,,"Mo-Fr 08:00-19:00; Sa 08:30-13:00; Su,PH off",,+49 5442 3305,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,pharmacy,,,52.7087804,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,Marktplatz,,,,,Altstadt-Apotheke,,,91710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gunzenhausen,,,,,10.7548082,,,,,,,,,,,,"""call +49 9831 2430""",,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,49.1140577,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,22,,,,,,,,+49 9281 15888,,,,,,,,,,Altstadt,,,,,Altstädter Apotheke,,,95028,,,,,,,,,,,,,,,,,,,,,,,,,,,,info@apotheke-hof.de,,,,,,,,,Hof,,,,,11.9152832,,,,,,,Leonhard Wiedemann,,,,,Mo-Tu 08:30-19:00; We 08:30-18:00; Th 08:30-19:00; Fr 08:30-18:00; Sa 08:30-16:00,,,,,,,,,https://www.apotheke-hof.de/,,,,,,+49 9281 3332,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,50.3177556,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,121,,,,,,,,,,,,,,,,,,Saarlandstraße,,,,,Am Römer,,,55411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bingen am Rhein,,,,,7.9112065,,,,,,,,,,,,,,,,,,,,,https://www.apotheke-am-roemer.de/,,,,,,+49 6721 995100,,,,,,,,,,,,yes,,,pharmacy,,,Büdesheim,,,,,,,,,,,,,,,,,,pharmacy,,,49.9503702,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,6,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,Richard-Wagner-Straße,,,,,Amalienapotheke,,,76275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ettlingen,,,,,8.3644677,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 7243 91991,,,,,,,,,,,,yes,limited,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,48.9238453,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,Bönnier Straße,,,,,Ambergau-Apotheke,,,31167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1266773,,,,,,,,,,,,,,,,,,,,,https://www.apotheken.de/club/31167/ambergau-apotheke/,,,,,,,,,,,,,,,,,,yes,no,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,52.0095629,,,yes,,,,,,,,,,
,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,Großer Kamp,,,,,Ambrosius Apotheke,,,48346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ostbevern,,,,,7.8395794,,,,,,,,,,,,"Mo-Th 07:30-13:00,14:30-18:30, Fr 07:30-18:30, Sa 08:00-13:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,pharmacy,,,52.0388128,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,Bismarckstraße,,,,,Amts-Apotheke,,,56470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gabled,,,,,Bad Marienberg (Westerwald),,,,,7.9516332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,pharmacy,,,50.6502097,,,yes,,,,,,,,,,
,,,,,,,,,,,,,434,,,,,,,,,,,,,,,,,,Wertherstraße,,,,,Amts-Apotheke,,,33619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielefeld,,,,,8.4566942,,,,,,,,,,,,,,,,,,,,,http://www.apo-bielefeld.de/,,,,,,,,,,,,,,,,,,yes,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,pharmacy,,,52.0487767,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amts-Apotheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2882733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,limited,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,50.7380078,,,yes,,,,,,,,,,
,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,Am Torney,,,,,Anda Wellness,,,23970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wismar,,,,,11.4695405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,53.9064309,,,,,,,,,,,,DE,
,,,,,,,,,,,,,12-13,,,,,,,,,,,,,,,,,,Anger,,,,,Anger Apotheke,,,06567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bad Frankenhausen/Kyffhäuser,,,,no,11.1009805,,,,,,,Dr. Juliane Otto e. K.,,,,,"Mo-Fr 08:00-18:00, Sa 08:00-12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,51.3584138,,,yes,,,,,,,,,,
,,,,,,,,,,,,,234,,,,,,,,,,,,,,,,,,Bochumer Straße,,,,+49 2361 309750,Anker Apotheke,,,45661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anker-apo@arcor.de,,,,,,,Recklinghausen,,,,,7.2084823,http://www.anker-apo-recklinghausen.de,,,,,,Moustafa Almaraoui,,,,,"Mo-Fr 08:00-13:00,15:00-18:00; We 08:00-13:00; Sa 08:30-12:30",,+49 2361 30970,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,51.5646252,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,24,,,,,,,,+49 209 146475,,,,,,,,,,Arminstraße,,,,,Anker-Apotheke,,,45879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gelsenkirchen,,,,,7.0994174,,,,,,,Markus Sommerfeld,,,,,Mo-Fr 08:00-18:00; Sa 09:00-15:00,,,,,,,,,http://www.anker-apotheke-ge.de/,,,,,,+49 209 202370,,,,,,,,,,,,yes,limited,,pharmacy,,,,,,,,,,,,,,,,,,,,,pharmacy,,,51.5091381,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,Süderstraße,,,,,Anker-Apotheke,feste gemauerte lange Rampe,,26802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moormerland,,,no,,7.4439942,,,,,,,,,,,,"Mo-Fr 08:00-13:00,14:30-18:30; Sa 08:30-13:00",,,,,,,,,https://www.anker-apotheke-moormerland.de/,,,,,,+49 4954 2250,,,,,,,,,,,,yes,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,53.3032824,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,23b,,,,,,,,,,,,,,,,,,Augsburger Straße,,,,,Anna-Apotheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7205220,,,,,,,,,,,,"Mo 08:30-12:30,14:30-18:30; Tu 08:30-12:30,14:30-18:30; We 08:30-12:30; Th 08:30-12:30,14:30-18:30; Fr 08:30-12:30,14:30-18:30; Sa 08:30-12:30",,,,,,,,,http://www.anna-apotheke-adelsried.de/,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,48.4242613,,,yes,,,,,,,,,,
,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,Hanekamp,,,,,Annen-Apotheke,,,33034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brakel,,,,,9.1813125,,,,,,,,,,,,,,,,,,,,,https://www.annen-apotheke-brakel-app.de/,,,,,,,,,,,,,,,,,,yes,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,51.7156336,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,4,,,,,,,,+49 7222 48371,,,,,,,,,,Friedrichstraße,,,,,Annen-Apotheke,,,76476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bischweier,,,,,8.2826819,,,,,,,,,,,,Mo-Fr 08:00-12:30;Mo-Fr 14:30-18:30;Sa 08:30-12:30,,,,,,,,,https://www.annen-apotheke.de/,,,,,,+49 7222 48333,,,,,,,,,,,,yes,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,48.8366045,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,Wildeshauser Straße,,,,,Ansgari Apotheke,,,26209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hatten,,,,,8.3524863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,limited,,pharmacy,,,Kirchhatten,,,,,,,,,,,,,,,,,,pharmacy,,,53.0174940,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,Brüder-Grimm-Straße,,,,,Antonius Apotheke,,,49479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ibbenbüren,,,,,7.7843213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,pharmacy,,,52.2668691,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,Marktstraße,,,,,Antonius Apotheke,,,88410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bad Wurzach,,,,,9.8957235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,47.9082769,,,yes,,,,,,,,,,
,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,Ball,,,,,Antonius-Apotheke,,,51429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bergisch Gladbach,,,,,7.1896338,,,,,,,,,,,,,,,,,,,,,http://www.antoniusapotheke.info/,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,Herkenrath,,,,,,,,,,,,,,,,,,,,,50.9868612,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,Bahnhofstraße,,,,,Antonius-Apotheke,,,48477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hörstel,,,,,7.5918085,,,,,,,,,,,,"Mo-Fr 08:30-13:00, 14:00-18:30; Sa 08:30-13:00",,,,,,,,,https://www.antonius-apotheke-hoerstel.de/,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,52.2970291,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,Vogesenstraße,,,,,Antoniusapotheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ettlingen,,,,,8.4278234,,,,,,,,,,,,"Mo-Fr 08:00-12:30, 15:00-18:30; Sa 09:00-12:00",,,,,,,,,,,,,,,+49 7243 29845,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,48.9128308,,,yes,,,,,,,,,DE,
